DIA,MES,ANO,HORA,ES10,ES53,ESSUMA,FECHAH,FECHA,TIPO
6,2,2019,19,724,777,1501,2019-02-06 18:00:00,2019-06-02 00:00:00,LABORABLE
6,2,2019,20,640,772,1412,2019-02-06 19:00:00,2019-06-02 00:00:00,LABORABLE
6,2,2019,21,640,756,1396,2019-02-06 20:00:00,2019-06-02 00:00:00,LABORABLE
6,2,2019,22,446,559,1005,2019-02-06 21:00:00,2019-06-02 00:00:00,LABORABLE
6,2,2019,23,358,373,731,2019-02-06 22:00:00,2019-06-02 00:00:00,LABORABLE
6,2,2019,24,297,353,650,2019-02-06 23:00:00,2019-06-02 00:00:00,LABORABLE
7,2,2019,1,199,273,472,2019-02-07 00:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,2,117,194,311,2019-02-07 01:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,3,90,145,235,2019-02-07 02:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,4,65,93,158,2019-02-07 03:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,5,81,103,184,2019-02-07 04:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,6,151,162,313,2019-02-07 05:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,7,421,397,818,2019-02-07 06:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,8,695,627,1322,2019-02-07 07:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,9,691,703,1394,2019-02-07 08:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,10,713,678,1391,2019-02-07 09:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,11,579,612,1191,2019-02-07 10:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,12,608,708,1316,2019-02-07 11:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,13,623,708,1331,2019-02-07 12:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,14,680,760,1440,2019-02-07 13:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,15,656,694,1350,2019-02-07 14:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,16,683,697,1380,2019-02-07 15:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,17,668,694,1362,2019-02-07 16:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,18,743,787,1530,2019-02-07 17:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,19,703,783,1486,2019-02-07 18:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,20,668,761,1429,2019-02-07 19:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,21,625,706,1331,2019-02-07 20:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,22,575,636,1211,2019-02-07 21:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,23,431,504,935,2019-02-07 22:00:00,2019-07-02 00:00:00,LABORABLE
7,2,2019,24,260,368,628,2019-02-07 23:00:00,2019-07-02 00:00:00,LABORABLE
8,2,2019,1,184,390,574,2019-02-08 00:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,2,124,223,347,2019-02-08 01:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,3,85,203,288,2019-02-08 02:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,4,67,129,196,2019-02-08 03:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,5,95,130,225,2019-02-08 04:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,6,158,171,329,2019-02-08 05:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,7,238,416,654,2019-02-08 06:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,8,373,546,919,2019-02-08 07:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,9,481,718,1199,2019-02-08 08:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,10,669,738,1407,2019-02-08 09:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,11,613,676,1289,2019-02-08 10:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,12,627,743,1370,2019-02-08 11:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,13,516,573,1089,2019-02-08 12:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,14,727,674,1401,2019-02-08 13:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,15,643,775,1418,2019-02-08 14:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,16,647,679,1326,2019-02-08 15:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,17,666,755,1421,2019-02-08 16:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,18,704,747,1451,2019-02-08 17:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,19,658,808,1466,2019-02-08 18:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,20,689,843,1532,2019-02-08 19:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,21,718,893,1611,2019-02-08 20:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,22,660,737,1397,2019-02-08 21:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,23,542,568,1110,2019-02-08 22:00:00,2019-08-02 00:00:00,LABORABLE
8,2,2019,24,411,508,919,2019-02-08 23:00:00,2019-08-02 00:00:00,LABORABLE
9,2,2019,1,336,285,621,2019-02-09 00:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,2,242,185,427,2019-02-09 01:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,3,137,131,268,2019-02-09 02:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,4,117,106,223,2019-02-09 03:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,5,152,79,231,2019-02-09 04:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,6,228,102,330,2019-02-09 05:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,7,524,272,796,2019-02-09 06:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,8,1026,551,1577,2019-02-09 07:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,9,1347,726,2073,2019-02-09 08:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,10,1278,731,2009,2019-02-09 09:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,11,1172,663,1835,2019-02-09 10:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,12,1182,742,1924,2019-02-09 11:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,13,902,793,1695,2019-02-09 12:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,14,1343,809,2152,2019-02-09 13:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,15,1303,767,2070,2019-02-09 14:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,16,1285,732,2017,2019-02-09 15:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,17,1375,744,2119,2019-02-09 16:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,18,1410,761,2171,2019-02-09 17:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,19,1376,791,2167,2019-02-09 18:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,20,1457,765,2222,2019-02-09 19:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,21,1349,806,2155,2019-02-09 20:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,22,1113,708,1821,2019-02-09 21:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,23,790,515,1305,2019-02-09 22:00:00,2019-09-02 00:00:00,LABORABLE
9,2,2019,24,520,368,888,2019-02-09 23:00:00,2019-09-02 00:00:00,LABORABLE
10,2,2019,1,392,302,694,2019-02-10 00:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,2,286,220,506,2019-02-10 01:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,3,184,161,345,2019-02-10 02:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,4,153,141,294,2019-02-10 03:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,5,135,97,232,2019-02-10 04:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,6,242,118,360,2019-02-10 05:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,7,557,358,915,2019-02-10 06:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,8,1011,572,1583,2019-02-10 07:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,9,1294,702,1996,2019-02-10 08:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,10,1255,730,1985,2019-02-10 09:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,11,1202,723,1925,2019-02-10 10:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,12,1238,713,1951,2019-02-10 11:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,13,1356,770,2126,2019-02-10 12:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,14,1289,788,2077,2019-02-10 13:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,15,1410,774,2184,2019-02-10 14:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,16,1241,753,1994,2019-02-10 15:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,17,1400,730,2130,2019-02-10 16:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,18,1441,754,2195,2019-02-10 17:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,19,1495,892,2387,2019-02-10 18:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,20,1379,830,2209,2019-02-10 19:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,21,1407,797,2204,2019-02-10 20:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,22,1391,828,2219,2019-02-10 21:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,23,994,639,1633,2019-02-10 22:00:00,2019-10-02 00:00:00,LABORABLE
10,2,2019,24,723,495,1218,2019-02-10 23:00:00,2019-10-02 00:00:00,LABORABLE
11,2,2019,1,161,263,424,2019-02-11 00:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,2,96,215,311,2019-02-11 01:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,3,71,167,238,2019-02-11 02:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,4,74,115,189,2019-02-11 03:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,5,65,110,175,2019-02-11 04:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,6,119,175,294,2019-02-11 05:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,7,444,437,881,2019-02-11 06:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,8,678,619,1297,2019-02-11 07:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,9,715,713,1428,2019-02-11 08:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,10,628,698,1326,2019-02-11 09:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,11,541,671,1212,2019-02-11 10:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,12,542,722,1264,2019-02-11 11:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,13,606,697,1303,2019-02-11 12:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,14,640,767,1407,2019-02-11 13:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,15,693,698,1391,2019-02-11 14:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,16,632,664,1296,2019-02-11 15:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,17,653,739,1392,2019-02-11 16:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,18,720,679,1399,2019-02-11 17:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,19,648,772,1420,2019-02-11 18:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,20,620,819,1439,2019-02-11 19:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,21,607,681,1288,2019-02-11 20:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,22,519,560,1079,2019-02-11 21:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,23,352,472,824,2019-02-11 22:00:00,2019-11-02 00:00:00,LABORABLE
11,2,2019,24,238,305,543,2019-02-11 23:00:00,2019-11-02 00:00:00,LABORABLE
12,2,2019,1,143,230,373,2019-02-12 00:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,2,98,178,276,2019-02-12 01:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,3,74,131,205,2019-02-12 02:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,4,60,110,170,2019-02-12 03:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,5,68,102,170,2019-02-12 04:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,6,148,154,302,2019-02-12 05:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,7,421,464,885,2019-02-12 06:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,8,695,622,1317,2019-02-12 07:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,9,693,760,1453,2019-02-12 08:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,10,677,771,1448,2019-02-12 09:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,11,550,676,1226,2019-02-12 10:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,12,535,625,1160,2019-02-12 11:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,13,508,694,1202,2019-02-12 12:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,14,685,726,1411,2019-02-12 13:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,15,648,716,1364,2019-02-12 14:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,16,670,715,1385,2019-02-12 15:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,17,672,773,1445,2019-02-12 16:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,18,701,725,1426,2019-02-12 17:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,19,665,746,1411,2019-02-12 18:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,20,611,792,1403,2019-02-12 19:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,21,613,757,1370,2019-02-12 20:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,22,530,616,1146,2019-02-12 21:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,23,383,437,820,2019-02-12 22:00:00,2019-12-02 00:00:00,LABORABLE
12,2,2019,24,218,317,535,2019-02-12 23:00:00,2019-12-02 00:00:00,LABORABLE
13,2,2019,1,162,255,417,2019-02-13 00:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,2,108,192,300,2019-02-13 01:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,3,55,125,180,2019-02-13 02:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,4,67,97,164,2019-02-13 03:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,5,75,78,153,2019-02-13 04:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,6,164,146,310,2019-02-13 05:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,7,442,429,871,2019-02-13 06:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,8,687,621,1308,2019-02-13 07:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,9,683,703,1386,2019-02-13 08:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,10,709,741,1450,2019-02-13 09:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,11,574,628,1202,2019-02-13 10:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,12,575,654,1229,2019-02-13 11:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,13,503,754,1257,2019-02-13 12:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,14,624,726,1350,2019-02-13 13:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,15,680,687,1367,2019-02-13 14:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,16,655,649,1304,2019-02-13 15:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,17,683,687,1370,2019-02-13 16:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,18,721,753,1474,2019-02-13 17:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,19,687,759,1446,2019-02-13 18:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,20,669,820,1489,2019-02-13 19:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,21,686,745,1431,2019-02-13 20:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,22,475,559,1034,2019-02-13 21:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,23,373,455,828,2019-02-13 22:00:00,2019-02-13 00:00:00,LABORABLE
13,2,2019,24,281,336,617,2019-02-13 23:00:00,2019-02-13 00:00:00,LABORABLE
14,2,2019,1,175,257,432,2019-02-14 00:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,2,121,195,316,2019-02-14 01:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,3,68,140,208,2019-02-14 02:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,4,65,110,175,2019-02-14 03:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,5,70,114,184,2019-02-14 04:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,6,164,183,347,2019-02-14 05:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,7,431,403,834,2019-02-14 06:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,8,690,623,1313,2019-02-14 07:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,9,669,711,1380,2019-02-14 08:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,10,736,728,1464,2019-02-14 09:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,11,612,672,1284,2019-02-14 10:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,12,628,750,1378,2019-02-14 11:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,13,685,712,1397,2019-02-14 12:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,14,688,757,1445,2019-02-14 13:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,15,660,728,1388,2019-02-14 14:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,16,641,674,1315,2019-02-14 15:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,17,745,692,1437,2019-02-14 16:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,18,767,728,1495,2019-02-14 17:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,19,728,770,1498,2019-02-14 18:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,20,692,825,1517,2019-02-14 19:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,21,731,808,1539,2019-02-14 20:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,22,543,688,1231,2019-02-14 21:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,23,448,506,954,2019-02-14 22:00:00,2019-02-14 00:00:00,LABORABLE
14,2,2019,24,315,424,739,2019-02-14 23:00:00,2019-02-14 00:00:00,LABORABLE
15,2,2019,1,224,416,640,2019-02-15 00:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,2,160,287,447,2019-02-15 01:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,3,121,203,324,2019-02-15 02:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,4,82,165,247,2019-02-15 03:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,5,84,131,215,2019-02-15 04:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,6,183,221,404,2019-02-15 05:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,7,238,416,654,2019-02-15 06:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,8,373,583,956,2019-02-15 07:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,9,677,721,1398,2019-02-15 08:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,10,654,695,1349,2019-02-15 09:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,11,545,633,1178,2019-02-15 10:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,12,499,720,1219,2019-02-15 11:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,13,643,707,1350,2019-02-15 12:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,14,620,764,1384,2019-02-15 13:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,15,706,704,1410,2019-02-15 14:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,16,663,738,1401,2019-02-15 15:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,17,643,768,1411,2019-02-15 16:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,18,730,752,1482,2019-02-15 17:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,19,672,807,1479,2019-02-15 18:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,20,676,807,1483,2019-02-15 19:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,21,676,813,1489,2019-02-15 20:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,22,588,681,1269,2019-02-15 21:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,23,508,642,1150,2019-02-15 22:00:00,2019-02-15 00:00:00,LABORABLE
15,2,2019,24,393,507,900,2019-02-15 23:00:00,2019-02-15 00:00:00,LABORABLE
16,2,2019,1,334,314,648,2019-02-16 00:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,2,222,209,431,2019-02-16 01:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,3,161,140,301,2019-02-16 02:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,4,131,88,219,2019-02-16 03:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,5,133,99,232,2019-02-16 04:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,6,215,116,331,2019-02-16 05:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,7,555,323,878,2019-02-16 06:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,8,1045,553,1598,2019-02-16 07:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,9,1318,709,2027,2019-02-16 08:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,10,1330,786,2116,2019-02-16 09:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,11,1229,706,1935,2019-02-16 10:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,12,1226,710,1936,2019-02-16 11:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,13,1262,772,2034,2019-02-16 12:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,14,1249,713,1962,2019-02-16 13:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,15,1333,751,2084,2019-02-16 14:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,16,1272,645,1917,2019-02-16 15:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,17,1251,760,2011,2019-02-16 16:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,18,1322,773,2095,2019-02-16 17:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,19,1362,854,2216,2019-02-16 18:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,20,1411,841,2252,2019-02-16 19:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,21,1373,785,2158,2019-02-16 20:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,22,1131,674,1805,2019-02-16 21:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,23,890,515,1405,2019-02-16 22:00:00,2019-02-16 00:00:00,LABORABLE
16,2,2019,24,630,353,983,2019-02-16 23:00:00,2019-02-16 00:00:00,LABORABLE
17,2,2019,1,441,329,770,2019-02-17 00:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,2,284,220,504,2019-02-17 01:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,3,179,185,364,2019-02-17 02:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,4,158,125,283,2019-02-17 03:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,5,132,106,238,2019-02-17 04:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,6,248,144,392,2019-02-17 05:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,7,568,319,887,2019-02-17 06:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,8,972,534,1506,2019-02-17 07:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,9,1216,588,1804,2019-02-17 08:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,10,1199,677,1876,2019-02-17 09:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,11,1239,665,1904,2019-02-17 10:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,12,1222,708,1930,2019-02-17 11:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,13,1285,804,2089,2019-02-17 12:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,14,1348,824,2172,2019-02-17 13:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,15,1340,781,2121,2019-02-17 14:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,16,1267,686,1953,2019-02-17 15:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,17,1254,732,1986,2019-02-17 16:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,18,1381,775,2156,2019-02-17 17:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,19,1335,807,2142,2019-02-17 18:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,20,1460,834,2294,2019-02-17 19:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,21,1383,878,2261,2019-02-17 20:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,22,1281,791,2072,2019-02-17 21:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,23,1055,616,1671,2019-02-17 22:00:00,2019-02-17 00:00:00,LABORABLE
17,2,2019,24,709,502,1211,2019-02-17 23:00:00,2019-02-17 00:00:00,LABORABLE
18,2,2019,1,186,267,453,2019-02-18 00:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,2,120,207,327,2019-02-18 01:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,3,83,131,214,2019-02-18 02:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,4,64,107,171,2019-02-18 03:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,5,63,109,172,2019-02-18 04:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,6,145,169,314,2019-02-18 05:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,7,440,411,851,2019-02-18 06:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,8,666,629,1295,2019-02-18 07:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,9,708,714,1422,2019-02-18 08:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,10,630,730,1360,2019-02-18 09:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,11,546,651,1197,2019-02-18 10:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,12,568,663,1231,2019-02-18 11:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,13,593,668,1261,2019-02-18 12:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,14,613,714,1327,2019-02-18 13:00:00,2019-02-18 00:00:00,LABORABLE
18,2,2019,15,674,670,1344,2019-02-18 14:00:00,2019-02-18 00:00:00,LABORABLE
