FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/08/20;ES01;1-;478;192;107;63;85;221;235;284;373;461;594;749
01/08/20;ES01;1=;730;698;490;459;420;511;608;648;674;568;440;508
01/08/20;ES01;2-;248;134;79;66;52;107;104;124;238;337;451;515
01/08/20;ES01;2=;510;485;378;411;453;524;630;668;594;415;367;318
01/08/20;ES02;1-;643;481;388;220;167;118;210;307;392;574;710;838
01/08/20;ES02;1=;875;821;821;758;672;600;699;811;872;931;851;500
01/08/20;ES02;2-;824;693;508;418;337;239;372;495;696;972;953;993
01/08/20;ES02;2=;1210;1024;1155;813;678;648;1125;1188;1273;1240;1168;745
01/08/20;ES03;1-;378;270;215;127;124;102;179;378;448;578;716;841
01/08/20;ES03;1=;914;884;908;628;495;524;605;733;758;821;626;399
01/08/20;ES03;2-;312;200;163;94;72;60;102;156;269;303;368;492
01/08/20;ES03;2=;548;574;616;473;326;288;390;401;445;548;485;294
01/08/20;ES04;1-;277;221;134;87;66;73;97;148;217;319;403;442
01/08/20;ES04;1=;509;493;486;348;236;294;412;424;465;559;417;280
01/08/20;ES04;2-;158;103;83;47;45;40;79;122;136;187;258;294
01/08/20;ES04;2=;349;316;294;180;168;166;189;188;182;243;194;116
01/08/20;ES05;1-;1178;990;825;456;264;240;391;571;614;931;1102;1338
01/08/20;ES05;1=;1484;1570;1554;1338;1217;1090;1107;1270;1256;1398;1353;1109
01/08/20;ES05;2-;459;418;270;179;122;158;374;479;591;881;1032;1073
01/08/20;ES05;2=;1102;1163;1146;794;691;743;959;1109;1227;1226;991;566
01/08/20;ES06;1-;140;69;38;40;53;85;149;162;205;284;353;400
01/08/20;ES06;1=;390;330;232;200;202;251;304;334;349;256;172;169
01/08/20;ES06;2-;132;74;42;44;37;47;106;149;221;305;374;393
01/08/20;ES06;2=;387;315;207;203;226;250;266;297;331;248;191;179
