FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/09/19;ES01;1-;786;641;468;356;285;341;241;218;159;222;355;489
01/09/19;ES01;1=;589;614;434;785;872;909;871;1014;894;819;760;557
01/09/19;ES01;2-;574;479;350;290;239;313;221;249;268;458;646;777
01/09/19;ES01;2=;814;815;608;727;796;872;907;855;724;551;501;344
01/09/19;ES02;1-;548;407;332;250;246;269;303;352;334;452;616;771
01/09/19;ES02;1=;777;772;760;765;847;819;833;863;834;673;581;439
01/09/19;ES02;2-;803;674;552;356;278;243;315;342;411;423;647;860
01/09/19;ES02;2=;938;1107;1164;914;873;948;1038;1080;1014;958;823;722
01/09/19;ES03;1-;508;404;269;228;194;164;249;410;380;409;652;934
01/09/19;ES03;1=;984;1019;1119;806;714;920;1059;988;1076;1063;673;538
01/09/19;ES03;2-;365;299;214;152;107;100;133;170;230;256;352;555
01/09/19;ES03;2=;641;762;756;653;512;683;660;723;759;770;606;345
01/09/19;ES04;1-;358;330;284;204;140;133;130;140;200;206;328;523
01/09/19;ES04;1=;587;701;841;490;524;670;801;898;909;782;548;443
01/09/19;ES04;2-;202;139;113;117;90;87;85;125;108;152;240;312
01/09/19;ES04;2=;414;475;406;267;251;338;347;389;371;371;278;206
01/09/19;ES05;1-;1527;1395;1131;911;892;627;749;705;596;681;806;1300
01/09/19;ES05;1=;1443;1627;1689;1610;1500;1628;1554;1743;1716;1866;1537;1366
01/09/19;ES05;2-;696;560;399;272;206;249;438;430;519;559;769;1133
01/09/19;ES05;2=;1169;1323;1365;990;988;1166;1477;1488;1441;1287;982;856
01/09/19;ES06;1-;122;99;60;57;42;88;89;83;162;252;308;411
01/09/19;ES06;1=;463;380;259;313;363;416;384;435;493;261;215;110
01/09/19;ES06;2-;138;75;67;61;50;71;66;100;146;195;308;383
01/09/19;ES06;2=;416;352;240;285;424;411;395;407;312;234;177;117
01/09/19;ES07;1-;1125;779;549;391;346;301;499;541;611;708;1047;1611
01/09/19;ES07;1=;1838;1963;1746;1382;1441;1675;1808;1637;1694;1799;1492;1084
01/09/19;ES07;2-;1111;580;449;288;264;385;694;748;725;886;1377;1653
01/09/19;ES07;2=;1850;2012;1963;1222;1479;2127;2187;2096;2126;1932;1322;951
01/09/19;ES08;1-;609;504;435;320;255;351;427;487;420;513;622;650
01/09/19;ES08;1=;671;676;644;716;717;760;824;705;652;567;516;423
01/09/19;ES08;2-;792;605;496;392;347;406;439;537;529;618;742;843
01/09/19;ES08;2=;857;798;801;787;861;825;834;804;675;632;605;475
01/09/19;ES09;1-;681;730;630;502;407;344;343;467;538;573;735;842
01/09/19;ES09;1=;968;969;1031;934;695;756;731;739;735;677;624;653
01/09/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES10;2-;343;292;256;170;141;141;166;211;221;309;384;440
01/09/19;ES10;2=;492;593;561;431;422;506;511;500;466;503;464;360
01/09/19;ES11;1-;1785;0;739;429;288;245;307;753;911;1082;1260;1827
01/09/19;ES11;1=;2343;2589;2714;2520;1568;1612;2197;2407;2292;2274;2115;1627
01/09/19;ES11;2-;244;0;528;517;415;281;232;334;45;71;84;219
01/09/19;ES11;2=;384;584;760;697;390;434;699;741;811;767;564;377
01/09/19;ES12;1-;1155;982;761;549;450;495;461;543;622;946;1327;1596
01/09/19;ES12;1=;1894;1885;1407;1668;1909;1961;1787;1836;1791;1456;1228;849
01/09/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/09/19;ES13;1-;619;551;395;313;261;321;300;258;265;428;592;771
01/09/19;ES13;1=;825;776;580;704;800;975;994;1035;896;757;609;434
01/09/19;ES13;2-;976;792;652;453;352;395;362;313;414;538;739;809
01/09/19;ES13;2=;917;963;758;884;978;1050;1077;1143;1043;815;753;559
01/09/19;ES14;1-;80;62;54;42;23;30;48;43;81;124;151;173
01/09/19;ES14;1=;178;179;133;136;182;184;194;165;140;105;89;68
01/09/19;ES14;2-;45;33;32;23;35;12;33;28;59;95;110;114
01/09/19;ES14;2=;153;180;104;92;129;129;104;149;121;59;53;55
01/09/19;ES15;1-;157;107;95;88;72;107;128;141;168;291;373;429
01/09/19;ES15;1=;432;462;295;385;389;406;372;404;435;317;224;150
01/09/19;ES15;2-;90;69;45;44;44;51;71;94;121;178;290;362
01/09/19;ES15;2=;479;482;309;328;456;470;508;516;396;261;194;122
01/09/19;ES16;1-;587;485;449;280;303;385;338;355;579;529;745;936
01/09/19;ES16;1=;999;879;715;782;905;879;920;943;899;713;656;487
01/09/19;ES16;2-;449;323;236;153;143;211;222;241;301;468;668;714
01/09/19;ES16;2=;862;801;603;633;793;833;878;874;728;620;435;283
01/09/19;ES17;1-;820;639;529;394;358;431;458;516;694;1001;1507;1808
