FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/08/19;ES01;1-;440;260;173;127;199;639;1853;2131;1785;1608;1602;1682
01/08/19;ES01;1=;1763;2034;1745;1435;1478;1624;1389;1279;1072;755;752;699
01/08/19;ES01;2-;297;185;146;111;143;356;817;1391;1375;1215;1290;1388
01/08/19;ES01;2=;1339;1456;1499;1304;1387;1411;1251;1259;1020;766;619;512
01/08/19;ES02;1-;306;192;132;109;131;255;652;880;849;916;933;954
01/08/19;ES02;1=;970;1021;1026;815;900;1007;953;885;721;621;510;401
01/08/19;ES02;2-;255;141;99;77;141;410;1135;1164;1115;1098;952;1023
01/08/19;ES02;2=;955;919;952;955;864;931;959;912;898;831;675;539
01/08/19;ES03;1-;169;98;66;100;121;437;1686;1942;1660;1859;1573;1480
01/08/19;ES03;1=;1454;1369;1525;1480;1273;1356;1496;1389;1297;600;642;313
01/08/19;ES03;2-;187;82;53;44;65;135;406;667;678;744;870;1000
01/08/19;ES03;2=;1055;1128;1245;1196;897;1006;1165;1076;1065;791;379;418
01/08/19;ES04;1-;106;52;33;29;42;202;914;1054;521;731;895;952
01/08/19;ES04;1=;898;866;834;857;749;816;838;872;784;365;262;203
01/08/19;ES04;2-;204;51;32;51;47;111;369;493;586;582;578;602
01/08/19;ES04;2=;611;643;827;898;621;663;765;706;570;268;187;219
01/08/19;ES05;1-;873;499;365;256;308;584;1073;1422;1616;1775;2087;2261
01/08/19;ES05;1=;2407;2762;2779;2181;2454;2726;2386;2226;1937;1601;1340;1242
01/08/19;ES05;2-;499;118;164;136;224;877;1914;1975;2175;1977;1696;1659
01/08/19;ES05;2=;1590;1526;1626;1559;1464;1531;1634;1605;1441;564;1031;732
01/08/19;ES06;1-;94;43;38;31;57;217;723;767;682;624;670;687
01/08/19;ES06;1=;628;715;828;635;690;696;630;613;518;300;255;165
01/08/19;ES06;2-;92;49;40;23;48;170;503;682;619;586;574;615
01/08/19;ES06;2=;679;707;885;531;644;644;617;546;451;284;225;172
01/08/19;ES07;1-;889;478;259;164;150;192;881;1974;1984;1777;1790;2164
01/08/19;ES07;1=;2326;2581;3693;3824;2762;2858;3305;2814;2485;1993;1603;1161
01/08/19;ES07;2-;674;274;178;133;172;642;3158;5206;4019;2949;2432;2281
01/08/19;ES07;2=;2153;2262;2643;2335;2047;2224;2508;2346;2253;2057;1370;1134
01/08/19;ES08;1-;503;410;326;273;274;346;567;645;722;737;831;827
01/08/19;ES08;1=;791;808;774;709;835;848;820;791;738;650;567;475
01/08/19;ES08;2-;497;354;308;278;293;362;717;814;864;849;869;871
01/08/19;ES08;2=;890;810;760;750;836;843;791;803;775;677;659;512
01/08/19;ES09;1-;557;0;0;335;237;298;643;808;676;790;862;837
01/08/19;ES09;1=;942;823;792;777;745;848;838;825;810;821;634;602
01/08/19;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES10;2-;223;173;107;80;89;102;239;628;514;550;526;549
01/08/19;ES10;2=;576;576;574;505;503;577;642;671;644;553;519;326
01/08/19;ES11;1-;966;737;302;166;102;114;290;2510;5331;4600;3225;2618
01/08/19;ES11;1=;2618;2558;2677;3347;2950;2399;2590;2863;2654;2416;2174;1455
01/08/19;ES11;2-;1008;640;474;229;156;152;260;1299;3360;2910;2543;2442
01/08/19;ES11;2=;2753;2934;3219;4631;4958;3356;3702;4233;3647;3320;2854;1515
01/08/19;ES12;1-;623;333;271;285;405;1062;1948;1985;1939;1922;1994;2076
01/08/19;ES12;1=;1879;1862;1698;1745;1917;1912;1884;1931;1730;1305;1206;1093
01/08/19;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES13;1-;356;222;131;122;103;390;995;1204;1209;1213;1196;1283
01/08/19;ES13;1=;1269;1340;1158;1105;1173;1354;1187;1168;968;704;624;514
01/08/19;ES13;2-;511;328;159;10;108;270;1088;1469;1446;1408;1526;1498
01/08/19;ES13;2=;1547;1546;1481;1327;1401;1438;1310;1303;1138;903;772;741
01/08/19;ES14;1-;47;25;10;10;21;73;163;326;372;300;317;305
01/08/19;ES14;1=;320;271;288;280;257;240;271;207;177;130;102;96
01/08/19;ES14;2-;35;16;13;10;14;21;107;141;171;214;219;259
01/08/19;ES14;2=;246;245;243;201;254;218;225;207;125;95;81;79
01/08/19;ES15;1-;67;54;19;37;47;211;752;761;579;557;607;639
01/08/19;ES15;1=;603;644;647;536;555;618;521;492;433;235;174;159
01/08/19;ES15;2-;44;21;15;22;24;93;606;788;587;544;577;511
01/08/19;ES15;2=;583;635;609;468;446;529;447;438;360;223;159;111
01/08/19;ES16;1-;390;104;83;70;119;186;829;1005;1098;1194;1320;1371
01/08/19;ES16;1=;1410;1422;1393;1275;1309;1418;1258;1204;1000;784;727;638
01/08/19;ES16;2-;265;153;91;87;82;382;1265;1265;1218;1164;1110;1116
01/08/19;ES16;2=;1075;1025;952;920;981;1046;985;1021;867;547;423;326
01/08/19;ES17;1-;0;0;0;0;0;1192;2946;3076;2742;2362;2285;2236
01/08/19;ES17;1=;2183;2237;2162;1919;2151;2151;2222;2212;1819;1235;1015;879
01/08/19;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES18;1-;67;61;36;27;34;65;782;814;662;596;615;585
01/08/19;ES18;1=;576;518;428;495;507;511;464;524;420;279;205;183
01/08/19;ES18;2-;190;93;35;51;47;67;211;446;468;552;572;655
01/08/19;ES18;2=;730;933;936;625;652;725;719;818;683;404;336;289
01/08/19;ES19;1-;260;160;0;100;0;0;637;819;845;829;883;941
01/08/19;ES19;1=;920;897;924;806;840;956;975;924;766;495;401;356
01/08/19;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES20;1-;4289;3175;1676;922;754;783;919;2604;8457;9009;8034;7910
01/08/19;ES20;1=;8434;8929;9392;9999;9999;9998;9940;9999;9701;8801;7363;6023
01/08/19;ES20;2-;3685;2593;1156;747;632;846;647;9999;9999;9999;9999;9075
01/08/19;ES20;2=;8863;8736;9072;9999;9814;8141;8917;9662;8771;7980;6656;4961
01/08/19;ES21;1-;111;72;30;38;39;163;714;937;697;716;806;795
01/08/19;ES21;1=;814;938;785;667;690;766;775;726;553;360;288;229
01/08/19;ES21;2-;119;58;39;41;67;249;769;1250;1208;1125;1098;1089
01/08/19;ES21;2=;1032;1146;1316;900;976;1038;983;842;760;385;237;210
01/08/19;ES22;1-;189;118;81;74;119;312;799;1021;745;1109;920;876
01/08/19;ES22;1=;1008;1049;955;752;775;832;764;897;837;675;493;471
01/08/19;ES22;2-;281;184;117;83;143;172;504;536;740;798;916;1001
01/08/19;ES22;2=;1052;1071;1112;1251;1046;1052;1240;1110;1095;978;722;607
01/08/19;ES23;1-;426;293;304;276;242;381;2946;2820;3287;2800;2401;2105
01/08/19;ES23;1=;2166;2022;2087;1858;1711;1766;1942;1865;1795;1579;1124;949
01/08/19;ES23;2-;1197;126;408;294;445;458;734;1062;1409;1632;1863;2050
01/08/19;ES23;2=;2297;2413;2611;2985;2386;2457;2735;2377;2239;1898;1658;1564
01/08/19;ES24;1-;218;126;85;53;78;124;272;415;473;524;607;673
01/08/19;ES24;1=;773;729;797;777;631;678;638;569;599;575;467;388
01/08/19;ES24;2-;183;124;34;53;43;242;789;768;703;602;624;613
01/08/19;ES24;2=;534;547;502;511;509;570;565;514;503;363;300;238
01/08/19;ES25;1-;107;93;68;4;10;63;109;192;166;228;167;232
01/08/19;ES25;1=;230;205;186;142;157;150;161;227;149;122;100;90
01/08/19;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES26;1-;150;146;73;55;60;93;164;223;266;304;491;508
01/08/19;ES26;1=;321;283;412;272;289;483;471;425;396;269;134;261
01/08/19;ES26;2-;92;56;53;45;48;95;136;185;181;225;206;234
01/08/19;ES26;2=;199;193;255;258;268;283;295;273;252;216;121;136
01/08/19;ES27;1-;369;235;158;129;181;391;1269;1708;1642;1590;1704;1681
01/08/19;ES27;1=;1592;1500;1418;1537;1655;1621;1569;1529;1455;1174;616;857
01/08/19;ES27;2-;468;305;228;250;303;442;1220;1442;948;1025;1017;1062
01/08/19;ES27;2=;1116;1208;1132;1002;1028;1040;994;1039;816;735;712;662
01/08/19;ES28;1-;121;59;56;56;72;264;512;655;635;693;671;718
01/08/19;ES28;1=;801;1075;939;755;909;855;737;685;540;355;387;248
01/08/19;ES28;2-;146;78;61;74;147;478;1177;1292;1099;932;837;832
01/08/19;ES28;2=;863;976;894;815;888;873;825;777;650;439;361;230
01/08/19;ES29;1-;961;536;390;315;263;372;1609;1817;2106;1886;1819;1730
01/08/19;ES29;1=;1845;1783;1900;1809;1674;1780;1668;1734;1640;1443;1118;1097
01/08/19;ES29;2-;766;333;323;214;329;858;1784;1468;1868;1842;1912;1909
01/08/19;ES29;2=;1853;1866;2008;1991;1824;1853;2074;1997;1921;1713;1315;1052
01/08/19;ES30;1-;106;64;44;33;40;73;246;335;339;385;400;476
01/08/19;ES30;1=;449;437;450;378;334;408;420;402;411;345;261;250
01/08/19;ES30;2-;86;80;57;90;91;220;534;611;795;807;765;749
01/08/19;ES30;2=;724;694;691;613;598;641;761;763;665;572;281;226
01/08/19;ES31;1-;90;60;40;37;24;37;56;125;194;163;180;213
01/08/19;ES31;1=;238;261;316;251;184;210;234;244;268;202;133;100
01/08/19;ES31;2-;49;50;43;37;20;38;67;175;318;292;248;259
01/08/19;ES31;2=;244;178;196;194;191;230;206;235;190;166;100;86
01/08/19;ES32;1-;157;85;69;71;60;190;480;544;722;688;650;628
01/08/19;ES32;1=;644;587;553;589;533;570;607;618;561;547;361;315
01/08/19;ES32;2-;276;102;122;71;63;88;242;314;306;340;435;442
01/08/19;ES32;2=;532;489;537;487;422;439;461;395;447;364;324;293
01/08/19;ES33;1-;235;109;83;50;77;125;415;1603;1988;1398;967;913
01/08/19;ES33;1=;876;874;1004;1017;829;852;985;934;898;799;521;331
01/08/19;ES33;2-;199;120;55;47;41;60;160;567;826;637;528;557
01/08/19;ES33;2=;617;647;931;1451;991;967;948;869;682;572;448;271
01/08/19;ES34;1-;155;139;133;0;0;193;213;299;388;422;403;489
01/08/19;ES34;1=;285;307;283;118;344;360;272;235;237;182;182;151
01/08/19;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/08/19;ES36;1-;444;218;153;118;161;516;1894;2179;1879;1548;1644;1668
01/08/19;ES36;1=;1811;2054;1940;1658;1733;1897;1606;1512;1362;966;956;853
01/08/19;ES36;2-;257;149;80;63;92;287;1609;2497;2154;1798;1835;1821
01/08/19;ES36;2=;1749;1952;2228;1855;1934;1902;1783;1713;1372;855;642;469
01/08/19;ES37;1-;268;124;75;75;105;298;1159;1568;1201;1174;1306;1449
01/08/19;ES37;1=;1440;1857;1793;1335;1446;1562;1391;1304;919;652;569;484
