FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
01/03/20;ES01;1-;1064;782;604;491;358;309;203;191;186;278;456;630
01/03/20;ES01;1=;848;826;622;1064;1359;1985;2247;1678;863;694;825;592
01/03/20;ES01;2-;796;655;551;399;385;338;221;229;329;533;901;1120
01/03/20;ES01;2=;1153;1018;802;859;1160;1108;998;920;647;505;1533;885
01/03/20;ES02;1-;829;719;606;550;496;428;430;442;283;435;596;776
01/03/20;ES02;1=;884;903;944;800;805;959;946;857;867;868;586;661
01/03/20;ES02;2-;838;774;605;539;439;380;387;412;391;484;686;858
01/03/20;ES02;2=;934;1087;1111;880;877;944;1031;984;960;845;695;631
01/03/20;ES03;1-;563;486;363;256;261;188;247;388;444;560;829;1215
01/03/20;ES03;1=;1289;1387;1483;944;898;1167;1405;1547;1397;1079;631;622
01/03/20;ES03;2-;400;364;251;195;154;138;140;155;281;292;408;576
01/03/20;ES03;2=;776;931;1144;712;596;728;1034;913;825;790;509;633
01/03/20;ES04;1-;420;399;313;233;187;143;178;177;205;230;494;646
01/03/20;ES04;1=;711;906;1011;671;537;782;1035;1232;1158;779;413;477
01/03/20;ES04;2-;270;185;140;134;106;109;99;116;138;195;289;448
01/03/20;ES04;2=;503;571;582;315;286;420;464;421;486;447;215;650
01/03/20;ES05;1-;1793;1775;1508;1295;1082;947;973;823;625;744;1019;1302
01/03/20;ES05;1=;1609;1748;1953;1678;1636;1751;1927;1847;1783;1737;1426;1895
01/03/20;ES05;2-;1005;843;647;491;450;458;688;665;721;812;1315;1723
01/03/20;ES05;2=;1864;2073;2074;1422;1516;1917;2286;2413;2269;1768;1170;1087
01/03/20;ES06;1-;156;101;73;52;51;80;95;149;169;323;412;493
01/03/20;ES06;1=;556;514;326;394;469;488;625;550;310;214;239;112
01/03/20;ES06;2-;138;99;75;69;65;68;71;132;163;227;382;502
01/03/20;ES06;2=;549;541;295;333;425;458;458;442;256;190;308;109
01/03/20;ES07;1-;1162;905;642;496;374;332;537;568;638;739;1091;1561
01/03/20;ES07;1=;1908;2078;2153;1487;1421;1783;1986;1919;1977;1490;1022;1302
01/03/20;ES07;2-;772;608;375;324;276;324;679;705;740;900;1347;1623
01/03/20;ES07;2=;1760;2011;1763;1175;1446;1792;2055;2019;1702;1348;840;802
01/03/20;ES08;1-;990;1215;810;930;1140;735;495;675;450;600;630;780
01/03/20;ES08;1=;1260;990;1350;1065;840;990;1080;750;825;720;795;705
01/03/20;ES08;2-;555;720;555;615;510;465;510;555;345;390;435;585
01/03/20;ES08;2=;645;675;615;480;705;735;750;480;525;555;435;450
01/03/20;ES09;1-;789;862;775;734;648;701;560;515;507;570;744;928
01/03/20;ES09;1=;798;935;967;930;793;840;739;669;664;688;620;549
01/03/20;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
01/03/20;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
01/03/20;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
01/03/20;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
01/03/20;ES10;2-;372;300;243;186;151;180;208;178;224;338;412;492
01/03/20;ES10;2=;550;590;588;490;482;550;577;569;530;440;307;349
01/03/20;ES11;1-;1062;0;715;466;294;190;281;709;948;1201;1547;2350
01/03/20;ES11;1=;2860;3026;3457;3067;1819;2114;2673;3290;3117;2961;2108;1373
01/03/20;ES11;2-;1576;0;884;591;396;303;287;582;741;1206;1312;1964
01/03/20;ES11;2=;2775;3501;4035;3810;2709;2626;3658;4208;3814;4082;2714;1722
01/03/20;ES12;1-;1535;1262;995;759;767;656;497;547;733;1103;1625;1816
