DIA,MES,ANO,HORA,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BARIOMETRICA,PRECIPITACIONES
13,10,2019,7,0.51,237.0,15.7,88,945,0.0
13,10,2019,8,0.53,263.0,15.6,90,945,0.0
13,10,2019,9,0.63,205.0,15.8,90,945,0.0
13,10,2019,10,0.65,23.0,16.7,82,946,0.0
13,10,2019,11,1.13,151.0,19.2,73,947,0.0
13,10,2019,12,1.3,161.0,20.8,66,947,0.0
13,10,2019,13,1.53,205.0,21.1,60,947,0.0
13,10,2019,14,1.54,186.0,22.5,52,947,0.0
13,10,2019,15,1.45,182.0,23.3,48,946,0.0
13,10,2019,16,1.53,161.0,23.6,47,945,0.0
13,10,2019,17,1.47,193.0,24.5,46,945,0.0
13,10,2019,18,1.26,209.0,23.7,48,944,0.0
13,10,2019,19,0.97,215.0,23.4,49,944,0.0
13,10,2019,20,0.53,234.0,22.1,53,944,0.0
13,10,2019,21,0.51,247.0,20.2,61,944,0.0
13,10,2019,22,0.6,306.0,20.1,60,944,0.0
13,10,2019,23,0.61,0.0,19.2,63,944,0.0
13,10,2019,24,0.6,299.0,18.3,66,944,0.0
13,10,2020,1,0.51,93.0,11.9,56,951,0.0
13,10,2020,2,0.52,203.0,11.4,56,950,0.0
13,10,2020,3,0.51,230.0,10.8,59,950,0.0
13,10,2020,4,0.62,45.0,10.2,60,949,0.0
13,10,2020,5,0.58,25.0,9.4,62,949,0.0
13,10,2020,6,0.6,30.0,9.2,63,949,0.0
13,10,2020,7,0.54,240.0,8.9,67,948,0.0
13,10,2020,8,0.52,231.0,8.9,68,948,0.0
13,10,2020,9,0.67,79.0,9.2,65,948,0.0
13,10,2020,10,0.73,102.0,10.3,59,948,0.0
13,10,2020,11,0.81,94.0,13.7,50,948,0.0
13,10,2020,12,1.06,67.0,17.5,44,947,0.0
13,10,2020,13,1.42,44.0,20.5,43,947,0.0
13,10,2020,14,1.53,281.0,22.4,41,946,0.0
13,10,2020,15,1.23,270.0,22.2,41,946,0.0
13,10,2020,16,1.3,220.0,23.0,37,944,0.0
13,10,2020,17,1.73,223.0,23.7,34,943,0.0
13,10,2020,18,1.3,219.0,22.9,35,943,0.0
13,10,2020,19,1.46,222.0,22.1,36,942,0.0
13,10,2020,20,0.97,208.0,20.9,40,942,0.0
13,10,2020,21,0.76,223.0,19.6,44,942,0.0
13,10,2020,22,0.7,228.0,18.5,44,942,0.0
13,10,2020,23,0.78,224.0,17.5,46,942,0.0
13,10,2020,24,1.77,308.0,16.8,47,942,0.0
13,11,2019,1,1.53,226.0,9.5,86,938,0.1
13,11,2019,2,2.0,230.0,10.0,89,938,0.1
13,11,2019,3,1.98,225.0,9.9,94,937,1.2
13,11,2019,4,2.05,235.0,10.2,94,936,0.0
13,11,2019,5,2.81,226.0,10.5,92,935,0.0
13,11,2019,6,2.68,233.0,10.5,92,935,0.1
13,11,2019,7,1.99,234.0,10.5,95,936,2.8
13,11,2019,8,2.23,236.0,10.7,96,936,0.2
13,11,2019,9,1.9,237.0,11.1,94,936,0.0
13,11,2019,10,1.29,240.0,12.4,89,938,0.0
13,11,2019,11,1.48,292.0,14.5,70,939,0.0
13,11,2019,12,1.9,78.0,14.7,58,941,0.0
13,11,2019,13,1.63,83.0,16.0,47,941,0.0
13,11,2019,14,1.56,88.0,16.8,43,941,0.0
13,11,2019,15,1.03,146.0,18.0,40,941,0.0
13,11,2019,16,1.21,125.0,18.8,39,941,0.0
13,11,2019,17,1.26,247.0,17.2,41,941,0.0
13,11,2019,18,0.76,262.0,15.2,48,941,0.0
13,11,2019,19,0.62,234.0,14.1,54,942,0.0
13,11,2019,20,0.53,258.0,13.4,58,941,0.0
13,11,2019,21,0.52,237.0,11.4,69,941,0.0
13,11,2019,22,0.52,234.0,10.5,74,940,0.0
13,11,2019,23,0.51,237.0,9.7,78,940,0.0
13,11,2019,24,0.53,223.0,9.9,80,939,0.0
13,11,2020,1,0.53,78.0,10.7,85,950,0.0
13,11,2020,2,0.55,60.0,10.6,86,950,0.0
13,11,2020,3,0.54,20.0,10.1,87,950,0.0
13,11,2020,4,0.56,31.0,9.6,87,949,0.0
13,11,2020,5,0.61,77.0,8.8,88,949,0.0
13,11,2020,6,0.51,27.0,9.1,87,950,0.0
13,11,2020,7,0.53,18.0,9.2,85,950,0.0
13,11,2020,8,0.52,221.0,9.1,85,950,0.0
13,11,2020,9,0.53,19.0,9.3,83,950,0.0
13,11,2020,10,0.66,36.0,10.5,78,951,0.0
13,11,2020,11,0.74,61.0,11.9,72,951,0.0
13,11,2020,12,1.27,69.0,13.7,66,951,0.0
13,11,2020,13,1.2,68.0,14.7,64,951,0.0
13,11,2020,14,1.05,63.0,16.2,59,950,0.0
13,11,2020,15,0.99,90.0,17.6,53,950,0.0
13,11,2020,16,0.84,157.0,17.8,51,949,0.0
13,11,2020,17,0.68,191.0,16.4,56,949,0.0
13,11,2020,18,0.55,176.0,15.4,61,949,0.0
13,11,2020,19,0.55,223.0,14.5,66,950,0.0
13,11,2020,20,0.56,222.0,13.9,69,950,0.0
13,11,2020,21,0.57,31.0,13.5,72,950,0.0
13,11,2020,22,0.65,69.0,12.7,76,950,0.0
13,11,2020,23,0.56,25.0,12.6,77,950,0.0
13,11,2020,24,0.55,24.0,11.8,80,951,0.0
13,12,2019,1,2.2,,10.0,93,942,0.1
13,12,2019,2,2.25,,10.4,92,942,0.0
13,12,2019,3,2.22,,10.8,91,942,0.0
13,12,2019,4,2.52,,11.0,90,942,0.0
13,12,2019,5,1.97,,11.5,85,942,0.0
13,12,2019,6,1.56,,11.7,81,942,0.0
13,12,2019,7,2.54,,11.7,77,942,0.0
13,12,2019,8,2.43,,11.6,75,942,0.0
13,12,2019,9,1.97,,11.3,72,944,0.0
13,12,2019,10,2.1,,12.1,65,944,0.0
13,12,2019,11,2.09,,13.4,62,945,0.0
13,12,2019,12,2.38,,12.4,77,945,0.0
13,12,2019,13,2.92,,12.4,79,945,0.0
13,12,2019,14,2.81,,13.0,76,945,0.0
13,12,2019,15,2.37,,13.7,71,945,0.0
13,12,2019,16,2.06,,15.0,62,945,0.0
13,12,2019,17,2.3,,15.0,61,946,0.0
13,12,2019,18,2.28,,14.4,62,946,0.0
13,12,2019,19,2.77,,14.0,59,946,0.0
13,12,2019,20,2.32,,13.7,56,946,0.0
13,12,2019,21,1.41,,12.7,64,947,0.0
13,12,2019,22,1.49,,11.5,74,947,0.0
13,12,2019,23,1.34,,10.2,87,947,0.0
13,12,2019,24,1.41,,9.8,88,947,0.0
13,12,2020,1,0.96,203.0,10.8,60,946,0.0
13,12,2020,2,0.57,143.0,8.8,69,946,0.0
13,12,2020,3,0.52,212.0,7.4,77,946,0.0
13,12,2020,4,0.53,197.0,6.5,83,946,0.0
13,12,2020,5,0.54,198.0,6.0,88,946,0.0
13,12,2020,6,0.53,237.0,5.5,91,946,0.0
13,12,2020,7,0.53,67.0,5.5,92,946,0.0
13,12,2020,8,0.55,68.0,5.4,90,946,0.0
13,12,2020,9,0.7,67.0,4.7,87,946,0.0
13,12,2020,10,0.58,73.0,6.9,80,946,0.0
13,12,2020,11,0.79,86.0,9.5,72,947,0.0
13,12,2020,12,0.96,51.0,11.1,67,947,0.0
13,12,2020,13,1.15,75.0,11.1,69,946,0.0
13,12,2020,14,1.31,139.0,12.2,68,946,0.0
13,12,2020,15,1.51,139.0,12.6,70,945,0.0
13,12,2020,16,1.4,208.0,12.4,71,945,0.0
13,12,2020,17,0.85,184.0,10.9,77,944,0.0
13,12,2020,18,0.69,186.0,10.4,80,944,0.0
13,12,2020,19,0.68,190.0,10.6,82,944,0.0
13,12,2020,20,0.6,192.0,10.7,83,944,0.0
13,12,2020,21,0.58,139.0,11.0,83,944,0.0
13,12,2020,22,0.72,72.0,10.8,82,944,0.0
13,12,2020,23,0.79,291.0,10.6,83,944,0.0
13,12,2020,24,0.64,272.0,10.6,83,944,0.0
14,1,2019,1,0.78,73.0,2.6,76,954,0.0
14,1,2019,2,0.78,69.0,2.1,77,954,0.0
14,1,2019,3,0.54,54.0,1.4,80,954,0.0
14,1,2019,4,0.6,53.0,0.9,80,954,0.0
14,1,2019,5,0.67,47.0,0.6,81,953,0.0
14,1,2019,6,0.64,77.0,0.6,81,953,0.0
14,1,2019,7,0.7,83.0,-0.1,83,953,0.0
14,1,2019,8,0.52,233.0,0.0,84,953,0.0
14,1,2019,9,0.65,343.0,0.0,82,953,0.0
14,1,2019,10,0.69,32.0,0.9,79,953,0.0
14,1,2019,11,0.63,67.0,6.0,61,953,0.0
14,1,2019,12,0.71,59.0,9.1,53,953,0.0
14,1,2019,13,0.99,68.0,10.6,49,952,0.0
14,1,2019,14,1.2,70.0,11.4,48,951,0.0
14,1,2019,15,1.04,116.0,14.0,42,951,0.0
14,1,2019,16,0.95,90.0,14.9,40,950,0.0
14,1,2019,17,0.81,70.0,15.9,38,950,0.0
14,1,2019,18,0.55,263.0,15.5,40,950,0.0
14,1,2019,19,0.5,237.0,10.7,55,950,0.0
14,1,2019,20,0.57,35.0,9.6,60,950,0.0
14,1,2019,21,0.73,78.0,8.1,66,950,0.0
14,1,2019,22,0.79,88.0,6.6,71,950,0.0
14,1,2019,23,0.77,53.0,5.2,75,950,0.0
14,1,2019,24,0.87,74.0,3.9,80,950,0.0
14,1,2020,1,0.63,,1.1,84,953,0.0
14,1,2020,2,0.59,,0.6,86,952,0.0
14,1,2020,3,0.71,,0.1,85,952,0.0
14,1,2020,4,0.62,,-0.6,87,952,0.0
14,1,2020,5,0.6,,-0.8,87,952,0.0
14,1,2020,6,0.61,,-1.0,86,951,0.0
14,1,2020,7,0.56,,-1.2,86,951,0.0
14,1,2020,8,0.61,,-1.6,86,952,0.0
14,1,2020,9,0.64,,-1.6,86,952,0.0
14,1,2020,10,0.64,,-0.6,83,952,0.0
14,1,2020,11,0.64,,3.4,69,953,0.0
14,1,2020,12,0.96,,5.5,65,953,0.0
14,1,2020,13,1.01,,7.0,62,953,0.0
14,1,2020,14,1.14,,7.8,61,952,0.0
14,1,2020,15,1.17,,9.6,57,951,0.0
14,1,2020,16,1.55,,9.7,59,950,0.0
14,1,2020,17,1.34,,10.6,56,950,0.0
14,1,2020,18,1.12,,9.2,61,950,0.0
14,1,2020,19,0.54,,7.2,70,951,0.0
14,1,2020,20,0.54,,7.6,70,951,0.0
14,1,2020,21,0.75,,7.0,71,951,0.0
14,1,2020,22,0.7,,6.4,73,951,0.0
14,1,2020,23,0.63,,6.3,73,952,0.0
14,1,2020,24,0.67,,6.2,73,952,0.0
14,1,2021,1,0.74,74.0,-2.7,86,957,0.0
14,1,2021,2,0.71,71.0,-3.2,87,957,0.0
14,1,2021,3,0.76,72.0,-3.9,88,957,0.0
14,1,2021,4,0.78,46.0,-4.1,88,956,0.0
14,1,2021,5,0.72,77.0,-4.7,88,956,0.0
14,1,2021,6,0.61,69.0,-5.1,88,956,0.0
14,1,2021,7,0.7,70.0,-5.3,87,956,0.0
14,1,2021,8,0.76,72.0,-5.7,88,956,0.0
14,1,2021,9,0.68,55.0,-5.9,87,956,0.0
14,1,2021,10,0.75,64.0,-5.0,83,956,0.0
14,1,2021,11,0.69,75.0,-1.1,70,956,0.0
14,1,2021,12,0.75,73.0,2.7,59,956,0.0
14,1,2021,13,0.81,104.0,5.2,51,956,0.0
14,1,2021,14,1.03,77.0,5.1,51,955,0.0
14,1,2021,15,1.03,62.0,6.1,48,954,0.0
14,1,2021,16,0.99,122.0,7.4,46,954,0.0
14,1,2021,17,0.99,100.0,6.0,50,954,0.0
14,1,2021,18,0.87,85.0,4.9,53,954,0.0
14,1,2021,19,0.58,250.0,1.7,67,955,0.0
14,1,2021,20,0.56,236.0,0.0,74,955,0.0
14,1,2021,21,0.55,222.0,-0.4,76,955,0.0
14,1,2021,22,0.57,22.0,-0.6,78,956,0.0
14,1,2021,23,0.62,30.0,-1.2,83,956,0.0
14,1,2021,24,0.57,68.0,-1.0,84,956,0.0
14,2,2019,1,0.68,67.0,6.6,65,959,0.0
14,2,2019,2,0.66,12.0,5.8,65,959,0.0
14,2,2019,3,0.78,32.0,4.1,71,959,0.0
14,2,2019,4,0.68,73.0,3.7,72,959,0.0
14,2,2019,5,0.6,22.0,3.4,73,959,0.0
14,2,2019,6,0.6,62.0,3.2,74,959,0.0
14,2,2019,7,0.55,13.0,2.8,75,960,0.0
14,2,2019,8,0.53,339.0,2.8,74,960,0.0
14,2,2019,9,0.54,318.0,2.9,73,960,0.0
14,2,2019,10,0.91,59.0,5.4,64,961,0.0
14,2,2019,11,1.2,160.0,8.4,55,961,0.0
14,2,2019,12,1.51,71.0,9.3,47,961,0.0
14,2,2019,13,1.85,91.0,10.4,44,960,0.0
14,2,2019,14,1.81,161.0,11.5,42,959,0.0
14,2,2019,15,1.44,307.0,13.0,42,958,0.0
14,2,2019,16,1.21,97.0,13.9,41,958,0.0
14,2,2019,17,1.07,196.0,15.6,38,957,0.0
14,2,2019,18,0.99,144.0,15.0,39,957,0.0
14,2,2019,19,0.75,186.0,13.8,42,957,0.0
14,2,2019,20,0.72,307.0,12.0,48,957,0.0
14,2,2019,21,0.69,33.0,10.9,49,957,0.0
14,2,2019,22,0.67,78.0,9.0,54,957,0.0
14,2,2019,23,0.66,12.0,8.0,57,958,0.0
14,2,2019,24,0.65,28.0,6.6,61,958,0.0
14,2,2020,1,0.54,263.0,8.6,92,955,0.0
14,2,2020,2,0.63,89.0,8.1,93,955,0.0
14,2,2020,3,0.61,78.0,7.5,93,954,0.0
14,2,2020,4,0.99,73.0,7.2,95,955,0.0
14,2,2020,5,1.34,77.0,7.2,99,954,0.0
14,2,2020,6,1.03,83.0,7.4,99,954,0.0
14,2,2020,7,1.29,70.0,7.5,97,955,0.0
14,2,2020,8,1.07,175.0,8.0,94,955,0.0
14,2,2020,9,1.41,67.0,7.9,92,955,0.0
14,2,2020,10,1.11,82.0,8.0,91,956,0.0
14,2,2020,11,1.2,67.0,8.3,89,956,0.0
14,2,2020,12,1.16,79.0,9.0,85,956,0.0
14,2,2020,13,1.23,140.0,10.6,77,956,0.0
14,2,2020,14,1.29,106.0,13.0,67,955,0.0
14,2,2020,15,1.4,156.0,13.7,66,954,0.0
14,2,2020,16,1.25,146.0,14.3,63,954,0.0
14,2,2020,17,1.06,185.0,15.4,59,954,0.0
14,2,2020,18,0.84,132.0,15.0,60,953,0.0
14,2,2020,19,0.72,209.0,13.6,65,953,0.0
14,2,2020,20,0.55,248.0,12.1,72,954,0.0
14,2,2020,21,0.53,205.0,10.9,80,954,0.0
14,2,2020,22,0.53,216.0,10.2,85,954,0.0
14,2,2020,23,0.63,279.0,9.7,85,955,0.0
14,2,2020,24,0.69,71.0,9.0,87,955,0.0
14,2,2021,1,0.54,31.0,8.3,79,956,0.0
14,2,2021,2,0.69,9.0,7.7,80,956,0.0
14,2,2021,3,0.69,65.0,6.5,83,956,0.0
14,2,2021,4,0.83,69.0,5.9,84,956,0.0
14,2,2021,5,0.67,19.0,5.5,86,956,0.0
14,2,2021,6,0.65,70.0,4.9,87,956,0.0
14,2,2021,7,0.57,22.0,4.7,87,956,0.0
14,2,2021,8,0.75,56.0,4.2,88,957,0.0
14,2,2021,9,0.69,48.0,3.9,88,957,0.0
14,2,2021,10,0.73,52.0,6.6,79,958,0.0
14,2,2021,11,1.02,60.0,10.1,66,958,0.0
14,2,2021,12,1.23,92.0,12.0,61,958,0.0
14,2,2021,13,1.06,61.0,14.5,53,958,0.0
14,2,2021,14,1.41,70.0,14.7,53,958,0.0
14,2,2021,15,1.33,125.0,16.0,51,958,0.0
14,2,2021,16,1.25,74.0,16.6,48,957,0.0
14,2,2021,17,1.25,98.0,17.0,45,957,0.0
14,2,2021,18,1.01,112.0,15.8,47,957,0.0
14,2,2021,19,0.76,140.0,14.8,50,957,0.0
14,2,2021,20,0.52,254.0,13.6,55,958,0.0
14,2,2021,21,0.57,239.0,12.1,62,958,0.0
14,2,2021,22,0.63,9.0,11.5,67,959,0.0
14,2,2021,23,0.65,76.0,10.0,75,959,0.0
14,2,2021,24,0.59,54.0,9.9,75,960,0.0
14,3,2019,1,1.34,192.0,8.5,47,958,0.0
14,3,2019,2,1.23,67.0,8.1,47,958,0.0
14,3,2019,3,1.32,83.0,7.5,49,959,0.0
14,3,2019,4,1.11,70.0,6.9,51,958,0.0
14,3,2019,5,0.75,73.0,5.0,61,958,0.0
14,3,2019,6,0.65,32.0,3.7,66,958,0.0
14,3,2019,7,0.77,354.0,3.3,67,958,0.0
14,3,2019,8,0.65,36.0,3.3,68,958,0.0
14,3,2019,9,0.57,330.0,6.2,59,959,0.0
14,3,2019,10,0.85,154.0,10.3,44,959,0.0
14,3,2019,11,1.04,112.0,11.6,40,959,0.0
14,3,2019,12,1.21,186.0,12.9,36,959,0.0
14,3,2019,13,1.2,263.0,14.4,34,958,0.0
14,3,2019,14,1.32,132.0,15.2,32,958,0.0
14,3,2019,15,1.51,223.0,16.6,28,957,0.0
14,3,2019,16,1.31,170.0,17.8,25,956,0.0
14,3,2019,17,1.34,209.0,19.0,23,955,0.0
14,3,2019,18,1.4,233.0,19.3,24,955,0.0
14,3,2019,19,1.36,212.0,18.1,26,955,0.0
14,3,2019,20,0.9,198.0,16.1,31,955,0.0
14,3,2019,21,0.98,208.0,14.5,35,956,0.0
14,3,2019,22,0.64,97.0,13.1,39,956,0.0
14,3,2019,23,0.66,28.0,12.4,40,956,0.0
14,3,2019,24,0.62,292.0,10.4,47,957,0.0
14,3,2020,1,1.36,60.0,15.5,58,947,0.0
14,3,2020,2,0.8,66.0,14.5,61,947,0.0
14,3,2020,3,0.64,95.0,13.1,66,948,0.0
14,3,2020,4,1.32,61.0,12.8,67,947,0.0
14,3,2020,5,0.78,80.0,12.2,69,947,0.0
14,3,2020,6,0.8,68.0,11.9,70,948,0.0
14,3,2020,7,0.91,69.0,11.5,71,948,0.0
14,3,2020,8,0.55,10.0,10.2,76,949,0.0
14,3,2020,9,0.62,31.0,11.7,71,949,0.0
14,3,2020,10,0.75,39.0,15.0,58,950,0.0
14,3,2020,11,1.0,68.0,16.9,52,950,0.0
14,3,2020,12,1.23,63.0,17.5,52,950,0.0
14,3,2020,13,1.32,36.0,19.1,48,949,0.0
14,3,2020,14,1.33,91.0,20.2,45,948,0.0
14,3,2020,15,1.21,71.0,21.5,42,948,0.0
14,3,2020,16,1.09,145.0,23.0,38,947,0.0
14,3,2020,17,1.22,34.0,23.2,36,946,0.0
14,3,2020,18,1.21,190.0,22.9,34,946,0.0
14,3,2020,19,0.76,162.0,21.7,36,946,0.0
14,3,2020,20,0.52,199.0,19.4,43,946,0.0
14,3,2020,21,0.5,235.0,17.2,51,947,0.0
14,3,2020,22,0.5,75.0,16.1,56,947,0.0
14,3,2020,23,0.65,31.0,15.7,55,947,0.0
14,3,2020,24,0.71,40.0,14.6,58,947,0.0
14,3,2021,1,1.23,257.0,9.7,57,953,0.0
14,3,2021,2,0.76,55.0,9.0,61,953,0.0
14,3,2021,3,0.63,42.0,7.8,65,953,0.0
14,3,2021,4,0.7,52.0,6.6,68,953,0.0
14,3,2021,5,0.79,68.0,5.7,70,953,0.0
14,3,2021,6,0.76,24.0,5.1,71,953,0.0
14,3,2021,7,0.69,19.0,4.3,73,953,0.0
14,3,2021,8,0.62,97.0,4.7,72,953,0.0
14,3,2021,9,0.8,59.0,6.2,67,954,0.0
14,3,2021,10,0.67,97.0,10.5,54,955,0.0
14,3,2021,11,1.06,72.0,12.8,48,955,0.0
14,3,2021,12,1.04,88.0,13.9,44,955,0.0
14,3,2021,13,1.06,5.0,15.5,39,955,0.0
14,3,2021,14,1.37,42.0,15.6,38,954,0.0
14,3,2021,15,1.41,67.0,16.8,36,954,0.0
14,3,2021,16,1.53,79.0,16.8,39,953,0.0
14,3,2021,17,1.62,69.0,16.1,39,953,0.0
14,3,2021,18,1.51,78.0,16.5,38,953,0.0
14,3,2021,19,1.89,75.0,15.1,39,953,0.0
14,3,2021,20,1.32,67.0,14.2,41,953,0.0
14,3,2021,21,1.56,64.0,13.5,43,954,0.0
14,3,2021,22,0.77,253.0,12.5,47,954,0.0
14,3,2021,23,0.78,69.0,11.7,50,954,0.0
14,3,2021,24,1.77,65.0,10.8,51,955,0.0
14,4,2019,1,0.66,246.0,14.8,37,947,0.0
14,4,2019,2,0.79,254.0,14.5,38,947,0.0
14,4,2019,3,0.71,67.0,14.1,40,947,0.0
14,4,2019,4,0.78,65.0,13.8,45,947,0.0
14,4,2019,5,0.68,306.0,13.5,49,947,0.0
14,4,2019,6,0.52,246.0,12.1,57,947,0.0
14,4,2019,7,0.52,225.0,11.2,61,946,0.0
14,4,2019,8,0.59,239.0,10.7,63,947,0.0
14,4,2019,9,0.6,247.0,11.7,59,947,0.0
14,4,2019,10,0.68,97.0,14.0,55,947,0.0
14,4,2019,11,0.96,98.0,16.2,52,947,0.0
14,4,2019,12,1.21,89.0,17.6,52,947,0.0
14,4,2019,13,1.12,96.0,20.1,47,947,0.0
14,4,2019,14,1.48,234.0,21.2,42,947,0.0
14,4,2019,15,1.73,218.0,22.4,39,946,0.0
14,4,2019,16,1.95,211.0,22.9,35,946,0.0
14,4,2019,17,1.6,224.0,23.9,33,945,0.0
14,4,2019,18,1.46,242.0,25.0,32,944,0.0
14,4,2019,19,1.78,211.0,24.6,34,944,0.0
14,4,2019,20,1.69,224.0,23.2,38,944,0.0
14,4,2019,21,1.4,207.0,21.5,45,944,0.0
14,4,2019,22,1.06,205.0,20.1,50,945,0.0
14,4,2019,23,0.71,175.0,18.8,52,945,0.0
14,4,2019,24,0.63,223.0,18.0,60,945,0.0
14,4,2020,1,0.74,320.0,13.6,70,940,0.0
14,4,2020,2,0.7,25.0,13.1,71,940,0.0
14,4,2020,3,0.65,72.0,12.4,75,940,0.0
14,4,2020,4,0.68,302.0,11.9,76,940,0.0
14,4,2020,5,0.6,64.0,12.1,75,940,0.0
14,4,2020,6,0.59,62.0,12.4,74,940,0.0
14,4,2020,7,1.14,60.0,12.5,73,940,0.0
14,4,2020,8,1.23,69.0,12.3,74,940,0.0
14,4,2020,9,1.39,73.0,12.2,76,941,0.0
14,4,2020,10,1.71,64.0,12.5,76,941,0.0
14,4,2020,11,1.55,76.0,13.0,77,942,0.0
14,4,2020,12,1.36,69.0,13.5,77,942,0.0
14,4,2020,13,1.25,89.0,14.0,77,942,0.0
14,4,2020,14,1.47,64.0,16.4,66,942,0.0
14,4,2020,15,1.76,64.0,16.9,62,941,0.0
14,4,2020,16,1.22,63.0,17.0,64,941,0.0
14,4,2020,17,1.05,70.0,17.5,63,940,0.1
14,4,2020,18,1.27,62.0,15.5,71,940,2.0
14,4,2020,19,1.03,67.0,15.2,71,940,0.0
14,4,2020,20,1.15,67.0,15.6,66,940,0.0
14,4,2020,21,1.25,60.0,15.2,67,940,0.0
14,4,2020,22,1.26,60.0,14.6,75,941,0.0
14,4,2020,23,1.08,57.0,14.3,75,941,0.0
14,4,2020,24,0.88,63.0,14.1,75,942,0.0
14,4,2021,1,0.75,77.0,12.8,66,949,0.0
14,4,2021,2,0.61,64.0,12.7,67,949,0.0
14,4,2021,3,0.63,77.0,12.3,69,948,0.0
14,4,2021,4,0.62,287.0,12.0,72,948,0.0
14,4,2021,5,0.63,262.0,11.6,75,948,0.0
14,4,2021,6,0.6,68.0,11.7,74,947,0.0
14,4,2021,7,0.96,59.0,11.9,73,947,0.0
14,4,2021,8,0.94,73.0,11.6,75,947,0.0
14,4,2021,9,1.2,66.0,11.6,77,947,0.0
14,4,2021,10,0.84,67.0,12.7,74,947,0.0
14,4,2021,11,1.08,62.0,14.6,67,947,0.0
14,4,2021,12,1.54,76.0,16.8,60,947,0.0
14,4,2021,13,1.45,77.0,17.9,58,946,0.0
14,4,2021,14,1.36,83.0,18.9,54,946,0.0
14,4,2021,15,1.27,71.0,20.8,49,945,0.0
14,4,2021,16,1.43,63.0,21.0,47,945,0.0
14,4,2021,17,1.53,92.0,20.0,52,944,0.0
14,4,2021,18,1.45,116.0,20.2,52,943,0.0
14,4,2021,19,1.57,74.0,19.9,51,943,0.0
14,4,2021,20,1.81,95.0,18.9,52,943,0.0
14,4,2021,21,1.24,82.0,17.7,53,943,0.0
14,4,2021,22,0.92,82.0,16.8,57,944,0.0
14,4,2021,23,1.85,67.0,15.8,66,945,0.0
14,4,2021,24,1.79,61.0,14.9,72,945,0.0
14,5,2019,1,1.42,78.0,21.3,19,948,0.0
14,5,2019,2,2.08,59.0,19.3,24,948,0.0
14,5,2019,3,1.2,78.0,17.8,32,949,0.0
14,5,2019,4,1.27,62.0,16.8,28,949,0.0
14,5,2019,5,1.4,68.0,16.3,26,948,0.0
14,5,2019,6,1.21,71.0,15.6,28,948,0.0
14,5,2019,7,0.76,312.0,14.8,32,948,0.0
14,5,2019,8,0.59,306.0,13.8,37,949,0.0
14,5,2019,9,1.01,90.0,16.8,30,949,0.0
14,5,2019,10,1.05,78.0,18.7,26,949,0.0
14,5,2019,11,1.4,77.0,19.8,24,948,0.0
14,5,2019,12,1.64,88.0,20.8,24,948,0.0
14,5,2019,13,1.49,127.0,22.1,24,948,0.0
14,5,2019,14,1.27,74.0,24.5,23,947,0.0
14,5,2019,15,1.05,203.0,26.8,22,946,0.0
14,5,2019,16,1.16,267.0,28.1,20,945,0.0
14,5,2019,17,1.15,249.0,29.2,19,945,0.0
14,5,2019,18,1.06,299.0,30.4,18,944,0.0
14,5,2019,19,0.95,237.0,30.9,18,944,0.0
14,5,2019,20,0.8,213.0,29.6,19,943,0.0
14,5,2019,21,0.68,278.0,27.6,22,943,0.0
14,5,2019,22,0.51,234.0,25.3,27,943,0.0
14,5,2019,23,0.5,230.0,23.3,31,943,0.0
14,5,2019,24,0.52,243.0,22.8,32,943,0.0
14,5,2020,1,0.52,121.0,14.5,69,935,0.0
14,5,2020,2,0.54,19.0,13.6,75,935,0.0
14,5,2020,3,0.65,285.0,13.4,75,934,0.0
14,5,2020,4,0.6,29.0,12.9,77,934,0.0
14,5,2020,5,0.6,242.0,12.9,81,934,0.2
14,5,2020,6,1.01,238.0,12.2,89,934,0.2
14,5,2020,7,1.27,223.0,10.7,91,934,0.8
14,5,2020,8,0.96,170.0,10.2,93,935,1.0
14,5,2020,9,1.02,209.0,10.1,95,935,0.9
14,5,2020,10,0.69,208.0,10.4,90,936,0.9
14,5,2020,11,0.76,229.0,10.6,86,936,0.9
14,5,2020,12,0.68,36.0,10.8,86,936,1.0
14,5,2020,13,0.89,203.0,11.4,84,937,0.3
14,5,2020,14,1.04,195.0,12.0,82,937,0.0
14,5,2020,15,1.32,198.0,13.5,71,936,0.0
14,5,2020,16,1.38,198.0,15.6,59,936,0.0
14,5,2020,17,1.39,217.0,15.7,53,936,0.0
14,5,2020,18,1.06,196.0,16.2,50,936,0.0
14,5,2020,19,1.04,193.0,15.7,53,937,0.0
14,5,2020,20,0.88,210.0,15.4,56,937,0.0
14,5,2020,21,0.8,186.0,15.0,59,938,0.0
14,5,2020,22,0.73,99.0,14.4,64,938,0.1
14,5,2020,23,0.66,180.0,14.2,68,939,0.0
14,5,2020,24,0.96,187.0,13.7,71,940,0.0
14,5,2021,1,1.22,205.0,14.3,58,945,0.0
14,5,2021,2,1.21,233.0,14.0,52,944,0.0
14,5,2021,3,0.97,224.0,13.5,54,944,0.0
14,5,2021,4,0.8,193.0,12.9,60,944,0.0
14,5,2021,5,1.13,205.0,12.0,66,944,0.0
14,5,2021,6,0.83,244.0,11.8,68,944,0.0
14,5,2021,7,0.79,81.0,12.0,67,945,0.0
14,5,2021,8,0.78,122.0,11.9,67,945,0.0
14,5,2021,9,0.84,227.0,12.8,62,946,0.0
