DIA,MES,ANO,HORA,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BARIOMETRICA,PRECIPITACIONES
6,7,2020,24,2.2,78.0,30.5,32,946,0.0
6,7,2021,1,1.0,218.0,26.0,34,943,0.0
6,7,2021,2,0.63,198.0,24.6,40,943,0.0
6,7,2021,3,0.56,171.0,22.9,47,943,0.0
6,7,2021,4,1.02,175.0,22.3,50,942,0.0
6,7,2021,5,0.9,184.0,21.3,51,942,0.0
6,7,2021,6,0.78,199.0,20.8,53,942,0.0
6,7,2021,7,0.83,148.0,19.4,59,942,0.0
6,7,2021,8,0.81,183.0,19.5,60,943,0.0
6,7,2021,9,1.0,179.0,19.5,62,943,0.0
6,7,2021,10,1.0,167.0,19.8,62,944,0.0
6,7,2021,11,1.11,214.0,20.4,61,944,0.0
6,7,2021,12,1.0,203.0,21.3,59,944,0.0
6,7,2021,13,1.07,215.0,21.5,60,945,0.0
6,7,2021,14,0.99,223.0,21.5,63,945,0.0
6,7,2021,15,1.01,218.0,20.9,66,945,0.0
6,7,2021,16,1.02,228.0,20.4,71,945,0.2
6,7,2021,17,0.94,203.0,19.8,72,945,0.1
6,7,2021,18,0.92,234.0,21.0,64,945,0.0
6,7,2021,19,1.05,213.0,21.5,56,945,0.1
6,7,2021,20,1.1,214.0,20.1,59,945,0.0
6,7,2021,21,1.15,199.0,20.2,61,945,0.0
6,7,2021,22,1.14,205.0,20.0,55,945,0.0
6,7,2021,23,0.9,216.0,19.6,51,945,0.0
6,7,2021,24,0.77,214.0,19.1,49,946,0.0
6,8,2019,1,1.1,231.0,28.6,18,943,0.0
6,8,2019,2,0.78,234.0,27.7,19,943,0.0
6,8,2019,3,0.69,212.0,26.4,24,943,0.0
6,8,2019,4,0.73,223.0,25.1,30,943,0.0
6,8,2019,5,0.67,67.0,25.5,31,943,0.0
6,8,2019,6,0.55,216.0,23.1,36,944,0.0
6,8,2019,7,0.61,345.0,23.1,34,943,0.0
6,8,2019,8,0.74,62.0,22.4,35,944,0.0
6,8,2019,9,0.7,308.0,24.4,30,944,0.0
6,8,2019,10,0.72,104.0,28.5,22,945,0.0
6,8,2019,11,1.1,139.0,29.8,21,944,0.0
6,8,2019,12,1.66,160.0,31.2,23,944,0.0
6,8,2019,13,1.88,213.0,32.1,21,944,0.0
6,8,2019,14,1.95,199.0,33.1,18,944,0.0
6,8,2019,15,1.96,206.0,33.8,16,943,0.0
6,8,2019,16,2.06,199.0,35.0,14,943,0.0
6,8,2019,17,2.41,213.0,35.3,14,942,0.0
6,8,2019,18,2.22,211.0,35.7,13,941,0.0
6,8,2019,19,2.0,205.0,35.3,15,941,0.0
6,8,2019,20,1.93,249.0,34.2,17,941,0.0
6,8,2019,21,1.51,220.0,32.9,20,941,0.0
6,8,2019,22,1.59,205.0,31.6,22,941,0.0
6,8,2019,23,1.41,223.0,30.4,23,941,0.0
6,8,2019,24,1.32,233.0,29.4,24,942,0.0
6,8,2020,1,0.62,82.0,27.5,32,943,0.0
6,8,2020,2,0.68,4.0,26.8,31,943,0.0
6,8,2020,3,0.63,52.0,25.8,34,943,0.0
6,8,2020,4,1.76,62.0,26.6,36,944,0.0
6,8,2020,5,1.2,69.0,25.7,51,944,0.0
6,8,2020,6,1.57,76.0,25.4,53,945,0.0
6,8,2020,7,1.57,60.0,25.4,42,945,0.0
6,8,2020,8,1.68,69.0,24.9,41,945,0.0
6,8,2020,9,1.44,69.0,25.0,45,946,0.0
6,8,2020,10,1.71,72.0,26.4,50,946,0.0
6,8,2020,11,1.54,63.0,27.7,48,946,0.0
6,8,2020,12,1.45,67.0,29.0,45,946,0.0
6,8,2020,13,1.64,59.0,30.8,40,946,0.0
6,8,2020,14,1.4,84.0,32.7,35,946,0.0
6,8,2020,15,1.4,82.0,34.8,29,945,0.0
6,8,2020,16,1.57,118.0,36.0,26,945,0.0
6,8,2020,17,1.45,83.0,37.2,23,944,0.0
6,8,2020,18,1.45,100.0,38.0,21,944,0.0
6,8,2020,19,1.33,91.0,38.1,21,944,0.0
6,8,2020,20,1.23,26.0,37.2,22,943,0.0
6,8,2020,21,1.0,57.0,36.1,23,943,0.0
6,8,2020,22,0.57,102.0,34.4,26,944,0.0
6,8,2020,23,0.51,243.0,32.3,30,944,0.0
6,8,2020,24,0.54,214.0,31.3,30,945,0.0
6,8,2021,1,0.86,274.0,27.6,29,943,0.0
6,8,2021,2,0.69,244.0,26.6,32,943,0.0
6,8,2021,3,0.53,213.0,24.8,39,943,0.0
6,8,2021,4,0.52,222.0,22.6,46,942,0.0
6,8,2021,5,0.52,219.0,21.9,49,942,0.0
6,8,2021,6,0.52,214.0,21.3,52,942,0.0
6,8,2021,7,0.53,212.0,20.7,53,942,0.0
6,8,2021,8,0.56,240.0,20.8,50,942,0.0
6,8,2021,9,0.68,252.0,23.8,44,942,0.0
6,8,2021,10,0.85,21.0,26.2,40,942,0.0
6,8,2021,11,1.24,209.0,27.7,35,942,0.0
6,8,2021,12,1.59,202.0,28.7,27,942,0.0
6,8,2021,13,1.74,228.0,30.1,19,942,0.0
6,8,2021,14,2.26,202.0,30.9,16,941,0.0
6,8,2021,15,2.4,196.0,31.5,13,940,0.0
6,8,2021,16,2.34,213.0,32.5,11,940,0.0
6,8,2021,17,2.8,208.0,32.9,10,939,0.0
6,8,2021,18,2.46,214.0,33.5,11,938,0.0
6,8,2021,19,2.59,219.0,33.1,11,938,0.0
6,8,2021,20,2.32,211.0,31.9,14,938,0.0
6,8,2021,21,2.35,205.0,30.2,18,938,0.0
6,8,2021,22,1.95,219.0,28.9,19,938,0.0
6,8,2021,23,2.1,231.0,27.6,21,938,0.0
6,8,2021,24,1.57,214.0,26.5,23,939,0.0
6,9,2019,1,3.27,70.0,17.4,41,951,0.0
6,9,2019,2,2.17,62.0,16.5,42,951,0.0
6,9,2019,3,1.69,83.0,15.6,43,951,0.0
6,9,2019,4,1.7,67.0,14.8,45,951,0.0
6,9,2019,5,1.4,74.0,14.3,46,951,0.0
6,9,2019,6,1.52,78.0,13.8,49,951,0.0
6,9,2019,7,1.4,83.0,13.3,52,951,0.0
6,9,2019,8,1.39,67.0,13.2,53,951,0.0
6,9,2019,9,1.2,237.0,13.6,53,951,0.0
6,9,2019,10,2.11,83.0,15.2,49,951,0.0
6,9,2019,11,2.13,81.0,17.0,44,951,0.0
6,9,2019,12,1.56,73.0,19.7,37,951,0.0
6,9,2019,13,1.74,78.0,21.2,34,951,0.0
6,9,2019,14,1.71,78.0,23.1,29,950,0.0
6,9,2019,15,1.59,84.0,24.0,23,950,0.0
6,9,2019,16,1.37,39.0,25.7,20,949,0.0
6,9,2019,17,1.22,278.0,27.7,17,948,0.0
6,9,2019,18,1.37,106.0,26.5,17,948,0.0
6,9,2019,19,1.19,117.0,26.8,17,947,0.0
6,9,2019,20,1.46,78.0,26.1,18,947,0.0
6,9,2019,21,0.67,116.0,24.9,17,947,0.0
6,9,2019,22,0.79,231.0,23.9,21,948,0.0
6,9,2019,23,1.73,67.0,22.8,25,948,0.0
6,9,2019,24,1.78,62.0,21.3,28,949,0.0
6,9,2020,1,0.73,95.0,24.3,36,947,0.0
6,9,2020,2,1.05,61.0,24.5,37,948,0.0
6,9,2020,3,0.59,57.0,23.3,41,948,0.0
6,9,2020,4,0.55,69.0,22.1,43,948,0.0
6,9,2020,5,0.72,60.0,22.4,39,948,0.0
6,9,2020,6,0.64,71.0,21.8,40,948,0.0
6,9,2020,7,0.62,64.0,20.5,45,948,0.0
6,9,2020,8,0.6,1.0,19.0,50,948,0.0
6,9,2020,9,0.64,6.0,19.5,50,948,0.0
6,9,2020,10,0.75,50.0,24.0,41,948,0.0
6,9,2020,11,1.11,66.0,26.1,34,948,0.0
6,9,2020,12,1.63,67.0,26.7,29,948,0.0
6,9,2020,13,1.39,67.0,28.1,26,948,0.0
6,9,2020,14,1.27,67.0,29.6,24,947,0.0
6,9,2020,15,1.24,54.0,31.1,22,946,0.0
6,9,2020,16,1.26,47.0,32.2,21,946,0.0
6,9,2020,17,1.23,165.0,33.8,19,945,0.0
6,9,2020,18,1.19,80.0,32.8,19,945,0.0
6,9,2020,19,1.03,193.0,32.7,20,944,0.0
6,9,2020,20,0.8,213.0,31.7,21,944,0.0
6,9,2020,21,0.73,244.0,30.0,25,944,0.0
6,9,2020,22,0.64,92.0,28.5,30,945,0.0
6,9,2020,23,0.56,138.0,27.3,32,945,0.0
6,9,2020,24,1.71,79.0,26.1,32,946,0.0
6,9,2021,1,0.65,58.0,24.0,45,948,0.0
6,9,2021,2,0.64,21.0,23.4,48,949,0.0
6,9,2021,3,0.73,70.0,22.9,50,949,0.0
6,9,2021,4,0.75,30.0,22.4,53,948,0.0
6,9,2021,5,1.34,65.0,23.0,51,948,0.0
6,9,2021,6,1.49,65.0,22.8,52,948,0.0
6,9,2021,7,1.06,21.0,22.8,52,948,0.0
6,9,2021,8,0.94,62.0,22.9,52,949,0.0
6,9,2021,9,1.05,73.0,23.1,52,949,0.0
6,9,2021,10,1.7,63.0,23.2,54,949,0.0
6,9,2021,11,1.85,63.0,23.7,55,949,0.0
6,9,2021,12,1.78,69.0,25.6,52,949,0.0
6,9,2021,13,1.67,62.0,26.9,48,949,0.0
6,9,2021,14,1.15,69.0,27.8,46,950,0.0
6,9,2021,15,1.7,67.0,28.7,43,949,0.0
6,9,2021,16,2.09,54.0,30.4,38,949,0.0
6,9,2021,17,2.09,73.0,32.4,30,948,0.0
6,9,2021,18,1.81,103.0,32.6,27,947,0.0
6,9,2021,19,1.24,109.0,31.8,28,947,0.0
6,9,2021,20,1.11,46.0,31.1,29,947,0.0
6,9,2021,21,1.07,89.0,30.3,30,947,0.0
6,9,2021,22,1.05,86.0,29.3,32,947,0.0
6,9,2021,23,0.97,78.0,28.3,34,948,0.0
6,9,2021,24,0.99,84.0,27.6,34,948,0.0
6,10,2019,1,0.83,307.0,19.8,46,947,0.0
6,10,2019,2,0.75,77.0,18.5,50,948,0.0
6,10,2019,3,0.65,343.0,18.2,49,948,0.0
6,10,2019,4,0.53,262.0,16.8,53,948,0.0
6,10,2019,5,0.6,116.0,15.9,58,948,0.0
6,10,2019,6,0.55,199.0,14.9,61,948,0.0
6,10,2019,7,0.77,35.0,14.2,62,948,0.0
6,10,2019,8,0.63,9.0,13.8,62,948,0.0
6,10,2019,9,0.72,54.0,12.7,66,949,0.0
6,10,2019,10,0.73,33.0,14.9,59,949,0.0
6,10,2019,11,0.76,111.0,19.8,46,950,0.0
6,10,2019,12,0.88,146.0,22.5,41,950,0.0
6,10,2019,13,1.0,88.0,24.4,37,950,0.0
6,10,2019,14,1.17,139.0,25.8,34,950,0.0
6,10,2019,15,1.2,213.0,27.3,28,949,0.0
6,10,2019,16,1.05,146.0,28.1,25,949,0.0
6,10,2019,17,1.05,200.0,28.7,24,948,0.0
6,10,2019,18,1.09,158.0,28.2,25,948,0.0
6,10,2019,19,0.93,209.0,27.6,26,947,0.0
6,10,2019,20,1.08,261.0,26.6,23,948,0.0
6,10,2019,21,1.08,308.0,24.6,25,948,0.0
6,10,2019,22,1.29,278.0,23.5,29,948,0.0
6,10,2019,23,0.63,223.0,21.8,35,949,0.0
6,10,2019,24,0.51,233.0,19.2,44,950,0.0
6,10,2020,1,0.73,200.0,15.2,56,950,0.0
6,10,2020,2,0.6,169.0,14.8,60,951,0.0
6,10,2020,3,0.55,172.0,14.6,63,951,0.0
6,10,2020,4,0.55,64.0,13.6,67,951,0.0
6,10,2020,5,0.52,96.0,12.5,70,951,0.0
6,10,2020,6,0.51,233.0,11.6,75,951,0.0
6,10,2020,7,0.6,219.0,11.4,71,951,0.0
6,10,2020,8,0.66,46.0,10.6,70,951,0.0
6,10,2020,9,0.55,36.0,11.0,70,952,0.0
6,10,2020,10,0.81,84.0,12.9,64,952,0.0
6,10,2020,11,0.83,141.0,16.4,54,953,0.0
6,10,2020,12,0.9,62.0,19.2,51,954,0.0
6,10,2020,13,1.13,101.0,20.3,50,953,0.0
6,10,2020,14,1.19,112.0,23.2,47,953,0.0
6,10,2020,15,1.07,200.0,25.3,44,952,0.0
6,10,2020,16,1.06,193.0,26.0,42,951,0.0
6,10,2020,17,1.24,206.0,26.2,42,951,0.0
6,10,2020,18,1.08,308.0,25.7,42,951,0.0
6,10,2020,19,1.41,261.0,25.0,39,951,0.0
6,10,2020,20,0.74,237.0,23.6,44,951,0.0
6,10,2020,21,0.55,232.0,21.6,51,951,0.0
6,10,2020,22,0.51,199.0,20.5,56,952,0.0
6,10,2020,23,0.56,42.0,18.9,62,952,0.0
6,10,2020,24,0.79,74.0,18.9,62,952,0.0
6,11,2019,1,1.16,263.0,10.6,66,945,0.0
6,11,2019,2,1.18,277.0,10.4,64,945,0.0
6,11,2019,3,1.21,234.0,9.9,66,945,0.0
6,11,2019,4,1.02,225.0,9.5,68,945,0.0
6,11,2019,5,0.99,261.0,9.2,66,945,0.0
6,11,2019,6,0.99,306.0,8.8,68,945,0.0
6,11,2019,7,0.75,62.0,8.7,69,945,0.0
6,11,2019,8,0.81,208.0,8.7,69,945,0.0
6,11,2019,9,0.82,356.0,9.6,65,946,0.0
6,11,2019,10,0.84,278.0,10.8,60,946,0.0
6,11,2019,11,1.87,307.0,12.6,53,946,0.0
6,11,2019,12,1.73,263.0,12.7,50,946,0.0
6,11,2019,13,1.86,289.0,14.3,45,946,0.1
6,11,2019,14,1.71,284.0,14.8,43,945,0.0
6,11,2019,15,1.26,307.0,15.8,41,945,0.0
6,11,2019,16,1.48,254.0,16.0,39,944,0.0
6,11,2019,17,1.28,274.0,14.8,41,944,0.0
6,11,2019,18,1.1,246.0,14.1,46,944,0.0
6,11,2019,19,1.13,225.0,12.9,52,944,0.0
6,11,2019,20,0.95,197.0,11.8,58,944,0.0
6,11,2019,21,0.92,225.0,11.7,59,944,0.0
6,11,2019,22,0.82,207.0,11.5,60,944,0.0
6,11,2019,23,0.98,221.0,11.5,61,943,0.0
6,11,2019,24,1.12,205.0,10.8,65,943,0.0
6,11,2020,1,0.63,64.0,11.9,91,948,0.0
6,11,2020,2,1.08,65.0,12.3,87,948,0.0
6,11,2020,3,0.8,42.0,11.8,89,948,0.0
6,11,2020,4,1.55,60.0,11.9,87,948,0.0
6,11,2020,5,0.71,43.0,12.1,87,948,0.0
6,11,2020,6,0.84,36.0,12.3,87,948,0.0
6,11,2020,7,0.7,2.0,12.3,87,948,0.0
6,11,2020,8,0.69,219.0,11.8,88,948,0.0
6,11,2020,9,0.67,48.0,12.6,85,947,0.0
6,11,2020,10,1.51,60.0,14.0,80,947,0.0
6,11,2020,11,1.89,58.0,15.3,75,947,0.0
6,11,2020,12,2.14,64.0,17.4,71,947,0.0
6,11,2020,13,2.61,103.0,18.8,67,946,0.0
6,11,2020,14,2.4,107.0,18.6,68,945,0.0
6,11,2020,15,2.85,90.0,18.7,67,944,0.0
6,11,2020,16,2.01,101.0,18.5,67,944,0.0
6,11,2020,17,1.77,81.0,18.1,69,944,0.0
6,11,2020,18,2.13,121.0,17.7,71,944,0.0
6,11,2020,19,2.05,73.0,17.4,71,943,0.0
6,11,2020,20,1.8,99.0,17.1,72,944,0.0
6,11,2020,21,1.26,157.0,16.6,75,945,0.0
6,11,2020,22,1.57,121.0,16.3,77,945,0.0
6,11,2020,23,1.41,88.0,16.1,78,945,0.0
6,11,2020,24,0.97,154.0,15.7,81,945,0.1
6,12,2019,1,0.83,89.0,10.0,70,951,0.0
6,12,2019,2,0.77,96.0,10.0,70,951,0.0
6,12,2019,3,0.68,78.0,9.9,70,951,0.0
6,12,2019,4,0.64,237.0,9.8,72,950,0.0
6,12,2019,5,0.72,78.0,9.5,73,950,0.0
6,12,2019,6,0.58,237.0,8.9,75,950,0.0
6,12,2019,7,0.6,106.0,8.8,75,951,0.0
6,12,2019,8,0.85,74.0,9.2,72,951,0.0
6,12,2019,9,1.36,62.0,8.7,74,952,0.0
6,12,2019,10,0.92,78.0,9.1,73,952,0.0
6,12,2019,11,0.8,312.0,9.7,71,953,0.0
6,12,2019,12,1.1,83.0,10.8,67,953,0.0
6,12,2019,13,0.93,83.0,12.6,60,952,0.0
6,12,2019,14,1.05,167.0,14.4,53,952,0.0
6,12,2019,15,1.03,205.0,15.6,50,951,0.0
6,12,2019,16,0.92,90.0,14.3,53,951,0.0
6,12,2019,17,0.87,125.0,14.3,54,951,0.0
6,12,2019,18,0.66,210.0,13.7,56,951,0.0
6,12,2019,19,0.55,257.0,10.7,69,951,0.0
6,12,2019,20,0.51,278.0,9.8,76,951,0.0
6,12,2019,21,0.5,278.0,8.8,81,952,0.0
6,12,2019,22,0.55,27.0,8.8,80,952,0.0
6,12,2019,23,0.7,54.0,7.5,81,952,0.0
6,12,2019,24,0.71,47.0,7.0,82,953,0.0
6,12,2020,1,1.4,254.0,5.1,63,937,0.0
6,12,2020,2,1.59,236.0,4.8,63,937,0.0
6,12,2020,3,1.16,219.0,4.2,64,937,0.0
6,12,2020,4,2.0,248.0,4.1,64,937,0.0
6,12,2020,5,1.9,254.0,4.0,64,937,0.0
6,12,2020,6,1.31,251.0,3.7,65,938,0.0
6,12,2020,7,1.13,245.0,3.6,66,938,0.0
6,12,2020,8,0.85,238.0,3.3,67,939,0.0
6,12,2020,9,1.21,233.0,3.2,67,939,0.0
6,12,2020,10,1.6,239.0,4.8,62,939,0.0
6,12,2020,11,1.95,248.0,6.0,57,940,0.0
6,12,2020,12,1.93,270.0,6.2,57,940,0.0
6,12,2020,13,2.2,247.0,7.0,54,940,0.0
6,12,2020,14,1.97,251.0,7.6,52,940,0.0
6,12,2020,15,1.73,238.0,7.7,52,940,0.0
6,12,2020,16,1.77,224.0,7.8,54,940,0.0
6,12,2020,17,1.72,205.0,8.0,58,940,0.0
6,12,2020,18,1.78,201.0,6.8,66,940,0.0
6,12,2020,19,1.32,192.0,5.9,73,940,0.0
6,12,2020,20,1.25,184.0,5.7,75,940,0.0
6,12,2020,21,1.64,207.0,5.7,76,940,0.0
6,12,2020,22,2.0,225.0,5.5,77,940,0.0
6,12,2020,23,1.99,224.0,5.3,81,940,0.0
6,12,2020,24,2.33,224.0,5.1,86,940,0.0
7,1,2019,1,0.9,61.0,1.8,65,958,0.0
7,1,2019,2,0.95,73.0,1.2,64,958,0.0
7,1,2019,3,0.93,74.0,0.5,61,958,0.0
7,1,2019,4,0.97,67.0,0.0,61,958,0.0
7,1,2019,5,0.95,80.0,-0.8,64,958,0.0
7,1,2019,6,0.88,74.0,-1.5,67,957,0.0
7,1,2019,7,0.85,77.0,-1.8,67,957,0.0
7,1,2019,8,0.85,32.0,-2.0,66,957,0.0
7,1,2019,9,0.68,78.0,-1.4,61,958,0.0
7,1,2019,10,0.93,78.0,-1.3,63,958,0.0
7,1,2019,11,0.59,28.0,4.4,44,958,0.0
7,1,2019,12,0.66,254.0,9.0,34,959,0.0
7,1,2019,13,0.75,182.0,11.6,28,958,0.0
7,1,2019,14,1.0,88.0,14.2,24,957,0.0
7,1,2019,15,1.1,78.0,14.8,21,956,0.0
7,1,2019,16,0.78,298.0,17.1,17,956,0.0
7,1,2019,17,0.68,233.0,18.3,16,956,0.0
7,1,2019,18,0.54,263.0,16.4,21,956,0.0
7,1,2019,19,0.54,249.0,10.4,33,956,0.0
7,1,2019,20,0.54,48.0,9.0,37,957,0.0
7,1,2019,21,0.7,66.0,7.8,41,957,0.0
7,1,2019,22,0.75,78.0,5.4,50,958,0.0
7,1,2019,23,0.76,53.0,4.6,53,958,0.0
7,1,2019,24,0.8,68.0,3.3,57,958,0.0
7,1,2020,1,0.76,,3.5,85,959,0.0
7,1,2020,2,0.74,,2.6,86,959,0.0
7,1,2020,3,0.79,,2.3,87,959,0.0
7,1,2020,4,0.77,,1.8,87,960,0.0
7,1,2020,5,0.73,,1.4,87,959,0.0
7,1,2020,6,0.75,,0.9,88,959,0.0
7,1,2020,7,0.73,,0.6,87,959,0.0
7,1,2020,8,0.59,,0.7,86,959,0.0
7,1,2020,9,0.6,,0.6,85,960,0.0
7,1,2020,10,0.65,,1.3,82,960,0.0
7,1,2020,11,0.66,,5.2,65,960,0.0
7,1,2020,12,0.79,,8.9,51,960,0.0
7,1,2020,13,0.83,,11.1,44,960,0.0
7,1,2020,14,0.89,,13.0,41,960,0.0
7,1,2020,15,0.9,,14.6,38,959,0.0
7,1,2020,16,0.8,,15.7,36,958,0.0
7,1,2020,17,0.88,,15.6,36,958,0.0
7,1,2020,18,0.58,,15.1,40,958,0.0
7,1,2020,19,0.51,,10.0,56,958,0.0
7,1,2020,20,0.51,,8.2,65,958,0.0
7,1,2020,21,0.52,,7.5,71,958,0.0
7,1,2020,22,0.68,,6.6,74,959,0.0
7,1,2020,23,0.65,,5.5,76,959,0.0
7,1,2020,24,0.71,,4.0,81,959,0.0
7,1,2021,1,1.0,67.0,2.5,57,940,0.0
7,1,2021,2,0.88,53.0,2.2,57,940,0.0
7,1,2021,3,1.29,42.0,1.9,59,940,0.0
7,1,2021,4,1.43,66.0,1.6,60,940,0.0
7,1,2021,5,1.16,73.0,1.6,61,940,0.0
7,1,2021,6,0.96,70.0,1.9,60,940,0.0
7,1,2021,7,1.02,65.0,2.1,59,940,0.0
7,1,2021,8,1.05,83.0,2.1,60,940,0.0
7,1,2021,9,1.31,60.0,1.9,61,940,0.0
7,1,2021,10,1.19,32.0,2.2,60,941,0.0
7,1,2021,11,1.85,74.0,2.1,61,941,0.0
7,1,2021,12,1.84,77.0,1.5,71,941,0.0
7,1,2021,13,1.27,38.0,1.1,80,941,0.0
7,1,2021,14,0.65,47.0,0.9,91,941,0.4
7,1,2021,15,0.78,82.0,0.8,93,940,0.5
7,1,2021,16,0.93,72.0,0.5,94,941,0.6
7,1,2021,17,1.31,75.0,0.8,94,941,0.8
7,1,2021,18,1.67,63.0,0.9,90,941,0.2
7,1,2021,19,0.98,67.0,1.5,86,941,0.1
7,1,2021,20,1.16,72.0,1.8,80,941,0.0
7,1,2021,21,1.14,79.0,1.7,75,941,0.0
7,1,2021,22,1.22,68.0,1.4,71,941,0.0
7,1,2021,23,0.77,90.0,0.9,69,941,0.0
7,1,2021,24,0.81,80.0,0.8,65,941,0.0
7,2,2019,1,0.68,234.0,6.9,75,952,0.0
7,2,2019,2,0.65,67.0,6.2,79,952,0.0
7,2,2019,3,0.59,68.0,5.6,82,952,0.0
7,2,2019,4,0.73,62.0,5.0,83,952,0.0
7,2,2019,5,0.59,74.0,4.3,85,952,0.0
7,2,2019,6,0.64,65.0,4.0,85,952,0.0
7,2,2019,7,0.63,17.0,3.6,87,952,0.0
7,2,2019,8,0.65,13.0,3.1,87,952,0.0
7,2,2019,9,0.59,5.0,3.0,88,952,0.0
7,2,2019,10,0.64,54.0,4.9,78,953,0.0
7,2,2019,11,0.75,308.0,8.5,65,953,0.0
7,2,2019,12,0.88,154.0,10.3,60,953,0.0
7,2,2019,13,0.87,77.0,12.8,53,953,0.0
7,2,2019,14,1.17,97.0,14.5,48,952,0.0
7,2,2019,15,0.98,175.0,16.1,41,952,0.0
7,2,2019,16,0.92,207.0,17.1,36,951,0.0
7,2,2019,17,1.1,74.0,17.8,34,951,0.0
7,2,2019,18,1.01,230.0,16.8,36,951,0.0
7,2,2019,19,0.8,249.0,14.5,47,951,0.0
7,2,2019,20,0.53,125.0,12.4,55,951,0.0
7,2,2019,21,0.55,246.0,11.0,59,951,0.0
7,2,2019,22,0.56,262.0,9.6,64,952,0.0
7,2,2019,23,0.55,277.0,8.3,70,952,0.0
7,2,2019,24,0.66,35.0,7.5,67,952,0.0
7,2,2020,1,0.61,73.0,7.4,84,953,0.0
7,2,2020,2,0.64,54.0,6.8,86,952,0.0
7,2,2020,3,0.61,83.0,6.1,88,952,0.0
7,2,2020,4,0.69,78.0,5.4,90,952,0.0
7,2,2020,5,0.68,67.0,4.9,90,952,0.0
7,2,2020,6,0.61,74.0,5.2,88,952,0.0
7,2,2020,7,0.57,5.0,4.8,90,952,0.0
7,2,2020,8,0.62,307.0,4.9,88,952,0.0
7,2,2020,9,0.55,263.0,4.9,88,952,0.0
7,2,2020,10,0.69,73.0,6.4,82,953,0.0
7,2,2020,11,1.05,175.0,8.7,76,953,0.0
7,2,2020,12,1.15,139.0,10.4,70,953,0.0
7,2,2020,13,1.25,132.0,11.2,68,953,0.0
7,2,2020,14,1.37,90.0,11.2,69,953,0.0
7,2,2020,15,1.39,117.0,12.3,66,952,0.0
7,2,2020,16,1.27,155.0,12.8,64,952,0.0
7,2,2020,17,1.28,170.0,13.5,61,951,0.0
7,2,2020,18,1.12,197.0,12.8,65,951,0.0
7,2,2020,19,0.65,224.0,11.7,71,951,0.0
7,2,2020,20,0.51,229.0,10.6,77,952,0.0
7,2,2020,21,0.53,225.0,9.9,81,952,0.0
7,2,2020,22,0.56,253.0,9.3,83,952,0.0
7,2,2020,23,0.54,224.0,9.3,83,953,0.0
7,2,2020,24,0.61,160.0,9.0,85,952,0.0
7,2,2021,1,0.85,282.0,8.4,83,936,0.0
7,2,2021,2,0.7,108.0,8.2,83,936,0.0
7,2,2021,3,0.84,68.0,8.3,78,936,0.0
7,2,2021,4,0.9,76.0,8.0,80,936,0.0
7,2,2021,5,1.06,63.0,7.5,74,936,0.0
7,2,2021,6,0.96,60.0,6.7,72,936,0.0
7,2,2021,7,0.57,78.0,5.7,77,936,0.0
7,2,2021,8,0.55,235.0,5.4,80,936,0.0
7,2,2021,9,0.55,175.0,6.4,78,937,0.0
7,2,2021,10,0.7,181.0,6.8,77,937,0.0
7,2,2021,11,1.25,151.0,8.7,66,937,0.0
7,2,2021,12,1.62,243.0,10.7,51,938,0.0
7,2,2021,13,2.12,236.0,11.4,43,937,0.0
7,2,2021,14,2.28,233.0,11.9,45,937,0.0
7,2,2021,15,2.14,245.0,12.2,49,936,0.0
7,2,2021,16,2.47,223.0,11.1,57,936,0.0
7,2,2021,17,2.51,218.0,10.2,66,936,0.0
7,2,2021,18,2.41,233.0,9.9,68,936,0.0
7,2,2021,19,2.75,239.0,9.1,74,937,0.0
7,2,2021,20,2.68,224.0,7.2,87,937,0.2
7,2,2021,21,2.59,230.0,6.4,92,937,0.1
7,2,2021,22,2.36,235.0,6.0,90,937,0.0
7,2,2021,23,2.2,226.0,5.9,88,937,0.0
7,2,2021,24,2.58,227.0,6.2,92,937,0.0
7,3,2019,1,1.85,221.0,6.6,85,943,0.0
7,3,2019,2,1.78,225.0,6.0,88,943,0.0
7,3,2019,3,1.96,238.0,5.9,86,943,0.0
7,3,2019,4,1.49,242.0,5.9,78,944,0.0
7,3,2019,5,1.05,246.0,5.9,72,944,0.0
7,3,2019,6,1.15,242.0,5.1,76,944,0.0
7,3,2019,7,0.75,201.0,4.8,77,945,0.0
7,3,2019,8,0.68,165.0,4.3,78,945,0.0
7,3,2019,9,0.92,200.0,4.4,80,946,0.0
7,3,2019,10,0.89,142.0,8.8,59,947,0.0
7,3,2019,11,1.31,237.0,10.1,52,947,0.0
7,3,2019,12,1.56,229.0,10.8,45,947,0.0
7,3,2019,13,1.77,175.0,11.6,44,946,0.0
7,3,2019,14,2.24,154.0,11.4,47,946,0.0
7,3,2019,15,2.08,200.0,12.0,47,945,0.0
7,3,2019,16,2.33,223.0,12.2,43,945,0.0
7,3,2019,17,2.59,220.0,12.2,44,944,0.0
7,3,2019,18,2.36,223.0,12.3,46,944,0.0
7,3,2019,19,2.31,222.0,11.5,47,944,0.0
7,3,2019,20,2.18,221.0,10.0,57,945,0.0
7,3,2019,21,1.76,223.0,9.0,66,945,0.0
7,3,2019,22,1.12,225.0,8.9,67,946,0.0
7,3,2019,23,0.97,188.0,9.0,67,946,0.0
7,3,2019,24,0.84,201.0,8.8,70,947,0.0
7,3,2020,1,0.75,66.0,7.8,41,952,0.0
