DIA,MES,ANO,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha
19,9,2021,24,0.3,7.0,87.0,10.0,17.0,98.0,,2021-09-19 23:00:00,2021-09-19
19,10,2019,1,0.2,18.0,49.0,7.0,10.0,77.0,28.53,2019-10-19 00:00:00,2019-10-19
19,10,2019,2,0.1,7.0,22.0,8.0,10.0,33.0,52.25,2019-10-19 01:00:00,2019-10-19
19,10,2019,3,0.1,6.0,18.0,5.0,8.0,27.0,54.54,2019-10-19 02:00:00,2019-10-19
19,10,2019,4,0.1,6.0,16.0,3.0,6.0,26.0,56.16,2019-10-19 03:00:00,2019-10-19
19,10,2019,5,0.1,5.0,12.0,4.0,7.0,20.0,57.81,2019-10-19 04:00:00,2019-10-19
19,10,2019,6,0.1,5.0,11.0,5.0,8.0,19.0,60.74,2019-10-19 05:00:00,2019-10-19
19,10,2019,7,0.1,8.0,17.0,4.0,7.0,29.0,57.52,2019-10-19 06:00:00,2019-10-19
19,10,2019,8,0.1,12.0,29.0,6.0,9.0,47.0,45.91,2019-10-19 07:00:00,2019-10-19
19,10,2019,9,0.1,14.0,37.0,7.0,10.0,59.0,35.72,2019-10-19 08:00:00,2019-10-19
19,10,2019,10,0.1,15.0,30.0,7.0,10.0,53.0,45.79,2019-10-19 09:00:00,2019-10-19
19,10,2019,11,0.1,13.0,23.0,6.0,9.0,42.0,52.02,2019-10-19 10:00:00,2019-10-19
19,10,2019,12,0.1,17.0,27.0,8.0,11.0,53.0,51.13,2019-10-19 11:00:00,2019-10-19
19,10,2019,13,0.1,15.0,25.0,6.0,9.0,48.0,58.95,2019-10-19 12:00:00,2019-10-19
19,10,2019,14,0.1,14.0,21.0,8.0,11.0,42.0,68.4,2019-10-19 13:00:00,2019-10-19
19,10,2019,15,0.1,19.0,26.0,7.0,10.0,54.0,65.05,2019-10-19 14:00:00,2019-10-19
19,10,2019,16,0.1,12.0,18.0,7.0,10.0,37.0,70.59,2019-10-19 15:00:00,2019-10-19
19,10,2019,17,0.1,12.0,19.0,5.0,8.0,37.0,66.24,2019-10-19 16:00:00,2019-10-19
19,10,2019,18,0.1,13.0,22.0,3.0,6.0,41.0,59.32,2019-10-19 17:00:00,2019-10-19
19,10,2019,19,0.1,13.0,22.0,5.0,7.0,42.0,55.94,2019-10-19 18:00:00,2019-10-19
19,10,2019,20,0.2,20.0,45.0,6.0,8.0,75.0,35.97,2019-10-19 19:00:00,2019-10-19
19,10,2019,21,0.2,29.0,56.0,5.0,9.0,100.0,24.15,2019-10-19 20:00:00,2019-10-19
19,10,2019,22,0.2,30.0,46.0,7.0,11.0,92.0,27.25,2019-10-19 21:00:00,2019-10-19
19,10,2019,23,0.1,18.0,37.0,7.0,9.0,65.0,44.86,2019-10-19 22:00:00,2019-10-19
19,10,2019,24,0.1,17.0,47.0,5.0,7.0,74.0,37.87,2019-10-19 23:00:00,2019-10-19
19,10,2020,1,0.5,31.0,77.0,17.0,25.0,125.0,8.0,2020-10-19 00:00:00,2020-10-19
19,10,2020,2,0.5,28.0,71.0,8.0,17.0,115.0,8.35,2020-10-19 01:00:00,2020-10-19
19,10,2020,3,0.4,19.0,59.0,13.0,22.0,87.0,15.09,2020-10-19 02:00:00,2020-10-19
19,10,2020,4,0.3,15.0,54.0,10.0,16.0,78.0,14.82,2020-10-19 03:00:00,2020-10-19
19,10,2020,5,0.3,16.0,53.0,10.0,17.0,77.0,12.39,2020-10-19 04:00:00,2020-10-19
19,10,2020,6,0.3,16.0,53.0,8.0,13.0,77.0,17.27,2020-10-19 05:00:00,2020-10-19
19,10,2020,7,0.5,38.0,62.0,14.0,18.0,121.0,9.25,2020-10-19 06:00:00,2020-10-19
19,10,2020,8,0.6,71.0,73.0,6.0,13.0,182.0,7.18,2020-10-19 07:00:00,2020-10-19
19,10,2020,9,0.7,108.0,83.0,9.0,19.0,248.0,6.65,2020-10-19 08:00:00,2020-10-19
19,10,2020,10,0.8,115.0,85.0,14.0,28.0,261.0,7.13,2020-10-19 09:00:00,2020-10-19
19,10,2020,11,0.7,108.0,89.0,26.0,45.0,255.0,8.32,2020-10-19 10:00:00,2020-10-19
19,10,2020,12,0.4,44.0,74.0,19.0,34.0,142.0,23.37,2020-10-19 11:00:00,2020-10-19
19,10,2020,13,0.3,22.0,68.0,22.0,32.0,102.0,29.78,2020-10-19 12:00:00,2020-10-19
19,10,2020,14,0.3,16.0,69.0,11.0,24.0,94.0,29.86,2020-10-19 13:00:00,2020-10-19
19,10,2020,15,0.3,12.0,65.0,15.0,30.0,84.0,35.82,2020-10-19 14:00:00,2020-10-19
19,10,2020,16,0.3,8.0,64.0,13.0,29.0,77.0,39.57,2020-10-19 15:00:00,2020-10-19
19,10,2020,17,0.3,8.0,63.0,16.0,35.0,76.0,40.98,2020-10-19 16:00:00,2020-10-19
19,10,2020,18,0.4,16.0,85.0,23.0,44.0,109.0,23.95,2020-10-19 17:00:00,2020-10-19
19,10,2020,19,0.7,36.0,106.0,22.0,46.0,161.0,10.83,2020-10-19 18:00:00,2020-10-19
19,10,2020,20,1.0,101.0,121.0,23.0,51.0,276.0,7.03,2020-10-19 19:00:00,2020-10-19
19,10,2020,21,0.7,86.0,102.0,30.0,65.0,234.0,13.03,2020-10-19 20:00:00,2020-10-19
19,10,2020,22,0.3,25.0,68.0,17.0,51.0,106.0,24.0,2020-10-19 21:00:00,2020-10-19
19,10,2020,23,0.3,12.0,58.0,17.0,48.0,77.0,26.48,2020-10-19 22:00:00,2020-10-19
19,10,2020,24,0.3,7.0,54.0,13.0,40.0,65.0,26.43,2020-10-19 23:00:00,2020-10-19
19,11,2019,1,1.1,238.0,108.0,23.0,32.0,472.0,3.52,2019-11-19 00:00:00,2019-11-19
19,11,2019,2,0.8,172.0,89.0,18.0,26.0,353.0,3.29,2019-11-19 01:00:00,2019-11-19
19,11,2019,3,0.4,41.0,52.0,13.0,19.0,115.0,3.0,2019-11-19 02:00:00,2019-11-19
19,11,2019,4,0.5,55.0,52.0,10.0,13.0,136.0,3.05,2019-11-19 03:00:00,2019-11-19
19,11,2019,5,0.4,29.0,49.0,7.0,10.0,93.0,2.91,2019-11-19 04:00:00,2019-11-19
19,11,2019,6,0.4,53.0,50.0,6.0,9.0,131.0,3.05,2019-11-19 05:00:00,2019-11-19
19,11,2019,7,0.6,88.0,55.0,8.0,12.0,191.0,3.08,2019-11-19 06:00:00,2019-11-19
19,11,2019,8,0.6,91.0,54.0,10.0,13.0,194.0,2.98,2019-11-19 07:00:00,2019-11-19
19,11,2019,9,0.7,125.0,65.0,11.0,15.0,256.0,3.64,2019-11-19 08:00:00,2019-11-19
19,11,2019,10,0.8,143.0,74.0,15.0,21.0,294.0,5.83,2019-11-19 09:00:00,2019-11-19
19,11,2019,11,0.7,136.0,80.0,21.0,30.0,288.0,8.24,2019-11-19 10:00:00,2019-11-19
19,11,2019,12,0.5,115.0,76.0,22.0,31.0,253.0,11.25,2019-11-19 11:00:00,2019-11-19
19,11,2019,13,0.5,94.0,73.0,19.0,28.0,217.0,13.67,2019-11-19 12:00:00,2019-11-19
19,11,2019,14,0.4,51.0,51.0,31.0,39.0,129.0,31.13,2019-11-19 13:00:00,2019-11-19
19,11,2019,15,0.3,21.0,29.0,25.0,29.0,61.0,48.6,2019-11-19 14:00:00,2019-11-19
19,11,2019,16,0.3,14.0,31.0,21.0,24.0,52.0,49.34,2019-11-19 15:00:00,2019-11-19
19,11,2019,17,0.3,15.0,37.0,18.0,21.0,61.0,44.37,2019-11-19 16:00:00,2019-11-19
19,11,2019,18,0.4,38.0,65.0,15.0,19.0,124.0,17.5,2019-11-19 17:00:00,2019-11-19
19,11,2019,19,0.8,124.0,98.0,15.0,19.0,287.0,6.06,2019-11-19 18:00:00,2019-11-19
19,11,2019,20,1.6,300.0,162.0,27.0,36.0,622.0,5.32,2019-11-19 19:00:00,2019-11-19
19,11,2019,21,1.0,138.0,104.0,35.0,48.0,315.0,4.4,2019-11-19 20:00:00,2019-11-19
19,11,2019,22,1.1,186.0,112.0,27.0,36.0,397.0,4.35,2019-11-19 21:00:00,2019-11-19
19,11,2019,23,1.2,209.0,113.0,30.0,40.0,434.0,4.18,2019-11-19 22:00:00,2019-11-19
19,11,2019,24,0.8,117.0,88.0,28.0,38.0,267.0,4.19,2019-11-19 23:00:00,2019-11-19
19,11,2020,1,0.4,47.0,35.0,9.0,11.0,108.0,7.47,2020-11-19 00:00:00,2020-11-19
19,11,2020,2,0.4,36.0,29.0,12.0,16.0,84.0,7.3,2020-11-19 01:00:00,2020-11-19
19,11,2020,3,0.4,36.0,26.0,11.0,14.0,82.0,7.3,2020-11-19 02:00:00,2020-11-19
19,11,2020,4,0.3,34.0,24.0,14.0,17.0,76.0,7.07,2020-11-19 03:00:00,2020-11-19
19,11,2020,5,0.3,33.0,23.0,12.0,16.0,73.0,7.12,2020-11-19 04:00:00,2020-11-19
19,11,2020,6,0.3,40.0,24.0,15.0,19.0,85.0,7.24,2020-11-19 05:00:00,2020-11-19
19,11,2020,7,0.4,60.0,25.0,15.0,18.0,118.0,7.13,2020-11-19 06:00:00,2020-11-19
19,11,2020,8,0.6,82.0,30.0,13.0,17.0,156.0,7.07,2020-11-19 07:00:00,2020-11-19
19,11,2020,9,0.8,131.0,39.0,21.0,28.0,241.0,7.13,2020-11-19 08:00:00,2020-11-19
19,11,2020,10,0.7,118.0,52.0,22.0,34.0,234.0,7.79,2020-11-19 09:00:00,2020-11-19
19,11,2020,11,0.6,98.0,52.0,26.0,38.0,203.0,8.29,2020-11-19 10:00:00,2020-11-19
19,11,2020,12,0.7,101.0,59.0,26.0,40.0,213.0,9.14,2020-11-19 11:00:00,2020-11-19
19,11,2020,13,0.4,49.0,52.0,11.0,27.0,127.0,14.9,2020-11-19 12:00:00,2020-11-19
19,11,2020,14,0.3,30.0,50.0,12.0,24.0,97.0,18.36,2020-11-19 13:00:00,2020-11-19
19,11,2020,15,0.4,32.0,56.0,13.0,24.0,105.0,18.03,2020-11-19 14:00:00,2020-11-19
19,11,2020,16,0.3,30.0,58.0,11.0,21.0,103.0,18.26,2020-11-19 15:00:00,2020-11-19
19,11,2020,17,0.4,36.0,64.0,12.0,23.0,119.0,14.51,2020-11-19 16:00:00,2020-11-19
19,11,2020,18,0.5,55.0,74.0,11.0,23.0,158.0,8.74,2020-11-19 17:00:00,2020-11-19
19,11,2020,19,1.8,257.0,104.0,18.0,40.0,498.0,7.72,2020-11-19 18:00:00,2020-11-19
19,11,2020,20,0.6,114.0,79.0,23.0,56.0,253.0,11.77,2020-11-19 19:00:00,2020-11-19
19,11,2020,21,0.5,74.0,69.0,8.0,18.0,182.0,9.02,2020-11-19 20:00:00,2020-11-19
19,11,2020,22,0.4,42.0,59.0,12.0,19.0,123.0,13.21,2020-11-19 21:00:00,2020-11-19
19,11,2020,23,0.4,30.0,54.0,8.0,13.0,100.0,13.99,2020-11-19 22:00:00,2020-11-19
19,11,2020,24,0.3,23.0,45.0,8.0,12.0,80.0,17.96,2020-11-19 23:00:00,2020-11-19
19,12,2019,1,0.2,13.0,39.0,7.0,10.0,59.0,32.4,2019-12-19 00:00:00,2019-12-19
19,12,2019,2,0.2,14.0,31.0,5.0,7.0,52.0,37.25,2019-12-19 01:00:00,2019-12-19
19,12,2019,3,0.2,10.0,23.0,4.0,6.0,39.0,38.95,2019-12-19 02:00:00,2019-12-19
19,12,2019,4,0.2,7.0,19.0,5.0,7.0,29.0,42.01,2019-12-19 03:00:00,2019-12-19
19,12,2019,5,0.2,7.0,22.0,7.0,8.0,32.0,41.88,2019-12-19 04:00:00,2019-12-19
19,12,2019,6,0.2,9.0,27.0,4.0,6.0,41.0,41.56,2019-12-19 05:00:00,2019-12-19
19,12,2019,7,0.3,22.0,48.0,1.0,2.0,82.0,30.78,2019-12-19 06:00:00,2019-12-19
19,12,2019,8,0.4,63.0,74.0,5.0,6.0,171.0,15.24,2019-12-19 07:00:00,2019-12-19
19,12,2019,9,0.4,56.0,72.0,10.0,12.0,158.0,17.41,2019-12-19 08:00:00,2019-12-19
19,12,2019,10,0.3,48.0,64.0,9.0,11.0,139.0,17.22,2019-12-19 09:00:00,2019-12-19
19,12,2019,11,0.3,38.0,51.0,10.0,12.0,109.0,28.17,2019-12-19 10:00:00,2019-12-19
19,12,2019,12,0.3,32.0,52.0,7.0,10.0,100.0,27.36,2019-12-19 11:00:00,2019-12-19
19,12,2019,13,0.3,34.0,51.0,9.0,12.0,103.0,29.34,2019-12-19 12:00:00,2019-12-19
19,12,2019,14,0.3,36.0,53.0,9.0,12.0,108.0,29.66,2019-12-19 13:00:00,2019-12-19
19,12,2019,15,0.3,41.0,53.0,8.0,11.0,117.0,30.19,2019-12-19 14:00:00,2019-12-19
19,12,2019,16,0.3,37.0,52.0,13.0,14.0,109.0,28.73,2019-12-19 15:00:00,2019-12-19
19,12,2019,17,0.3,51.0,66.0,8.0,10.0,144.0,18.7,2019-12-19 16:00:00,2019-12-19
19,12,2019,18,0.3,54.0,54.0,9.0,11.0,137.0,28.61,2019-12-19 17:00:00,2019-12-19
19,12,2019,19,0.4,76.0,69.0,8.0,10.0,186.0,16.97,2019-12-19 18:00:00,2019-12-19
19,12,2019,20,0.3,44.0,62.0,9.0,11.0,129.0,24.64,2019-12-19 19:00:00,2019-12-19
19,12,2019,21,0.4,45.0,74.0,7.0,9.0,142.0,21.8,2019-12-19 20:00:00,2019-12-19
19,12,2019,22,0.3,27.0,50.0,6.0,9.0,91.0,35.48,2019-12-19 21:00:00,2019-12-19
19,12,2019,23,0.2,21.0,41.0,5.0,7.0,73.0,38.05,2019-12-19 22:00:00,2019-12-19
19,12,2019,24,0.2,8.0,15.0,7.0,8.0,27.0,61.72,2019-12-19 23:00:00,2019-12-19
19,12,2020,1,0.2,4.0,30.0,13.0,19.0,36.0,29.28,2020-12-19 00:00:00,2020-12-19
19,12,2020,2,0.2,1.0,13.0,10.0,14.0,15.0,47.12,2020-12-19 01:00:00,2020-12-19
19,12,2020,3,0.2,1.0,9.0,11.0,13.0,10.0,50.89,2020-12-19 02:00:00,2020-12-19
19,12,2020,4,0.2,1.0,7.0,9.0,12.0,9.0,50.15,2020-12-19 03:00:00,2020-12-19
19,12,2020,5,0.2,1.0,8.0,13.0,15.0,10.0,47.82,2020-12-19 04:00:00,2020-12-19
19,12,2020,6,0.2,3.0,15.0,10.0,13.0,19.0,40.21,2020-12-19 05:00:00,2020-12-19
19,12,2020,7,0.2,7.0,29.0,9.0,13.0,40.0,31.16,2020-12-19 06:00:00,2020-12-19
19,12,2020,8,0.2,10.0,38.0,10.0,14.0,54.0,22.52,2020-12-19 07:00:00,2020-12-19
19,12,2020,9,0.2,18.0,34.0,10.0,14.0,62.0,21.34,2020-12-19 08:00:00,2020-12-19
19,12,2020,10,0.3,24.0,41.0,11.0,14.0,77.0,15.18,2020-12-19 09:00:00,2020-12-19
19,12,2020,11,0.2,23.0,41.0,15.0,17.0,76.0,15.38,2020-12-19 10:00:00,2020-12-19
19,12,2020,12,0.3,33.0,45.0,10.0,12.0,95.0,15.93,2020-12-19 11:00:00,2020-12-19
19,12,2020,13,0.3,25.0,42.0,12.0,14.0,80.0,21.37,2020-12-19 12:00:00,2020-12-19
19,12,2020,14,0.3,34.0,45.0,16.0,18.0,98.0,15.47,2020-12-19 13:00:00,2020-12-19
19,12,2020,15,0.3,32.0,47.0,10.0,13.0,95.0,15.98,2020-12-19 14:00:00,2020-12-19
19,12,2020,16,0.3,20.0,42.0,10.0,13.0,72.0,20.03,2020-12-19 15:00:00,2020-12-19
19,12,2020,17,0.3,19.0,38.0,10.0,12.0,67.0,23.54,2020-12-19 16:00:00,2020-12-19
19,12,2020,18,0.3,22.0,49.0,12.0,13.0,83.0,21.58,2020-12-19 17:00:00,2020-12-19
19,12,2020,19,0.3,20.0,57.0,8.0,9.0,87.0,18.04,2020-12-19 18:00:00,2020-12-19
19,12,2020,20,0.3,16.0,51.0,12.0,14.0,74.0,24.07,2020-12-19 19:00:00,2020-12-19
19,12,2020,21,0.3,20.0,67.0,10.0,12.0,98.0,10.31,2020-12-19 20:00:00,2020-12-19
19,12,2020,22,0.3,37.0,71.0,13.0,16.0,128.0,8.13,2020-12-19 21:00:00,2020-12-19
19,12,2020,23,0.3,24.0,68.0,18.0,20.0,104.0,8.64,2020-12-19 22:00:00,2020-12-19
19,12,2020,24,0.3,25.0,62.0,11.0,13.0,100.0,12.58,2020-12-19 23:00:00,2020-12-19
20,1,2019,1,0.4,27.0,54.0,,,96.0,11.96,2019-01-20 00:00:00,2019-01-20
20,1,2019,2,0.3,23.0,48.0,,,84.0,14.79,2019-01-20 01:00:00,2019-01-20
20,1,2019,3,0.3,15.0,42.0,,,65.0,13.82,2019-01-20 02:00:00,2019-01-20
20,1,2019,4,0.3,17.0,35.0,,,61.0,12.99,2019-01-20 03:00:00,2019-01-20
20,1,2019,5,0.3,19.0,39.0,,,67.0,7.49,2019-01-20 04:00:00,2019-01-20
20,1,2019,6,0.3,18.0,40.0,,,67.0,7.24,2019-01-20 05:00:00,2019-01-20
20,1,2019,7,0.3,19.0,41.0,,,70.0,8.75,2019-01-20 06:00:00,2019-01-20
20,1,2019,8,0.3,18.0,36.0,,,63.0,11.16,2019-01-20 07:00:00,2019-01-20
20,1,2019,9,0.5,39.0,50.0,,,110.0,5.16,2019-01-20 08:00:00,2019-01-20
20,1,2019,10,0.6,74.0,72.0,,,185.0,11.43,2019-01-20 09:00:00,2019-01-20
20,1,2019,11,0.3,31.0,47.0,,,94.0,41.89,2019-01-20 10:00:00,2019-01-20
20,1,2019,12,0.3,35.0,46.0,,,99.0,46.98,2019-01-20 11:00:00,2019-01-20
20,1,2019,13,0.3,30.0,38.0,,,85.0,55.72,2019-01-20 12:00:00,2019-01-20
20,1,2019,14,0.3,25.0,33.0,,,72.0,61.7,2019-01-20 13:00:00,2019-01-20
20,1,2019,15,0.3,27.0,37.0,,,78.0,59.07,2019-01-20 14:00:00,2019-01-20
20,1,2019,16,0.3,24.0,37.0,,,73.0,56.52,2019-01-20 15:00:00,2019-01-20
20,1,2019,17,0.2,19.0,29.0,,,57.0,59.79,2019-01-20 16:00:00,2019-01-20
20,1,2019,18,0.3,19.0,40.0,,,69.0,48.97,2019-01-20 17:00:00,2019-01-20
20,1,2019,19,0.4,23.0,66.0,,,101.0,26.05,2019-01-20 18:00:00,2019-01-20
20,1,2019,20,0.7,97.0,115.0,,,264.0,5.33,2019-01-20 19:00:00,2019-01-20
20,1,2019,21,0.9,159.0,137.0,,,381.0,4.11,2019-01-20 20:00:00,2019-01-20
20,1,2019,22,0.9,170.0,136.0,,,397.0,3.79,2019-01-20 21:00:00,2019-01-20
20,1,2019,23,0.8,107.0,120.0,,,284.0,4.02,2019-01-20 22:00:00,2019-01-20
20,1,2019,24,0.8,142.0,117.0,,,336.0,3.7,2019-01-20 23:00:00,2019-01-20
20,1,2020,1,0.2,8.0,17.0,1.0,1.0,30.0,65.09,2020-01-20 00:00:00,2020-01-20
20,1,2020,2,0.2,6.0,12.0,2.0,4.0,21.0,69.57,2020-01-20 01:00:00,2020-01-20
20,1,2020,3,0.2,6.0,10.0,3.0,4.0,18.0,71.78,2020-01-20 02:00:00,2020-01-20
20,1,2020,4,0.2,5.0,9.0,2.0,4.0,17.0,73.51,2020-01-20 03:00:00,2020-01-20
20,1,2020,5,0.2,6.0,10.0,1.0,3.0,19.0,71.25,2020-01-20 04:00:00,2020-01-20
20,1,2020,6,0.2,7.0,15.0,4.0,6.0,26.0,68.06,2020-01-20 05:00:00,2020-01-20
20,1,2020,7,0.3,18.0,39.0,3.0,5.0,66.0,48.2,2020-01-20 06:00:00,2020-01-20
20,1,2020,8,0.4,31.0,60.0,5.0,8.0,108.0,32.14,2020-01-20 07:00:00,2020-01-20
20,1,2020,9,0.4,47.0,71.0,5.0,9.0,144.0,29.57,2020-01-20 08:00:00,2020-01-20
20,1,2020,10,0.3,40.0,60.0,7.0,17.0,121.0,37.75,2020-01-20 09:00:00,2020-01-20
20,1,2020,11,0.3,34.0,50.0,7.0,16.0,101.0,44.49,2020-01-20 10:00:00,2020-01-20
20,1,2020,12,0.3,35.0,54.0,6.0,11.0,108.0,42.84,2020-01-20 11:00:00,2020-01-20
20,1,2020,13,0.3,35.0,48.0,6.0,13.0,102.0,47.2,2020-01-20 12:00:00,2020-01-20
20,1,2020,14,0.3,29.0,42.0,5.0,13.0,87.0,49.23,2020-01-20 13:00:00,2020-01-20
20,1,2020,15,0.4,33.0,52.0,3.0,9.0,102.0,40.73,2020-01-20 14:00:00,2020-01-20
20,1,2020,16,0.3,31.0,50.0,2.0,7.0,97.0,41.2,2020-01-20 15:00:00,2020-01-20
20,1,2020,17,0.4,35.0,54.0,3.0,8.0,108.0,39.07,2020-01-20 16:00:00,2020-01-20
20,1,2020,18,0.4,38.0,57.0,8.0,18.0,116.0,35.02,2020-01-20 17:00:00,2020-01-20
20,1,2020,19,0.4,29.0,53.0,6.0,12.0,98.0,36.23,2020-01-20 18:00:00,2020-01-20
20,1,2020,20,0.4,27.0,52.0,2.0,6.0,93.0,36.75,2020-01-20 19:00:00,2020-01-20
20,1,2020,21,0.3,20.0,43.0,1.0,3.0,73.0,42.58,2020-01-20 20:00:00,2020-01-20
20,1,2020,22,0.3,18.0,37.0,3.0,5.0,65.0,47.15,2020-01-20 21:00:00,2020-01-20
20,1,2020,23,0.3,13.0,28.0,3.0,5.0,48.0,52.17,2020-01-20 22:00:00,2020-01-20
20,1,2020,24,0.3,10.0,20.0,3.0,5.0,35.0,56.91,2020-01-20 23:00:00,2020-01-20
20,1,2021,1,0.6,56.0,82.0,25.0,28.0,167.0,4.22,2021-01-20 00:00:00,2021-01-20
20,1,2021,2,0.5,35.0,71.0,22.0,25.0,124.0,4.62,2021-01-20 01:00:00,2021-01-20
20,1,2021,3,0.5,52.0,74.0,21.0,24.0,153.0,4.48,2021-01-20 02:00:00,2021-01-20
20,1,2021,4,0.7,125.0,94.0,23.0,26.0,285.0,7.52,2021-01-20 03:00:00,2021-01-20
20,1,2021,5,0.6,108.0,95.0,30.0,34.0,260.0,4.2,2021-01-20 04:00:00,2021-01-20
20,1,2021,6,0.4,38.0,83.0,27.0,31.0,142.0,4.4,2021-01-20 05:00:00,2021-01-20
20,1,2021,7,0.5,57.0,85.0,25.0,28.0,172.0,4.42,2021-01-20 06:00:00,2021-01-20
20,1,2021,8,0.5,76.0,91.0,23.0,26.0,208.0,4.94,2021-01-20 07:00:00,2021-01-20
20,1,2021,9,0.5,79.0,92.0,22.0,26.0,212.0,4.66,2021-01-20 08:00:00,2021-01-20
20,1,2021,10,0.4,71.0,89.0,23.0,27.0,199.0,6.24,2021-01-20 09:00:00,2021-01-20
20,1,2021,11,0.3,35.0,72.0,19.0,23.0,125.0,15.02,2021-01-20 10:00:00,2021-01-20
20,1,2021,12,0.4,33.0,63.0,16.0,18.0,113.0,21.43,2021-01-20 11:00:00,2021-01-20
20,1,2021,13,0.3,42.0,70.0,16.0,18.0,134.0,17.42,2021-01-20 12:00:00,2021-01-20
20,1,2021,14,0.4,44.0,71.0,16.0,19.0,139.0,20.69,2021-01-20 13:00:00,2021-01-20
20,1,2021,15,0.4,42.0,72.0,16.0,19.0,136.0,22.77,2021-01-20 14:00:00,2021-01-20
20,1,2021,16,0.4,38.0,76.0,12.0,14.0,134.0,25.02,2021-01-20 15:00:00,2021-01-20
20,1,2021,17,0.4,39.0,78.0,16.0,18.0,138.0,22.84,2021-01-20 16:00:00,2021-01-20
20,1,2021,18,0.4,52.0,96.0,17.0,19.0,176.0,10.86,2021-01-20 17:00:00,2021-01-20
20,1,2021,19,0.5,75.0,102.0,14.0,17.0,217.0,7.25,2021-01-20 18:00:00,2021-01-20
20,1,2021,20,0.6,67.0,97.0,16.0,18.0,199.0,6.38,2021-01-20 19:00:00,2021-01-20
20,1,2021,21,0.7,106.0,96.0,24.0,27.0,259.0,5.74,2021-01-20 20:00:00,2021-01-20
20,1,2021,22,0.7,142.0,104.0,21.0,24.0,321.0,4.33,2021-01-20 21:00:00,2021-01-20
20,1,2021,23,0.5,76.0,86.0,15.0,18.0,202.0,7.04,2021-01-20 22:00:00,2021-01-20
20,1,2021,24,0.3,8.0,46.0,15.0,17.0,59.0,25.6,2021-01-20 23:00:00,2021-01-20
20,2,2019,1,0.8,86.0,107.0,,,238.0,2.81,2019-02-20 00:00:00,2019-02-20
20,2,2019,2,0.5,30.0,74.0,,,120.0,2.81,2019-02-20 01:00:00,2019-02-20
20,2,2019,3,0.4,32.0,69.0,,,119.0,2.9,2019-02-20 02:00:00,2019-02-20
20,2,2019,4,0.5,66.0,80.0,,,181.0,2.81,2019-02-20 03:00:00,2019-02-20
20,2,2019,5,0.4,39.0,64.0,,,124.0,3.26,2019-02-20 04:00:00,2019-02-20
20,2,2019,6,0.4,24.0,54.0,,,91.0,3.65,2019-02-20 05:00:00,2019-02-20
20,2,2019,7,0.4,48.0,58.0,,,131.0,3.55,2019-02-20 06:00:00,2019-02-20
20,2,2019,8,0.6,104.0,79.0,,,238.0,2.98,2019-02-20 07:00:00,2019-02-20
20,2,2019,9,0.8,178.0,102.0,,,375.0,3.65,2019-02-20 08:00:00,2019-02-20
20,2,2019,10,0.7,127.0,92.0,,,286.0,5.93,2019-02-20 09:00:00,2019-02-20
20,2,2019,11,0.8,142.0,114.0,,,332.0,9.9,2019-02-20 10:00:00,2019-02-20
20,2,2019,12,0.3,47.0,72.0,,,145.0,37.91,2019-02-20 11:00:00,2019-02-20
20,2,2019,13,0.3,47.0,69.0,,,141.0,41.36,2019-02-20 12:00:00,2019-02-20
20,2,2019,14,0.3,37.0,59.0,,,116.0,52.61,2019-02-20 13:00:00,2019-02-20
20,2,2019,15,0.3,28.0,45.0,,,88.0,62.75,2019-02-20 14:00:00,2019-02-20
20,2,2019,16,0.3,26.0,39.0,,,80.0,67.77,2019-02-20 15:00:00,2019-02-20
20,2,2019,17,0.2,20.0,30.0,,,62.0,74.94,2019-02-20 16:00:00,2019-02-20
20,2,2019,18,0.3,28.0,48.0,,,91.0,62.85,2019-02-20 17:00:00,2019-02-20
20,2,2019,19,0.4,49.0,83.0,,,158.0,37.03,2019-02-20 18:00:00,2019-02-20
20,2,2019,20,1.0,146.0,145.0,,,369.0,5.86,2019-02-20 19:00:00,2019-02-20
20,2,2019,21,1.4,306.0,196.0,,,664.0,3.34,2019-02-20 20:00:00,2019-02-20
20,2,2019,22,0.8,107.0,128.0,,,292.0,4.57,2019-02-20 21:00:00,2019-02-20
20,2,2019,23,0.4,27.0,86.0,,,127.0,8.04,2019-02-20 22:00:00,2019-02-20
20,2,2019,24,0.4,30.0,85.0,,,131.0,5.28,2019-02-20 23:00:00,2019-02-20
20,2,2020,1,0.4,28.0,61.0,11.0,16.0,104.0,7.1,2020-02-20 00:00:00,2020-02-20
20,2,2020,2,0.4,26.0,58.0,9.0,13.0,97.0,5.77,2020-02-20 01:00:00,2020-02-20
20,2,2020,3,0.4,35.0,58.0,11.0,15.0,112.0,4.76,2020-02-20 02:00:00,2020-02-20
20,2,2020,4,0.4,25.0,48.0,12.0,15.0,87.0,5.01,2020-02-20 03:00:00,2020-02-20
20,2,2020,5,0.4,25.0,46.0,11.0,14.0,83.0,5.08,2020-02-20 04:00:00,2020-02-20
20,2,2020,6,0.4,35.0,44.0,10.0,12.0,98.0,5.07,2020-02-20 05:00:00,2020-02-20
20,2,2020,7,0.5,59.0,49.0,12.0,15.0,140.0,4.78,2020-02-20 06:00:00,2020-02-20
20,2,2020,8,0.8,133.0,67.0,15.0,19.0,271.0,5.04,2020-02-20 07:00:00,2020-02-20
