DIA,MES,ANO,HORA,CO,NO,NO2,PM2.5,PM10,NOx,O3,fechaH,fecha
1,1,2019,1,0.6,81.0,73.0,,,196.0,3.08,2019-01-01 00:00:00,2019-01-01
1,1,2019,2,0.8,124.0,82.0,,,272.0,3.05,2019-01-01 01:00:00,2019-01-01
1,1,2019,3,0.7,93.0,72.0,,,215.0,3.13,2019-01-01 02:00:00,2019-01-01
1,1,2019,4,0.6,86.0,66.0,,,198.0,3.02,2019-01-01 03:00:00,2019-01-01
1,1,2019,5,0.6,79.0,64.0,,,185.0,2.98,2019-01-01 04:00:00,2019-01-01
1,1,2019,6,0.6,67.0,56.0,,,159.0,2.79,2019-01-01 05:00:00,2019-01-01
1,1,2019,7,0.6,70.0,56.0,,,164.0,2.87,2019-01-01 06:00:00,2019-01-01
1,1,2019,8,0.5,57.0,52.0,,,140.0,2.82,2019-01-01 07:00:00,2019-01-01
1,1,2019,9,0.5,62.0,49.0,,,145.0,2.86,2019-01-01 08:00:00,2019-01-01
1,1,2019,10,0.5,59.0,46.0,,,137.0,4.39,2019-01-01 09:00:00,2019-01-01
1,1,2019,11,0.5,57.0,48.0,,,135.0,8.9,2019-01-01 10:00:00,2019-01-01
1,1,2019,12,0.5,40.0,47.0,,,108.0,17.69,2019-01-01 11:00:00,2019-01-01
1,1,2019,13,0.4,31.0,42.0,,,89.0,26.02,2019-01-01 12:00:00,2019-01-01
1,1,2019,14,0.3,23.0,38.0,,,72.0,34.18,2019-01-01 13:00:00,2019-01-01
1,1,2019,15,0.3,24.0,42.0,,,79.0,35.66,2019-01-01 14:00:00,2019-01-01
1,1,2019,16,0.3,21.0,44.0,,,76.0,38.96,2019-01-01 15:00:00,2019-01-01
1,1,2019,17,0.3,21.0,50.0,,,82.0,33.51,2019-01-01 16:00:00,2019-01-01
1,1,2019,18,0.6,134.0,104.0,,,309.0,8.05,2019-01-01 17:00:00,2019-01-01
1,1,2019,19,0.8,199.0,129.0,,,434.0,2.95,2019-01-01 18:00:00,2019-01-01
1,1,2019,20,1.8,435.0,201.0,,,868.0,3.18,2019-01-01 19:00:00,2019-01-01
1,1,2019,21,1.2,200.0,135.0,,,442.0,3.13,2019-01-01 20:00:00,2019-01-01
1,1,2019,22,1.0,169.0,118.0,,,377.0,3.29,2019-01-01 21:00:00,2019-01-01
1,1,2019,23,0.8,122.0,96.0,,,283.0,3.3,2019-01-01 22:00:00,2019-01-01
1,1,2019,24,0.6,90.0,77.0,,,214.0,3.14,2019-01-01 23:00:00,2019-01-01
1,1,2020,1,0.8,105.0,63.0,39.0,51.0,224.0,3.83,2020-01-01 00:00:00,2020-01-01
1,1,2020,2,1.0,144.0,72.0,67.0,79.0,293.0,3.71,2020-01-01 01:00:00,2020-01-01
1,1,2020,3,0.9,136.0,68.0,60.0,66.0,277.0,3.68,2020-01-01 02:00:00,2020-01-01
1,1,2020,4,0.8,110.0,57.0,43.0,48.0,225.0,3.59,2020-01-01 03:00:00,2020-01-01
1,1,2020,5,0.8,94.0,52.0,38.0,41.0,195.0,3.65,2020-01-01 04:00:00,2020-01-01
1,1,2020,6,0.7,88.0,46.0,34.0,37.0,182.0,3.41,2020-01-01 05:00:00,2020-01-01
1,1,2020,7,0.7,87.0,45.0,32.0,35.0,178.0,3.35,2020-01-01 06:00:00,2020-01-01
1,1,2020,8,0.7,78.0,44.0,29.0,33.0,165.0,3.33,2020-01-01 07:00:00,2020-01-01
1,1,2020,9,0.7,81.0,43.0,27.0,30.0,167.0,3.46,2020-01-01 08:00:00,2020-01-01
1,1,2020,10,0.6,73.0,41.0,32.0,35.0,153.0,4.56,2020-01-01 09:00:00,2020-01-01
1,1,2020,11,0.6,61.0,41.0,31.0,34.0,135.0,7.29,2020-01-01 10:00:00,2020-01-01
1,1,2020,12,0.5,48.0,44.0,32.0,36.0,118.0,13.65,2020-01-01 11:00:00,2020-01-01
1,1,2020,13,0.5,40.0,43.0,28.0,32.0,104.0,19.4,2020-01-01 12:00:00,2020-01-01
1,1,2020,14,0.5,64.0,60.0,31.0,35.0,158.0,16.91,2020-01-01 13:00:00,2020-01-01
1,1,2020,15,0.6,56.0,62.0,35.0,41.0,148.0,19.05,2020-01-01 14:00:00,2020-01-01
1,1,2020,16,0.5,46.0,61.0,34.0,40.0,131.0,19.79,2020-01-01 15:00:00,2020-01-01
1,1,2020,17,0.5,50.0,66.0,34.0,40.0,142.0,15.23,2020-01-01 16:00:00,2020-01-01
1,1,2020,18,0.5,72.0,79.0,32.0,38.0,190.0,7.8,2020-01-01 17:00:00,2020-01-01
1,1,2020,19,1.0,185.0,105.0,39.0,47.0,388.0,4.2,2020-01-01 18:00:00,2020-01-01
1,1,2020,20,1.2,240.0,120.0,45.0,55.0,489.0,4.15,2020-01-01 19:00:00,2020-01-01
1,1,2020,21,1.6,289.0,130.0,45.0,54.0,573.0,4.25,2020-01-01 20:00:00,2020-01-01
1,1,2020,22,0.9,121.0,88.0,50.0,57.0,274.0,3.9,2020-01-01 21:00:00,2020-01-01
1,1,2020,23,0.9,117.0,81.0,39.0,44.0,260.0,3.82,2020-01-01 22:00:00,2020-01-01
1,1,2020,24,0.8,90.0,67.0,35.0,39.0,206.0,3.83,2020-01-01 23:00:00,2020-01-01
1,1,2021,1,0.2,4.0,21.0,9.0,11.0,28.0,57.17,2021-01-01 00:00:00,2021-01-01
1,1,2021,2,0.3,5.0,28.0,16.0,18.0,37.0,54.89,2021-01-01 01:00:00,2021-01-01
1,1,2021,3,0.2,1.0,10.0,5.0,6.0,12.0,68.13,2021-01-01 02:00:00,2021-01-01
1,1,2021,4,0.2,1.0,8.0,1.0,1.0,9.0,68.58,2021-01-01 03:00:00,2021-01-01
1,1,2021,5,0.2,1.0,7.0,1.0,1.0,8.0,65.8,2021-01-01 04:00:00,2021-01-01
1,1,2021,6,0.2,1.0,9.0,1.0,2.0,10.0,60.42,2021-01-01 05:00:00,2021-01-01
1,1,2021,7,0.3,3.0,19.0,3.0,3.0,24.0,51.5,2021-01-01 06:00:00,2021-01-01
1,1,2021,8,0.2,1.0,11.0,3.0,4.0,13.0,59.05,2021-01-01 07:00:00,2021-01-01
1,1,2021,9,0.2,1.0,9.0,2.0,2.0,10.0,62.45,2021-01-01 08:00:00,2021-01-01
1,1,2021,10,0.2,2.0,12.0,2.0,2.0,14.0,61.44,2021-01-01 09:00:00,2021-01-01
1,1,2021,11,0.2,2.0,8.0,4.0,4.0,11.0,68.29,2021-01-01 10:00:00,2021-01-01
1,1,2021,12,0.2,2.0,8.0,2.0,3.0,11.0,73.34,2021-01-01 11:00:00,2021-01-01
1,1,2021,13,0.2,3.0,9.0,2.0,2.0,14.0,73.87,2021-01-01 12:00:00,2021-01-01
1,1,2021,14,0.2,4.0,11.0,3.0,4.0,17.0,72.77,2021-01-01 13:00:00,2021-01-01
1,1,2021,15,0.2,3.0,11.0,1.0,1.0,16.0,71.86,2021-01-01 14:00:00,2021-01-01
1,1,2021,16,0.2,3.0,9.0,4.0,5.0,13.0,74.39,2021-01-01 15:00:00,2021-01-01
1,1,2021,17,0.2,3.0,11.0,6.0,7.0,16.0,72.22,2021-01-01 16:00:00,2021-01-01
1,1,2021,18,0.2,3.0,17.0,5.0,6.0,21.0,65.61,2021-01-01 17:00:00,2021-01-01
1,1,2021,19,0.3,4.0,25.0,2.0,3.0,31.0,56.03,2021-01-01 18:00:00,2021-01-01
1,1,2021,20,0.2,4.0,20.0,3.0,5.0,26.0,58.08,2021-01-01 19:00:00,2021-01-01
1,1,2021,21,0.2,3.0,17.0,4.0,5.0,21.0,57.53,2021-01-01 20:00:00,2021-01-01
1,1,2021,22,0.3,2.0,15.0,4.0,4.0,18.0,58.28,2021-01-01 21:00:00,2021-01-01
1,1,2021,23,0.3,2.0,26.0,3.0,4.0,30.0,47.06,2021-01-01 22:00:00,2021-01-01
1,1,2021,24,0.3,5.0,36.0,3.0,5.0,44.0,34.98,2021-01-01 23:00:00,2021-01-01
1,2,2019,1,0.2,14.0,13.0,,,35.0,58.33,2019-02-01 00:00:00,2019-01-02
1,2,2019,2,0.1,12.0,7.0,,,26.0,61.4,2019-02-01 01:00:00,2019-01-02
1,2,2019,3,0.1,12.0,6.0,,,25.0,62.14,2019-02-01 02:00:00,2019-01-02
1,2,2019,4,0.1,12.0,6.0,,,25.0,68.39,2019-02-01 03:00:00,2019-01-02
1,2,2019,5,0.2,12.0,8.0,,,26.0,75.26,2019-02-01 04:00:00,2019-01-02
1,2,2019,6,0.2,12.0,8.0,,,26.0,78.98,2019-02-01 05:00:00,2019-01-02
1,2,2019,7,0.2,16.0,20.0,,,44.0,69.37,2019-02-01 06:00:00,2019-01-02
1,2,2019,8,0.2,18.0,36.0,,,64.0,58.64,2019-02-01 07:00:00,2019-01-02
1,2,2019,9,0.3,22.0,44.0,,,79.0,53.78,2019-02-01 08:00:00,2019-01-02
1,2,2019,10,0.2,19.0,34.0,,,63.0,61.94,2019-02-01 09:00:00,2019-01-02
1,2,2019,11,0.2,17.0,22.0,,,49.0,72.44,2019-02-01 10:00:00,2019-01-02
1,2,2019,12,0.2,20.0,24.0,,,55.0,70.81,2019-02-01 11:00:00,2019-01-02
1,2,2019,13,0.2,20.0,20.0,,,51.0,73.0,2019-02-01 12:00:00,2019-01-02
1,2,2019,14,0.2,20.0,21.0,,,52.0,71.9,2019-02-01 13:00:00,2019-01-02
1,2,2019,15,0.2,19.0,23.0,,,53.0,70.48,2019-02-01 14:00:00,2019-01-02
1,2,2019,16,0.3,22.0,28.0,,,62.0,67.61,2019-02-01 15:00:00,2019-01-02
1,2,2019,17,0.3,27.0,36.0,,,77.0,61.12,2019-02-01 16:00:00,2019-01-02
1,2,2019,18,0.3,28.0,41.0,,,83.0,59.29,2019-02-01 17:00:00,2019-01-02
1,2,2019,19,0.4,27.0,54.0,,,95.0,70.98,2019-02-01 18:00:00,2019-01-02
1,2,2019,20,0.3,30.0,49.0,,,94.0,62.29,2019-02-01 19:00:00,2019-01-02
1,2,2019,21,0.3,27.0,43.0,,,85.0,69.65,2019-02-01 20:00:00,2019-01-02
1,2,2019,22,0.3,22.0,37.0,,,71.0,75.66,2019-02-01 21:00:00,2019-01-02
1,2,2019,23,0.2,15.0,26.0,,,50.0,78.91,2019-02-01 22:00:00,2019-01-02
1,2,2019,24,0.2,13.0,18.0,,,39.0,81.93,2019-02-01 23:00:00,2019-01-02
1,2,2020,1,0.2,10.0,19.0,7.0,8.0,34.0,38.19,2020-02-01 00:00:00,2020-01-02
1,2,2020,2,0.2,9.0,14.0,3.0,4.0,28.0,42.97,2020-02-01 01:00:00,2020-01-02
1,2,2020,3,0.2,8.0,13.0,3.0,4.0,25.0,44.87,2020-02-01 02:00:00,2020-01-02
1,2,2020,4,0.2,6.0,9.0,3.0,3.0,18.0,48.68,2020-02-01 03:00:00,2020-01-02
1,2,2020,5,0.2,6.0,10.0,2.0,2.0,18.0,48.98,2020-02-01 04:00:00,2020-01-02
1,2,2020,6,0.2,5.0,7.0,4.0,4.0,15.0,50.56,2020-02-01 05:00:00,2020-01-02
1,2,2020,7,0.2,6.0,10.0,2.0,2.0,18.0,45.45,2020-02-01 06:00:00,2020-01-02
1,2,2020,8,0.2,7.0,12.0,5.0,5.0,23.0,41.19,2020-02-01 07:00:00,2020-01-02
1,2,2020,9,0.2,8.0,16.0,1.0,1.0,28.0,39.31,2020-02-01 08:00:00,2020-01-02
1,2,2020,10,0.2,9.0,18.0,2.0,2.0,32.0,40.4,2020-02-01 09:00:00,2020-01-02
1,2,2020,11,0.2,10.0,18.0,4.0,5.0,33.0,42.02,2020-02-01 10:00:00,2020-01-02
1,2,2020,12,0.2,16.0,19.0,2.0,4.0,43.0,41.41,2020-02-01 11:00:00,2020-01-02
1,2,2020,13,0.3,15.0,17.0,9.0,12.0,39.0,50.19,2020-02-01 12:00:00,2020-01-02
1,2,2020,14,0.2,17.0,19.0,6.0,10.0,44.0,53.97,2020-02-01 13:00:00,2020-01-02
1,2,2020,15,0.3,14.0,16.0,5.0,9.0,38.0,54.11,2020-02-01 14:00:00,2020-01-02
1,2,2020,16,0.2,11.0,15.0,2.0,5.0,32.0,56.82,2020-02-01 15:00:00,2020-01-02
1,2,2020,17,0.2,10.0,14.0,4.0,6.0,29.0,57.1,2020-02-01 16:00:00,2020-01-02
1,2,2020,18,0.2,10.0,19.0,6.0,8.0,35.0,50.24,2020-02-01 17:00:00,2020-01-02
1,2,2020,19,0.3,23.0,43.0,4.0,6.0,79.0,30.24,2020-02-01 18:00:00,2020-01-02
1,2,2020,20,0.5,48.0,58.0,8.0,11.0,131.0,18.45,2020-02-01 19:00:00,2020-01-02
1,2,2020,21,0.4,40.0,58.0,7.0,10.0,120.0,16.88,2020-02-01 20:00:00,2020-01-02
1,2,2020,22,0.4,42.0,54.0,7.0,10.0,119.0,14.07,2020-02-01 21:00:00,2020-01-02
1,2,2020,23,0.3,26.0,43.0,3.0,5.0,82.0,17.44,2020-02-01 22:00:00,2020-01-02
1,2,2020,24,0.2,10.0,23.0,8.0,9.0,39.0,31.66,2020-02-01 23:00:00,2020-01-02
1,2,2021,1,0.2,1.0,3.0,9.0,10.0,4.0,74.82,2021-02-01 00:00:00,2021-01-02
1,2,2021,2,0.2,1.0,3.0,2.0,3.0,4.0,61.15,2021-02-01 01:00:00,2021-01-02
1,2,2021,3,0.2,1.0,4.0,1.0,1.0,6.0,50.67,2021-02-01 02:00:00,2021-01-02
1,2,2021,4,0.2,1.0,12.0,1.0,1.0,14.0,36.85,2021-02-01 03:00:00,2021-01-02
1,2,2021,5,0.2,1.0,11.0,4.0,4.0,13.0,37.43,2021-02-01 04:00:00,2021-01-02
1,2,2021,6,0.2,2.0,13.0,2.0,3.0,15.0,44.32,2021-02-01 05:00:00,2021-01-02
1,2,2021,7,0.2,3.0,26.0,1.0,1.0,30.0,43.77,2021-02-01 06:00:00,2021-01-02
1,2,2021,8,0.3,6.0,35.0,6.0,8.0,45.0,38.14,2021-02-01 07:00:00,2021-01-02
1,2,2021,9,0.3,10.0,36.0,3.0,6.0,52.0,40.31,2021-02-01 08:00:00,2021-01-02
1,2,2021,10,0.3,19.0,43.0,2.0,6.0,72.0,35.16,2021-02-01 09:00:00,2021-01-02
1,2,2021,11,0.2,9.0,21.0,2.0,5.0,34.0,47.67,2021-02-01 10:00:00,2021-01-02
1,2,2021,12,0.2,8.0,17.0,4.0,8.0,29.0,54.65,2021-02-01 11:00:00,2021-01-02
1,2,2021,13,0.2,8.0,14.0,7.0,12.0,27.0,54.12,2021-02-01 12:00:00,2021-01-02
1,2,2021,14,0.2,6.0,13.0,2.0,8.0,23.0,59.51,2021-02-01 13:00:00,2021-01-02
1,2,2021,15,0.2,7.0,14.0,4.0,9.0,24.0,65.38,2021-02-01 14:00:00,2021-01-02
1,2,2021,16,0.2,5.0,17.0,5.0,10.0,25.0,59.3,2021-02-01 15:00:00,2021-01-02
1,2,2021,17,0.2,6.0,17.0,10.0,16.0,27.0,59.1,2021-02-01 16:00:00,2021-01-02
1,2,2021,18,0.2,6.0,22.0,7.0,12.0,31.0,54.91,2021-02-01 17:00:00,2021-01-02
1,2,2021,19,0.3,10.0,35.0,5.0,11.0,50.0,43.7,2021-02-01 18:00:00,2021-01-02
1,2,2021,20,0.3,8.0,36.0,5.0,11.0,48.0,41.37,2021-02-01 19:00:00,2021-01-02
1,2,2021,21,0.3,5.0,29.0,6.0,10.0,37.0,45.78,2021-02-01 20:00:00,2021-01-02
1,2,2021,22,0.2,4.0,28.0,7.0,10.0,34.0,44.89,2021-02-01 21:00:00,2021-01-02
1,2,2021,23,0.2,3.0,22.0,8.0,12.0,26.0,48.31,2021-02-01 22:00:00,2021-01-02
1,2,2021,24,0.2,1.0,11.0,8.0,11.0,13.0,56.73,2021-02-01 23:00:00,2021-01-02
1,3,2019,1,0.5,46.0,101.0,,,171.0,4.34,2019-03-01 00:00:00,2019-01-03
1,3,2019,2,0.5,27.0,83.0,,,124.0,7.64,2019-03-01 01:00:00,2019-01-03
1,3,2019,3,0.4,33.0,82.0,,,132.0,5.28,2019-03-01 02:00:00,2019-01-03
1,3,2019,4,0.3,16.0,49.0,,,73.0,22.39,2019-03-01 03:00:00,2019-01-03
1,3,2019,5,0.3,25.0,59.0,,,97.0,13.77,2019-03-01 04:00:00,2019-01-03
1,3,2019,6,0.3,23.0,54.0,,,88.0,14.4,2019-03-01 05:00:00,2019-01-03
1,3,2019,7,0.4,47.0,67.0,,,139.0,10.55,2019-03-01 06:00:00,2019-01-03
1,3,2019,8,0.5,76.0,83.0,,,200.0,6.78,2019-03-01 07:00:00,2019-01-03
1,3,2019,9,0.6,102.0,94.0,,,251.0,6.23,2019-03-01 08:00:00,2019-01-03
1,3,2019,10,0.6,113.0,96.0,,,269.0,10.17,2019-03-01 09:00:00,2019-01-03
1,3,2019,11,0.6,87.0,93.0,,,227.0,18.06,2019-03-01 10:00:00,2019-01-03
1,3,2019,12,0.4,53.0,83.0,,,165.0,36.78,2019-03-01 11:00:00,2019-01-03
1,3,2019,13,0.4,43.0,73.0,,,139.0,51.71,2019-03-01 12:00:00,2019-01-03
1,3,2019,14,0.3,34.0,66.0,,,118.0,62.21,2019-03-01 13:00:00,2019-01-03
1,3,2019,15,0.3,28.0,56.0,,,99.0,77.5,2019-03-01 14:00:00,2019-01-03
1,3,2019,16,0.3,27.0,53.0,,,94.0,82.59,2019-03-01 15:00:00,2019-01-03
1,3,2019,17,0.3,25.0,48.0,,,85.0,86.47,2019-03-01 16:00:00,2019-01-03
1,3,2019,18,0.3,23.0,46.0,,,81.0,88.02,2019-03-01 17:00:00,2019-01-03
1,3,2019,19,0.4,40.0,73.0,,,134.0,66.75,2019-03-01 18:00:00,2019-01-03
1,3,2019,20,0.9,60.0,109.0,,,201.0,43.03,2019-03-01 19:00:00,2019-01-03
1,3,2019,21,0.8,121.0,152.0,,,337.0,14.37,2019-03-01 20:00:00,2019-01-03
1,3,2019,22,0.5,25.0,93.0,,,132.0,28.08,2019-03-01 21:00:00,2019-01-03
1,3,2019,23,0.5,38.0,108.0,,,166.0,15.85,2019-03-01 22:00:00,2019-01-03
1,3,2019,24,0.9,184.0,159.0,,,441.0,4.03,2019-03-01 23:00:00,2019-01-03
1,3,2020,1,0.2,7.0,17.0,4.0,9.0,27.0,69.2,2020-03-01 00:00:00,2020-01-03
1,3,2020,2,0.2,6.0,12.0,7.0,12.0,21.0,71.31,2020-03-01 01:00:00,2020-01-03
1,3,2020,3,0.2,5.0,7.0,4.0,9.0,15.0,75.78,2020-03-01 02:00:00,2020-01-03
1,3,2020,4,0.2,5.0,6.0,1.0,7.0,14.0,74.85,2020-03-01 03:00:00,2020-01-03
1,3,2020,5,0.2,5.0,6.0,3.0,8.0,13.0,74.16,2020-03-01 04:00:00,2020-01-03
1,3,2020,6,0.2,5.0,7.0,1.0,6.0,15.0,70.69,2020-03-01 05:00:00,2020-01-03
1,3,2020,7,0.2,5.0,7.0,3.0,7.0,15.0,70.73,2020-03-01 06:00:00,2020-01-03
1,3,2020,8,0.2,6.0,10.0,6.0,10.0,19.0,69.77,2020-03-01 07:00:00,2020-01-03
1,3,2020,9,0.2,6.0,10.0,2.0,6.0,19.0,67.61,2020-03-01 08:00:00,2020-01-03
1,3,2020,10,0.2,8.0,11.0,2.0,8.0,23.0,69.55,2020-03-01 09:00:00,2020-01-03
1,3,2020,11,0.2,7.0,11.0,5.0,9.0,21.0,71.99,2020-03-01 10:00:00,2020-01-03
1,3,2020,12,0.2,8.0,14.0,4.0,9.0,26.0,69.7,2020-03-01 11:00:00,2020-01-03
1,3,2020,13,0.2,9.0,15.0,5.0,10.0,29.0,70.15,2020-03-01 12:00:00,2020-01-03
1,3,2020,14,0.3,8.0,12.0,9.0,15.0,25.0,73.14,2020-03-01 13:00:00,2020-01-03
1,3,2020,15,0.2,9.0,13.0,9.0,13.0,26.0,71.0,2020-03-01 14:00:00,2020-01-03
1,3,2020,16,0.2,8.0,12.0,10.0,13.0,24.0,71.32,2020-03-01 15:00:00,2020-01-03
1,3,2020,17,0.2,7.0,11.0,11.0,14.0,22.0,73.47,2020-03-01 16:00:00,2020-01-03
1,3,2020,18,0.2,8.0,13.0,7.0,10.0,25.0,68.9,2020-03-01 17:00:00,2020-01-03
1,3,2020,19,0.2,10.0,20.0,6.0,8.0,34.0,62.52,2020-03-01 18:00:00,2020-01-03
1,3,2020,20,0.3,12.0,29.0,3.0,5.0,47.0,48.24,2020-03-01 19:00:00,2020-01-03
1,3,2020,21,0.2,9.0,22.0,3.0,4.0,35.0,53.57,2020-03-01 20:00:00,2020-01-03
1,3,2020,22,0.2,8.0,18.0,6.0,6.0,30.0,54.41,2020-03-01 21:00:00,2020-01-03
1,3,2020,23,0.2,8.0,17.0,5.0,6.0,29.0,50.51,2020-03-01 22:00:00,2020-01-03
1,3,2020,24,0.2,7.0,13.0,6.0,8.0,24.0,54.17,2020-03-01 23:00:00,2020-01-03
1,3,2021,1,0.2,3.0,18.0,7.0,15.0,23.0,63.92,2021-03-01 00:00:00,2021-01-03
1,3,2021,2,0.2,1.0,11.0,6.0,16.0,13.0,72.23,2021-03-01 01:00:00,2021-01-03
1,3,2021,3,0.2,1.0,9.0,7.0,15.0,10.0,76.15,2021-03-01 02:00:00,2021-01-03
1,3,2021,4,0.2,1.0,6.0,8.0,15.0,8.0,78.76,2021-03-01 03:00:00,2021-01-03
1,3,2021,5,0.2,1.0,9.0,8.0,16.0,11.0,75.07,2021-03-01 04:00:00,2021-01-03
1,3,2021,6,0.2,3.0,18.0,10.0,18.0,23.0,65.5,2021-03-01 05:00:00,2021-01-03
1,3,2021,7,0.3,13.0,43.0,12.0,20.0,63.0,45.41,2021-03-01 06:00:00,2021-01-03
1,3,2021,8,0.4,31.0,63.0,12.0,20.0,110.0,28.99,2021-03-01 07:00:00,2021-01-03
1,3,2021,9,0.6,47.0,81.0,11.0,20.0,153.0,14.77,2021-03-01 08:00:00,2021-01-03
1,3,2021,10,0.5,38.0,74.0,13.0,23.0,132.0,24.03,2021-03-01 09:00:00,2021-01-03
1,3,2021,11,0.4,29.0,66.0,15.0,26.0,110.0,24.98,2021-03-01 10:00:00,2021-01-03
1,3,2021,12,0.4,26.0,62.0,14.0,27.0,101.0,27.72,2021-03-01 11:00:00,2021-01-03
1,3,2021,13,0.4,28.0,65.0,14.0,26.0,108.0,22.77,2021-03-01 12:00:00,2021-01-03
1,3,2021,14,0.4,32.0,65.0,15.0,26.0,114.0,22.73,2021-03-01 13:00:00,2021-01-03
1,3,2021,15,0.5,31.0,64.0,11.0,20.0,112.0,23.59,2021-03-01 14:00:00,2021-01-03
1,3,2021,16,0.5,32.0,66.0,12.0,22.0,116.0,21.6,2021-03-01 15:00:00,2021-01-03
1,3,2021,17,0.4,29.0,68.0,16.0,26.0,112.0,19.23,2021-03-01 16:00:00,2021-01-03
1,3,2021,18,0.5,52.0,81.0,13.0,23.0,162.0,10.61,2021-03-01 17:00:00,2021-01-03
1,3,2021,19,0.5,51.0,84.0,14.0,24.0,163.0,8.65,2021-03-01 18:00:00,2021-01-03
1,3,2021,20,0.6,44.0,79.0,18.0,29.0,147.0,8.06,2021-03-01 19:00:00,2021-01-03
1,3,2021,21,0.5,30.0,77.0,17.0,27.0,123.0,12.1,2021-03-01 20:00:00,2021-01-03
1,3,2021,22,0.3,16.0,55.0,15.0,29.0,79.0,35.01,2021-03-01 21:00:00,2021-01-03
1,3,2021,23,0.3,10.0,42.0,10.0,24.0,57.0,45.41,2021-03-01 22:00:00,2021-01-03
1,3,2021,24,0.3,6.0,41.0,12.0,25.0,50.0,42.32,2021-03-01 23:00:00,2021-01-03
1,4,2019,1,0.3,15.0,36.0,,,59.0,51.47,2019-04-01 00:00:00,2019-01-04
1,4,2019,2,0.3,14.0,32.0,,,53.0,49.16,2019-04-01 01:00:00,2019-01-04
1,4,2019,3,0.2,13.0,29.0,,,49.0,48.38,2019-04-01 02:00:00,2019-01-04
1,4,2019,4,0.2,13.0,19.0,,,39.0,57.41,2019-04-01 03:00:00,2019-01-04
1,4,2019,5,0.2,13.0,19.0,,,39.0,55.99,2019-04-01 04:00:00,2019-01-04
1,4,2019,6,0.2,13.0,23.0,,,43.0,53.74,2019-04-01 05:00:00,2019-01-04
1,4,2019,7,0.3,23.0,39.0,,,74.0,38.63,2019-04-01 06:00:00,2019-01-04
1,4,2019,8,0.4,37.0,66.0,,,122.0,24.64,2019-04-01 07:00:00,2019-01-04
1,4,2019,9,0.4,53.0,88.0,,,169.0,13.93,2019-04-01 08:00:00,2019-01-04
1,4,2019,10,0.5,66.0,88.0,,,189.0,17.37,2019-04-01 09:00:00,2019-01-04
1,4,2019,11,0.4,55.0,86.0,,,170.0,22.57,2019-04-01 10:00:00,2019-01-04
1,4,2019,12,0.3,43.0,72.0,,,137.0,30.65,2019-04-01 11:00:00,2019-01-04
1,4,2019,13,0.3,36.0,61.0,,,116.0,48.03,2019-04-01 12:00:00,2019-01-04
1,4,2019,14,0.3,30.0,54.0,,,101.0,55.66,2019-04-01 13:00:00,2019-01-04
1,4,2019,15,0.3,32.0,59.0,,,107.0,57.75,2019-04-01 14:00:00,2019-01-04
1,4,2019,16,0.3,31.0,54.0,,,101.0,63.27,2019-04-01 15:00:00,2019-01-04
1,4,2019,17,0.3,30.0,56.0,,,103.0,63.13,2019-04-01 16:00:00,2019-01-04
1,4,2019,18,0.3,34.0,58.0,,,109.0,65.45,2019-04-01 17:00:00,2019-01-04
1,4,2019,19,0.3,30.0,54.0,,,99.0,69.0,2019-04-01 18:00:00,2019-01-04
1,4,2019,20,0.3,31.0,65.0,,,113.0,60.29,2019-04-01 19:00:00,2019-01-04
1,4,2019,21,0.4,63.0,117.0,,,213.0,19.26,2019-04-01 20:00:00,2019-01-04
1,4,2019,22,1.1,168.0,160.0,,,417.0,5.94,2019-04-01 21:00:00,2019-01-04
1,4,2019,23,0.6,95.0,121.0,,,267.0,19.06,2019-04-01 22:00:00,2019-01-04
1,4,2019,24,0.2,15.0,41.0,,,64.0,70.65,2019-04-01 23:00:00,2019-01-04
1,4,2020,1,0.3,10.0,40.0,5.0,6.0,56.0,47.23,2020-04-01 00:00:00,2020-01-04
1,4,2020,2,0.3,5.0,26.0,4.0,6.0,33.0,55.86,2020-04-01 01:00:00,2020-01-04
1,4,2020,3,0.3,5.0,24.0,3.0,4.0,32.0,52.37,2020-04-01 02:00:00,2020-01-04
1,4,2020,4,0.2,5.0,19.0,2.0,4.0,26.0,60.84,2020-04-01 03:00:00,2020-01-04
1,4,2020,5,0.2,5.0,30.0,1.0,1.0,37.0,42.35,2020-04-01 04:00:00,2020-01-04
1,4,2020,6,0.2,7.0,39.0,3.0,5.0,50.0,37.48,2020-04-01 05:00:00,2020-01-04
1,4,2020,7,0.3,13.0,49.0,4.0,5.0,70.0,28.6,2020-04-01 06:00:00,2020-01-04
1,4,2020,8,0.3,16.0,66.0,6.0,8.0,91.0,16.1,2020-04-01 07:00:00,2020-01-04
1,4,2020,9,0.3,20.0,66.0,5.0,7.0,96.0,20.39,2020-04-01 08:00:00,2020-01-04
1,4,2020,10,0.2,21.0,52.0,8.0,10.0,84.0,34.67,2020-04-01 09:00:00,2020-01-04
1,4,2020,11,0.2,15.0,32.0,7.0,8.0,55.0,47.65,2020-04-01 10:00:00,2020-01-04
1,4,2020,12,0.2,10.0,19.0,1.0,1.0,34.0,54.34,2020-04-01 11:00:00,2020-01-04
1,4,2020,13,0.2,8.0,15.0,1.0,1.0,28.0,66.65,2020-04-01 12:00:00,2020-01-04
1,4,2020,14,0.2,6.0,9.0,4.0,4.0,18.0,79.07,2020-04-01 13:00:00,2020-01-04
