DIA,MES,ANO,HORA,ES10,ES53,ES54,fechaH,fecha
1,1,2019,1,415.0,489.0,362.0,2019-01-01 00:00:00,2019-01-01
1,1,2019,2,757.0,732.0,650.0,2019-01-01 01:00:00,2019-01-01
1,1,2019,3,624.0,567.0,478.0,2019-01-01 02:00:00,2019-01-01
1,1,2019,4,474.0,495.0,333.0,2019-01-01 03:00:00,2019-01-01
1,1,2019,5,285.0,335.0,239.0,2019-01-01 04:00:00,2019-01-01
1,1,2019,6,258.0,266.0,211.0,2019-01-01 05:00:00,2019-01-01
1,1,2019,7,295.0,347.0,245.0,2019-01-01 06:00:00,2019-01-01
1,1,2019,8,227.0,293.0,228.0,2019-01-01 07:00:00,2019-01-01
1,1,2019,9,176.0,221.0,147.0,2019-01-01 08:00:00,2019-01-01
1,1,2019,10,146.0,254.0,141.0,2019-01-01 09:00:00,2019-01-01
1,1,2019,11,169.0,250.0,135.0,2019-01-01 10:00:00,2019-01-01
1,1,2019,12,227.0,309.0,174.0,2019-01-01 11:00:00,2019-01-01
1,1,2019,13,367.0,393.0,299.0,2019-01-01 12:00:00,2019-01-01
1,1,2019,14,487.0,513.0,417.0,2019-01-01 13:00:00,2019-01-01
1,1,2019,15,513.0,547.0,477.0,2019-01-01 14:00:00,2019-01-01
1,1,2019,16,360.0,496.0,447.0,2019-01-01 15:00:00,2019-01-01
1,1,2019,17,431.0,537.0,419.0,2019-01-01 16:00:00,2019-01-01
1,1,2019,18,499.0,594.0,461.0,2019-01-01 17:00:00,2019-01-01
1,1,2019,19,557.0,701.0,558.0,2019-01-01 18:00:00,2019-01-01
1,1,2019,20,590.0,711.0,519.0,2019-01-01 19:00:00,2019-01-01
1,1,2019,21,481.0,615.0,477.0,2019-01-01 20:00:00,2019-01-01
1,1,2019,22,396.0,514.0,439.0,2019-01-01 21:00:00,2019-01-01
1,1,2019,23,283.0,464.0,324.0,2019-01-01 22:00:00,2019-01-01
1,1,2019,24,215.0,331.0,233.0,2019-01-01 23:00:00,2019-01-01
1,1,2020,1,450.0,488.0,399.0,2020-01-01 00:00:00,2020-01-01
1,1,2020,2,796.0,763.0,661.0,2020-01-01 01:00:00,2020-01-01
1,1,2020,3,653.0,576.0,467.0,2020-01-01 02:00:00,2020-01-01
1,1,2020,4,439.0,482.0,349.0,2020-01-01 03:00:00,2020-01-01
1,1,2020,5,332.0,407.0,237.0,2020-01-01 04:00:00,2020-01-01
1,1,2020,6,291.0,350.0,224.0,2020-01-01 05:00:00,2020-01-01
1,1,2020,7,279.0,353.0,248.0,2020-01-01 06:00:00,2020-01-01
1,1,2020,8,235.0,295.0,220.0,2020-01-01 07:00:00,2020-01-01
1,1,2020,9,180.0,227.0,203.0,2020-01-01 08:00:00,2020-01-01
1,1,2020,10,156.0,214.0,151.0,2020-01-01 09:00:00,2020-01-01
1,1,2020,11,167.0,234.0,145.0,2020-01-01 10:00:00,2020-01-01
1,1,2020,12,244.0,289.0,181.0,2020-01-01 11:00:00,2020-01-01
1,1,2020,13,363.0,349.0,299.0,2020-01-01 12:00:00,2020-01-01
1,1,2020,14,459.0,536.0,500.0,2020-01-01 13:00:00,2020-01-01
1,1,2020,15,498.0,513.0,514.0,2020-01-01 14:00:00,2020-01-01
1,1,2020,16,362.0,551.0,472.0,2020-01-01 15:00:00,2020-01-01
1,1,2020,17,353.0,522.0,385.0,2020-01-01 16:00:00,2020-01-01
1,1,2020,18,501.0,603.0,443.0,2020-01-01 17:00:00,2020-01-01
1,1,2020,19,612.0,697.0,553.0,2020-01-01 18:00:00,2020-01-01
1,1,2020,20,580.0,706.0,569.0,2020-01-01 19:00:00,2020-01-01
1,1,2020,21,499.0,582.0,521.0,2020-01-01 20:00:00,2020-01-01
1,1,2020,22,403.0,499.0,380.0,2020-01-01 21:00:00,2020-01-01
1,1,2020,23,331.0,470.0,328.0,2020-01-01 22:00:00,2020-01-01
1,1,2020,24,230.0,345.0,245.0,2020-01-01 23:00:00,2020-01-01
1,1,2021,1,420.0,354.0,347.0,2021-01-01 00:00:00,2021-01-01
1,1,2021,2,456.0,291.0,460.0,2021-01-01 01:00:00,2021-01-01
1,1,2021,3,169.0,143.0,134.0,2021-01-01 02:00:00,2021-01-01
1,1,2021,4,69.0,67.0,102.0,2021-01-01 03:00:00,2021-01-01
1,1,2021,5,74.0,66.0,43.0,2021-01-01 04:00:00,2021-01-01
1,1,2021,6,56.0,77.0,49.0,2021-01-01 05:00:00,2021-01-01
1,1,2021,7,86.0,153.0,107.0,2021-01-01 06:00:00,2021-01-01
1,1,2021,8,129.0,221.0,114.0,2021-01-01 07:00:00,2021-01-01
1,1,2021,9,104.0,334.0,96.0,2021-01-01 08:00:00,2021-01-01
1,1,2021,10,109.0,400.0,83.0,2021-01-01 09:00:00,2021-01-01
1,1,2021,11,180.0,407.0,118.0,2021-01-01 10:00:00,2021-01-01
1,1,2021,12,254.0,467.0,200.0,2021-01-01 11:00:00,2021-01-01
1,1,2021,13,326.0,560.0,280.0,2021-01-01 12:00:00,2021-01-01
1,1,2021,14,441.0,651.0,412.0,2021-01-01 13:00:00,2021-01-01
1,1,2021,15,394.0,631.0,358.0,2021-01-01 14:00:00,2021-01-01
1,1,2021,16,312.0,566.0,285.0,2021-01-01 15:00:00,2021-01-01
1,1,2021,17,343.0,560.0,305.0,2021-01-01 16:00:00,2021-01-01
1,1,2021,18,458.0,667.0,372.0,2021-01-01 17:00:00,2021-01-01
1,1,2021,19,502.0,711.0,385.0,2021-01-01 18:00:00,2021-01-01
1,1,2021,20,500.0,745.0,407.0,2021-01-01 19:00:00,2021-01-01
1,1,2021,21,410.0,653.0,378.0,2021-01-01 20:00:00,2021-01-01
1,1,2021,22,296.0,476.0,314.0,2021-01-01 21:00:00,2021-01-01
1,1,2021,23,282.0,407.0,248.0,2021-01-01 22:00:00,2021-01-01
1,1,2021,24,231.0,328.0,224.0,2021-01-01 23:00:00,2021-01-01
1,2,2019,1,291.0,346.0,202.0,2019-02-01 00:00:00,2019-01-02
1,2,2019,2,200.0,323.0,127.0,2019-02-01 01:00:00,2019-01-02
1,2,2019,3,81.0,198.0,87.0,2019-02-01 02:00:00,2019-01-02
1,2,2019,4,53.0,156.0,93.0,2019-02-01 03:00:00,2019-01-02
1,2,2019,5,72.0,99.0,46.0,2019-02-01 04:00:00,2019-01-02
1,2,2019,6,145.0,156.0,67.0,2019-02-01 05:00:00,2019-01-02
1,2,2019,7,318.0,426.0,156.0,2019-02-01 06:00:00,2019-01-02
1,2,2019,8,373.0,514.0,287.0,2019-02-01 07:00:00,2019-01-02
1,2,2019,9,683.0,592.0,586.0,2019-02-01 08:00:00,2019-01-02
1,2,2019,10,570.0,674.0,610.0,2019-02-01 09:00:00,2019-01-02
1,2,2019,11,534.0,569.0,563.0,2019-02-01 10:00:00,2019-01-02
1,2,2019,12,550.0,601.0,594.0,2019-02-01 11:00:00,2019-01-02
1,2,2019,13,621.0,668.0,636.0,2019-02-01 12:00:00,2019-01-02
1,2,2019,14,625.0,649.0,690.0,2019-02-01 13:00:00,2019-01-02
1,2,2019,15,656.0,693.0,716.0,2019-02-01 14:00:00,2019-01-02
1,2,2019,16,629.0,674.0,640.0,2019-02-01 15:00:00,2019-01-02
1,2,2019,17,662.0,671.0,697.0,2019-02-01 16:00:00,2019-01-02
1,2,2019,18,699.0,691.0,684.0,2019-02-01 17:00:00,2019-01-02
1,2,2019,19,715.0,775.0,737.0,2019-02-01 18:00:00,2019-01-02
1,2,2019,20,676.0,746.0,705.0,2019-02-01 19:00:00,2019-01-02
1,2,2019,21,675.0,790.0,697.0,2019-02-01 20:00:00,2019-01-02
1,2,2019,22,614.0,650.0,572.0,2019-02-01 21:00:00,2019-01-02
1,2,2019,23,486.0,667.0,510.0,2019-02-01 22:00:00,2019-01-02
1,2,2019,24,309.0,539.0,378.0,2019-02-01 23:00:00,2019-01-02
1,2,2020,1,357.0,415.0,291.0,2020-02-01 00:00:00,2020-01-02
1,2,2020,2,267.0,374.0,201.0,2020-02-01 01:00:00,2020-01-02
1,2,2020,3,172.0,329.0,177.0,2020-02-01 02:00:00,2020-01-02
1,2,2020,4,168.0,244.0,128.0,2020-02-01 03:00:00,2020-01-02
1,2,2020,5,149.0,231.0,105.0,2020-02-01 04:00:00,2020-01-02
1,2,2020,6,156.0,215.0,90.0,2020-02-01 05:00:00,2020-01-02
1,2,2020,7,221.0,252.0,135.0,2020-02-01 06:00:00,2020-01-02
1,2,2020,8,306.0,319.0,198.0,2020-02-01 07:00:00,2020-01-02
1,2,2020,9,337.0,385.0,262.0,2020-02-01 08:00:00,2020-01-02
1,2,2020,10,471.0,520.0,394.0,2020-02-01 09:00:00,2020-01-02
1,2,2020,11,568.0,643.0,515.0,2020-02-01 10:00:00,2020-01-02
1,2,2020,12,612.0,692.0,533.0,2020-02-01 11:00:00,2020-01-02
1,2,2020,13,655.0,753.0,636.0,2020-02-01 12:00:00,2020-01-02
1,2,2020,14,744.0,764.0,668.0,2020-02-01 13:00:00,2020-01-02
1,2,2020,15,682.0,746.0,695.0,2020-02-01 14:00:00,2020-01-02
1,2,2020,16,558.0,704.0,536.0,2020-02-01 15:00:00,2020-01-02
1,2,2020,17,525.0,645.0,529.0,2020-02-01 16:00:00,2020-01-02
1,2,2020,18,526.0,667.0,502.0,2020-02-01 17:00:00,2020-01-02
1,2,2020,19,705.0,710.0,573.0,2020-02-01 18:00:00,2020-01-02
1,2,2020,20,689.0,761.0,609.0,2020-02-01 19:00:00,2020-01-02
1,2,2020,21,632.0,684.0,529.0,2020-02-01 20:00:00,2020-01-02
1,2,2020,22,537.0,646.0,547.0,2020-02-01 21:00:00,2020-01-02
1,2,2020,23,491.0,562.0,472.0,2020-02-01 22:00:00,2020-01-02
1,2,2020,24,391.0,469.0,370.0,2020-02-01 23:00:00,2020-01-02
1,2,2021,1,32.0,92.0,56.0,2021-02-01 00:00:00,2021-01-02
1,2,2021,2,32.0,41.0,30.0,2021-02-01 01:00:00,2021-01-02
1,2,2021,3,45.0,40.0,28.0,2021-02-01 02:00:00,2021-01-02
1,2,2021,4,47.0,30.0,27.0,2021-02-01 03:00:00,2021-01-02
1,2,2021,5,62.0,41.0,22.0,2021-02-01 04:00:00,2021-01-02
1,2,2021,6,140.0,114.0,64.0,2021-02-01 05:00:00,2021-01-02
1,2,2021,7,389.0,298.0,174.0,2021-02-01 06:00:00,2021-01-02
1,2,2021,8,659.0,575.0,417.0,2021-02-01 07:00:00,2021-01-02
1,2,2021,9,717.0,633.0,636.0,2021-02-01 08:00:00,2021-01-02
1,2,2021,10,650.0,683.0,630.0,2021-02-01 09:00:00,2021-01-02
1,2,2021,11,608.0,680.0,573.0,2021-02-01 10:00:00,2021-01-02
1,2,2021,12,589.0,711.0,581.0,2021-02-01 11:00:00,2021-01-02
1,2,2021,13,588.0,734.0,572.0,2021-02-01 12:00:00,2021-01-02
1,2,2021,14,669.0,774.0,610.0,2021-02-01 13:00:00,2021-01-02
1,2,2021,15,690.0,716.0,663.0,2021-02-01 14:00:00,2021-01-02
1,2,2021,16,676.0,654.0,643.0,2021-02-01 15:00:00,2021-01-02
1,2,2021,17,638.0,700.0,583.0,2021-02-01 16:00:00,2021-01-02
1,2,2021,18,663.0,754.0,632.0,2021-02-01 17:00:00,2021-01-02
1,2,2021,19,704.0,747.0,636.0,2021-02-01 18:00:00,2021-01-02
1,2,2021,20,658.0,799.0,700.0,2021-02-01 19:00:00,2021-01-02
1,2,2021,21,546.0,683.0,561.0,2021-02-01 20:00:00,2021-01-02
1,2,2021,22,523.0,561.0,448.0,2021-02-01 21:00:00,2021-01-02
1,2,2021,23,181.0,277.0,184.0,2021-02-01 22:00:00,2021-01-02
1,2,2021,24,86.0,142.0,80.0,2021-02-01 23:00:00,2021-01-02
1,3,2019,1,203.0,348.0,242.0,2019-03-01 00:00:00,2019-01-03
1,3,2019,2,159.0,228.0,124.0,2019-03-01 01:00:00,2019-01-03
1,3,2019,3,107.0,174.0,85.0,2019-03-01 02:00:00,2019-01-03
1,3,2019,4,89.0,154.0,66.0,2019-03-01 03:00:00,2019-01-03
1,3,2019,5,98.0,127.0,65.0,2019-03-01 04:00:00,2019-01-03
1,3,2019,6,160.0,193.0,99.0,2019-03-01 05:00:00,2019-01-03
1,3,2019,7,410.0,399.0,228.0,2019-03-01 06:00:00,2019-01-03
1,3,2019,8,654.0,603.0,434.0,2019-03-01 07:00:00,2019-01-03
1,3,2019,9,556.0,654.0,507.0,2019-03-01 08:00:00,2019-01-03
1,3,2019,10,595.0,704.0,609.0,2019-03-01 09:00:00,2019-01-03
1,3,2019,11,564.0,645.0,592.0,2019-03-01 10:00:00,2019-01-03
1,3,2019,12,606.0,736.0,588.0,2019-03-01 11:00:00,2019-01-03
1,3,2019,13,643.0,755.0,612.0,2019-03-01 12:00:00,2019-01-03
1,3,2019,14,515.0,618.0,516.0,2019-03-01 13:00:00,2019-01-03
1,3,2019,15,653.0,738.0,621.0,2019-03-01 14:00:00,2019-01-03
1,3,2019,16,632.0,686.0,590.0,2019-03-01 15:00:00,2019-01-03
1,3,2019,17,649.0,778.0,611.0,2019-03-01 16:00:00,2019-01-03
1,3,2019,18,690.0,786.0,676.0,2019-03-01 17:00:00,2019-01-03
1,3,2019,19,700.0,782.0,645.0,2019-03-01 18:00:00,2019-01-03
1,3,2019,20,665.0,848.0,733.0,2019-03-01 19:00:00,2019-01-03
1,3,2019,21,674.0,833.0,695.0,2019-03-01 20:00:00,2019-01-03
1,3,2019,22,590.0,776.0,631.0,2019-03-01 21:00:00,2019-01-03
1,3,2019,23,458.0,593.0,516.0,2019-03-01 22:00:00,2019-01-03
1,3,2019,24,428.0,542.0,399.0,2019-03-01 23:00:00,2019-01-03
1,3,2020,1,372.0,403.0,281.0,2020-03-01 00:00:00,2020-01-03
1,3,2020,2,300.0,370.0,256.0,2020-03-01 01:00:00,2020-01-03
1,3,2020,3,243.0,312.0,187.0,2020-03-01 02:00:00,2020-01-03
1,3,2020,4,186.0,278.0,156.0,2020-03-01 03:00:00,2020-01-03
1,3,2020,5,151.0,259.0,125.0,2020-03-01 04:00:00,2020-01-03
1,3,2020,6,180.0,222.0,108.0,2020-03-01 05:00:00,2020-01-03
1,3,2020,7,208.0,280.0,143.0,2020-03-01 06:00:00,2020-01-03
1,3,2020,8,178.0,234.0,140.0,2020-03-01 07:00:00,2020-01-03
1,3,2020,9,224.0,275.0,167.0,2020-03-01 08:00:00,2020-01-03
1,3,2020,10,338.0,384.0,260.0,2020-03-01 09:00:00,2020-01-03
1,3,2020,11,412.0,441.0,325.0,2020-03-01 10:00:00,2020-01-03
1,3,2020,12,492.0,553.0,399.0,2020-03-01 11:00:00,2020-01-03
1,3,2020,13,550.0,552.0,425.0,2020-03-01 12:00:00,2020-01-03
1,3,2020,14,590.0,646.0,535.0,2020-03-01 13:00:00,2020-01-03
1,3,2020,15,588.0,645.0,538.0,2020-03-01 14:00:00,2020-01-03
1,3,2020,16,490.0,615.0,409.0,2020-03-01 15:00:00,2020-01-03
1,3,2020,17,482.0,630.0,408.0,2020-03-01 16:00:00,2020-01-03
1,3,2020,18,550.0,625.0,562.0,2020-03-01 17:00:00,2020-01-03
1,3,2020,19,577.0,724.0,457.0,2020-03-01 18:00:00,2020-01-03
1,3,2020,20,569.0,661.0,540.0,2020-03-01 19:00:00,2020-01-03
1,3,2020,21,530.0,659.0,545.0,2020-03-01 20:00:00,2020-01-03
1,3,2020,22,440.0,445.0,417.0,2020-03-01 21:00:00,2020-01-03
1,3,2020,23,307.0,341.0,296.0,2020-03-01 22:00:00,2020-01-03
1,3,2020,24,349.0,366.0,343.0,2020-03-01 23:00:00,2020-01-03
1,3,2021,1,74.0,105.0,86.0,2021-03-01 00:00:00,2021-01-03
1,3,2021,2,48.0,77.0,47.0,2021-03-01 01:00:00,2021-01-03
1,3,2021,3,47.0,46.0,31.0,2021-03-01 02:00:00,2021-01-03
1,3,2021,4,37.0,38.0,23.0,2021-03-01 03:00:00,2021-01-03
1,3,2021,5,64.0,42.0,22.0,2021-03-01 04:00:00,2021-01-03
1,3,2021,6,150.0,113.0,60.0,2021-03-01 05:00:00,2021-01-03
1,3,2021,7,392.0,306.0,179.0,2021-03-01 06:00:00,2021-01-03
1,3,2021,8,696.0,595.0,431.0,2021-03-01 07:00:00,2021-01-03
1,3,2021,9,743.0,709.0,637.0,2021-03-01 08:00:00,2021-01-03
1,3,2021,10,657.0,731.0,708.0,2021-03-01 09:00:00,2021-01-03
1,3,2021,11,570.0,691.0,543.0,2021-03-01 10:00:00,2021-01-03
1,3,2021,12,613.0,734.0,578.0,2021-03-01 11:00:00,2021-01-03
1,3,2021,13,635.0,719.0,563.0,2021-03-01 12:00:00,2021-01-03
1,3,2021,14,620.0,784.0,644.0,2021-03-01 13:00:00,2021-01-03
1,3,2021,15,683.0,709.0,713.0,2021-03-01 14:00:00,2021-01-03
1,3,2021,16,716.0,679.0,633.0,2021-03-01 15:00:00,2021-01-03
1,3,2021,17,639.0,774.0,574.0,2021-03-01 16:00:00,2021-01-03
1,3,2021,18,668.0,811.0,641.0,2021-03-01 17:00:00,2021-01-03
1,3,2021,19,645.0,784.0,641.0,2021-03-01 18:00:00,2021-01-03
1,3,2021,20,601.0,696.0,657.0,2021-03-01 19:00:00,2021-01-03
1,3,2021,21,587.0,654.0,533.0,2021-03-01 20:00:00,2021-01-03
1,3,2021,22,443.0,474.0,427.0,2021-03-01 21:00:00,2021-01-03
1,3,2021,23,302.0,315.0,293.0,2021-03-01 22:00:00,2021-01-03
1,3,2021,24,146.0,188.0,166.0,2021-03-01 23:00:00,2021-01-03
1,4,2019,1,202.0,332.0,221.0,2019-04-01 00:00:00,2019-01-04
1,4,2019,2,130.0,249.0,122.0,2019-04-01 01:00:00,2019-01-04
1,4,2019,3,100.0,193.0,82.0,2019-04-01 02:00:00,2019-01-04
1,4,2019,4,61.0,137.0,46.0,2019-04-01 03:00:00,2019-01-04
1,4,2019,5,81.0,137.0,51.0,2019-04-01 04:00:00,2019-01-04
1,4,2019,6,150.0,167.0,77.0,2019-04-01 05:00:00,2019-01-04
1,4,2019,7,446.0,444.0,225.0,2019-04-01 06:00:00,2019-01-04
1,4,2019,8,660.0,606.0,406.0,2019-04-01 07:00:00,2019-01-04
1,4,2019,9,726.0,695.0,696.0,2019-04-01 08:00:00,2019-01-04
1,4,2019,10,614.0,669.0,663.0,2019-04-01 09:00:00,2019-01-04
1,4,2019,11,568.0,648.0,583.0,2019-04-01 10:00:00,2019-01-04
1,4,2019,12,629.0,719.0,593.0,2019-04-01 11:00:00,2019-01-04
1,4,2019,13,595.0,770.0,610.0,2019-04-01 12:00:00,2019-01-04
1,4,2019,14,635.0,736.0,628.0,2019-04-01 13:00:00,2019-01-04
1,4,2019,15,656.0,765.0,694.0,2019-04-01 14:00:00,2019-01-04
1,4,2019,16,658.0,751.0,632.0,2019-04-01 15:00:00,2019-01-04
1,4,2019,17,639.0,786.0,637.0,2019-04-01 16:00:00,2019-01-04
1,4,2019,18,683.0,785.0,706.0,2019-04-01 17:00:00,2019-01-04
1,4,2019,19,662.0,760.0,753.0,2019-04-01 18:00:00,2019-01-04
1,4,2019,20,599.0,716.0,697.0,2019-04-01 19:00:00,2019-01-04
1,4,2019,21,626.0,746.0,691.0,2019-04-01 20:00:00,2019-01-04
1,4,2019,22,548.0,586.0,531.0,2019-04-01 21:00:00,2019-01-04
1,4,2019,23,450.0,475.0,411.0,2019-04-01 22:00:00,2019-01-04
1,4,2019,24,248.0,359.0,245.0,2019-04-01 23:00:00,2019-01-04
1,4,2020,1,24.0,30.0,20.0,2020-04-01 00:00:00,2020-01-04
1,4,2020,2,15.0,14.0,17.0,2020-04-01 01:00:00,2020-01-04
1,4,2020,3,22.0,20.0,14.0,2020-04-01 02:00:00,2020-01-04
1,4,2020,4,25.0,19.0,14.0,2020-04-01 03:00:00,2020-01-04
1,4,2020,5,30.0,24.0,5.0,2020-04-01 04:00:00,2020-01-04
1,4,2020,6,75.0,45.0,23.0,2020-04-01 05:00:00,2020-01-04
1,4,2020,7,143.0,102.0,64.0,2020-04-01 06:00:00,2020-01-04
1,4,2020,8,186.0,146.0,111.0,2020-04-01 07:00:00,2020-01-04
1,4,2020,9,167.0,157.0,157.0,2020-04-01 08:00:00,2020-01-04
1,4,2020,10,129.0,184.0,150.0,2020-04-01 09:00:00,2020-01-04
1,4,2020,11,131.0,179.0,137.0,2020-04-01 10:00:00,2020-01-04
1,4,2020,12,157.0,193.0,165.0,2020-04-01 11:00:00,2020-01-04
1,4,2020,13,159.0,231.0,152.0,2020-04-01 12:00:00,2020-01-04
1,4,2020,14,182.0,222.0,172.0,2020-04-01 13:00:00,2020-01-04
1,4,2020,15,194.0,215.0,213.0,2020-04-01 14:00:00,2020-01-04
1,4,2020,16,181.0,197.0,155.0,2020-04-01 15:00:00,2020-01-04
1,4,2020,17,132.0,189.0,116.0,2020-04-01 16:00:00,2020-01-04
1,4,2020,18,117.0,152.0,122.0,2020-04-01 17:00:00,2020-01-04
1,4,2020,19,101.0,128.0,120.0,2020-04-01 18:00:00,2020-01-04
1,4,2020,20,120.0,130.0,117.0,2020-04-01 19:00:00,2020-01-04
1,4,2020,21,92.0,123.0,113.0,2020-04-01 20:00:00,2020-01-04
1,4,2020,22,92.0,114.0,111.0,2020-04-01 21:00:00,2020-01-04
1,4,2020,23,67.0,83.0,61.0,2020-04-01 22:00:00,2020-01-04
1,4,2020,24,49.0,46.0,31.0,2020-04-01 23:00:00,2020-01-04
1,4,2021,1,139.0,151.0,128.0,2021-04-01 00:00:00,2021-01-04
1,4,2021,2,44.0,53.0,35.0,2021-04-01 01:00:00,2021-01-04
1,4,2021,3,52.0,52.0,33.0,2021-04-01 02:00:00,2021-01-04
1,4,2021,4,40.0,54.0,32.0,2021-04-01 03:00:00,2021-01-04
1,4,2021,5,32.0,53.0,23.0,2021-04-01 04:00:00,2021-01-04
1,4,2021,6,62.0,60.0,38.0,2021-04-01 05:00:00,2021-01-04
1,4,2021,7,121.0,113.0,79.0,2021-04-01 06:00:00,2021-01-04
1,4,2021,8,205.0,195.0,133.0,2021-04-01 07:00:00,2021-01-04
1,4,2021,9,318.0,298.0,174.0,2021-04-01 08:00:00,2021-01-04
1,4,2021,10,374.0,465.0,280.0,2021-04-01 09:00:00,2021-01-04
1,4,2021,11,453.0,502.0,338.0,2021-04-01 10:00:00,2021-01-04
1,4,2021,12,571.0,649.0,481.0,2021-04-01 11:00:00,2021-01-04
1,4,2021,13,582.0,632.0,512.0,2021-04-01 12:00:00,2021-01-04
1,4,2021,14,576.0,670.0,521.0,2021-04-01 13:00:00,2021-01-04
1,4,2021,15,496.0,635.0,465.0,2021-04-01 14:00:00,2021-01-04
1,4,2021,16,420.0,592.0,386.0,2021-04-01 15:00:00,2021-01-04
1,4,2021,17,431.0,600.0,389.0,2021-04-01 16:00:00,2021-01-04
1,4,2021,18,528.0,606.0,433.0,2021-04-01 17:00:00,2021-01-04
1,4,2021,19,516.0,680.0,463.0,2021-04-01 18:00:00,2021-01-04
1,4,2021,20,491.0,664.0,474.0,2021-04-01 19:00:00,2021-01-04
1,4,2021,21,516.0,692.0,509.0,2021-04-01 20:00:00,2021-01-04
1,4,2021,22,510.0,616.0,444.0,2021-04-01 21:00:00,2021-01-04
1,4,2021,23,517.0,536.0,485.0,2021-04-01 22:00:00,2021-01-04
1,4,2021,24,354.0,399.0,372.0,2021-04-01 23:00:00,2021-01-04
1,5,2019,1,524.0,401.0,245.0,2019-05-01 00:00:00,2019-01-05
1,5,2019,2,412.0,308.0,166.0,2019-05-01 01:00:00,2019-01-05
1,5,2019,3,303.0,241.0,121.0,2019-05-01 02:00:00,2019-01-05
1,5,2019,4,281.0,182.0,97.0,2019-05-01 03:00:00,2019-01-05
1,5,2019,5,172.0,129.0,57.0,2019-05-01 04:00:00,2019-01-05
1,5,2019,6,194.0,137.0,66.0,2019-05-01 05:00:00,2019-01-05
1,5,2019,7,329.0,193.0,113.0,2019-05-01 06:00:00,2019-01-05
1,5,2019,8,311.0,175.0,130.0,2019-05-01 07:00:00,2019-01-05
1,5,2019,9,360.0,290.0,167.0,2019-05-01 08:00:00,2019-01-05
1,5,2019,10,464.0,343.0,218.0,2019-05-01 09:00:00,2019-01-05
1,5,2019,11,615.0,421.0,273.0,2019-05-01 10:00:00,2019-01-05
1,5,2019,12,725.0,479.0,360.0,2019-05-01 11:00:00,2019-01-05
1,5,2019,13,850.0,507.0,415.0,2019-05-01 12:00:00,2019-01-05
1,5,2019,14,974.0,655.0,455.0,2019-05-01 13:00:00,2019-01-05
1,5,2019,15,924.0,580.0,416.0,2019-05-01 14:00:00,2019-01-05
1,5,2019,16,695.0,490.0,332.0,2019-05-01 15:00:00,2019-01-05
1,5,2019,17,755.0,561.0,365.0,2019-05-01 16:00:00,2019-01-05
1,5,2019,18,886.0,581.0,397.0,2019-05-01 17:00:00,2019-01-05
1,5,2019,19,919.0,606.0,439.0,2019-05-01 18:00:00,2019-01-05
1,5,2019,20,965.0,658.0,489.0,2019-05-01 19:00:00,2019-01-05
1,5,2019,21,940.0,612.0,453.0,2019-05-01 20:00:00,2019-01-05
1,5,2019,22,1082.0,613.0,473.0,2019-05-01 21:00:00,2019-01-05
1,5,2019,23,879.0,530.0,411.0,2019-05-01 22:00:00,2019-01-05
1,5,2019,24,678.0,464.0,326.0,2019-05-01 23:00:00,2019-01-05
1,5,2020,1,46.0,64.0,45.0,2020-05-01 00:00:00,2020-01-05
1,5,2020,2,12.0,45.0,24.0,2020-05-01 01:00:00,2020-01-05
1,5,2020,3,29.0,34.0,21.0,2020-05-01 02:00:00,2020-01-05
1,5,2020,4,9.0,30.0,12.0,2020-05-01 03:00:00,2020-01-05
1,5,2020,5,16.0,26.0,16.0,2020-05-01 04:00:00,2020-01-05
1,5,2020,6,39.0,41.0,16.0,2020-05-01 05:00:00,2020-01-05
1,5,2020,7,73.0,53.0,42.0,2020-05-01 06:00:00,2020-01-05
1,5,2020,8,114.0,90.0,71.0,2020-05-01 07:00:00,2020-01-05
1,5,2020,9,95.0,133.0,84.0,2020-05-01 08:00:00,2020-01-05
1,5,2020,10,109.0,174.0,83.0,2020-05-01 09:00:00,2020-01-05
1,5,2020,11,94.0,212.0,100.0,2020-05-01 10:00:00,2020-01-05
1,5,2020,12,129.0,232.0,134.0,2020-05-01 11:00:00,2020-01-05
1,5,2020,13,142.0,263.0,152.0,2020-05-01 12:00:00,2020-01-05
1,5,2020,14,126.0,252.0,154.0,2020-05-01 13:00:00,2020-01-05
1,5,2020,15,169.0,234.0,179.0,2020-05-01 14:00:00,2020-01-05
1,5,2020,16,122.0,215.0,130.0,2020-05-01 15:00:00,2020-01-05
1,5,2020,17,112.0,198.0,117.0,2020-05-01 16:00:00,2020-01-05
1,5,2020,18,102.0,202.0,97.0,2020-05-01 17:00:00,2020-01-05
1,5,2020,19,86.0,202.0,121.0,2020-05-01 18:00:00,2020-01-05
1,5,2020,20,100.0,222.0,139.0,2020-05-01 19:00:00,2020-01-05
1,5,2020,21,109.0,208.0,138.0,2020-05-01 20:00:00,2020-01-05
1,5,2020,22,91.0,147.0,117.0,2020-05-01 21:00:00,2020-01-05
1,5,2020,23,81.0,112.0,114.0,2020-05-01 22:00:00,2020-01-05
1,5,2020,24,44.0,92.0,81.0,2020-05-01 23:00:00,2020-01-05
1,5,2021,1,173.0,216.0,187.0,2021-05-01 00:00:00,2021-01-05
1,5,2021,2,85.0,101.0,62.0,2021-05-01 01:00:00,2021-01-05
1,5,2021,3,44.0,10.0,5.0,2021-05-01 02:00:00,2021-01-05
1,5,2021,4,48.0,69.0,44.0,2021-05-01 03:00:00,2021-01-05
