DIA,MES,ANO,HORA,ES10,ES53,ES54,fechaH,fecha
6,11,2020,4,36.0,48.0,27.0,2020-11-06 03:00:00,2020-06-11
6,11,2020,5,59.0,55.0,25.0,2020-11-06 04:00:00,2020-06-11
6,11,2020,6,149.0,104.0,65.0,2020-11-06 05:00:00,2020-06-11
6,11,2020,7,395.0,318.0,191.0,2020-11-06 06:00:00,2020-06-11
6,11,2020,8,698.0,581.0,418.0,2020-11-06 07:00:00,2020-06-11
6,11,2020,9,704.0,700.0,690.0,2020-11-06 08:00:00,2020-06-11
6,11,2020,10,673.0,763.0,657.0,2020-11-06 09:00:00,2020-06-11
6,11,2020,11,566.0,746.0,554.0,2020-11-06 10:00:00,2020-06-11
6,11,2020,12,588.0,741.0,591.0,2020-11-06 11:00:00,2020-06-11
6,11,2020,13,639.0,808.0,610.0,2020-11-06 12:00:00,2020-06-11
6,11,2020,14,753.0,868.0,670.0,2020-11-06 13:00:00,2020-06-11
6,11,2020,15,675.0,812.0,741.0,2020-11-06 14:00:00,2020-06-11
6,11,2020,16,694.0,749.0,678.0,2020-11-06 15:00:00,2020-06-11
6,11,2020,17,662.0,830.0,592.0,2020-11-06 16:00:00,2020-06-11
6,11,2020,18,677.0,811.0,665.0,2020-11-06 17:00:00,2020-06-11
6,11,2020,19,657.0,810.0,654.0,2020-11-06 18:00:00,2020-06-11
6,11,2020,20,682.0,840.0,642.0,2020-11-06 19:00:00,2020-06-11
6,11,2020,21,685.0,831.0,593.0,2020-11-06 20:00:00,2020-06-11
6,11,2020,22,503.0,677.0,485.0,2020-11-06 21:00:00,2020-06-11
6,11,2020,23,447.0,538.0,392.0,2020-11-06 22:00:00,2020-06-11
6,11,2020,24,344.0,407.0,345.0,2020-11-06 23:00:00,2020-06-11
6,12,2018,1,276.0,362.0,242.0,2018-12-06 00:00:00,2018-06-12
6,12,2018,2,183.0,310.0,217.0,2018-12-06 01:00:00,2018-06-12
6,12,2018,3,158.0,278.0,116.0,2018-12-06 02:00:00,2018-06-12
6,12,2018,4,123.0,204.0,112.0,2018-12-06 03:00:00,2018-06-12
6,12,2018,5,106.0,185.0,87.0,2018-12-06 04:00:00,2018-06-12
6,12,2018,6,116.0,187.0,85.0,2018-12-06 05:00:00,2018-06-12
6,12,2018,7,213.0,234.0,123.0,2018-12-06 06:00:00,2018-06-12
6,12,2018,8,246.0,241.0,147.0,2018-12-06 07:00:00,2018-06-12
6,12,2018,9,328.0,352.0,213.0,2018-12-06 08:00:00,2018-06-12
6,12,2018,10,413.0,426.0,279.0,2018-12-06 09:00:00,2018-06-12
6,12,2018,11,471.0,505.0,338.0,2018-12-06 10:00:00,2018-06-12
6,12,2018,12,555.0,561.0,400.0,2018-12-06 11:00:00,2018-06-12
6,12,2018,13,563.0,622.0,523.0,2018-12-06 12:00:00,2018-06-12
6,12,2018,14,596.0,599.0,497.0,2018-12-06 13:00:00,2018-06-12
6,12,2018,15,548.0,669.0,490.0,2018-12-06 14:00:00,2018-06-12
6,12,2018,16,413.0,616.0,446.0,2018-12-06 15:00:00,2018-06-12
6,12,2018,17,475.0,615.0,433.0,2018-12-06 16:00:00,2018-06-12
6,12,2018,18,559.0,675.0,494.0,2018-12-06 17:00:00,2018-06-12
6,12,2018,19,563.0,710.0,524.0,2018-12-06 18:00:00,2018-06-12
6,12,2018,20,546.0,748.0,536.0,2018-12-06 19:00:00,2018-06-12
6,12,2018,21,534.0,673.0,511.0,2018-12-06 20:00:00,2018-06-12
6,12,2018,22,454.0,573.0,420.0,2018-12-06 21:00:00,2018-06-12
6,12,2018,23,457.0,588.0,422.0,2018-12-06 22:00:00,2018-06-12
6,12,2018,24,316.0,479.0,271.0,2018-12-06 23:00:00,2018-06-12
6,12,2019,1,308.0,413.0,377.0,2019-12-06 00:00:00,2019-06-12
6,12,2019,2,209.0,270.0,297.0,2019-12-06 01:00:00,2019-06-12
6,12,2019,3,166.0,259.0,262.0,2019-12-06 02:00:00,2019-06-12
6,12,2019,4,119.0,209.0,152.0,2019-12-06 03:00:00,2019-06-12
6,12,2019,5,111.0,183.0,164.0,2019-12-06 04:00:00,2019-06-12
6,12,2019,6,131.0,216.0,154.0,2019-12-06 05:00:00,2019-06-12
6,12,2019,7,206.0,240.0,184.0,2019-12-06 06:00:00,2019-06-12
6,12,2019,8,242.0,262.0,232.0,2019-12-06 07:00:00,2019-06-12
6,12,2019,9,316.0,324.0,276.0,2019-12-06 08:00:00,2019-06-12
6,12,2019,10,369.0,442.0,436.0,2019-12-06 09:00:00,2019-06-12
6,12,2019,11,503.0,511.0,497.0,2019-12-06 10:00:00,2019-06-12
6,12,2019,12,551.0,621.0,515.0,2019-12-06 11:00:00,2019-06-12
6,12,2019,13,545.0,701.0,683.0,2019-12-06 12:00:00,2019-06-12
6,12,2019,14,585.0,741.0,732.0,2019-12-06 13:00:00,2019-06-12
6,12,2019,15,506.0,704.0,686.0,2019-12-06 14:00:00,2019-06-12
6,12,2019,16,455.0,618.0,630.0,2019-12-06 15:00:00,2019-06-12
6,12,2019,17,475.0,658.0,595.0,2019-12-06 16:00:00,2019-06-12
6,12,2019,18,531.0,696.0,640.0,2019-12-06 17:00:00,2019-06-12
6,12,2019,19,572.0,720.0,706.0,2019-12-06 18:00:00,2019-06-12
6,12,2019,20,576.0,718.0,812.0,2019-12-06 19:00:00,2019-06-12
6,12,2019,21,486.0,680.0,754.0,2019-12-06 20:00:00,2019-06-12
6,12,2019,22,498.0,686.0,761.0,2019-12-06 21:00:00,2019-06-12
6,12,2019,23,509.0,625.0,601.0,2019-12-06 22:00:00,2019-06-12
6,12,2019,24,416.0,574.0,518.0,2019-12-06 23:00:00,2019-06-12
6,12,2020,1,309.0,418.0,826.0,2020-12-06 00:00:00,2020-06-12
6,12,2020,2,132.0,226.0,143.0,2020-12-06 01:00:00,2020-06-12
6,12,2020,3,61.0,88.0,42.0,2020-12-06 02:00:00,2020-06-12
6,12,2020,4,45.0,76.0,357.0,2020-12-06 03:00:00,2020-06-12
6,12,2020,5,48.0,60.0,893.0,2020-12-06 04:00:00,2020-06-12
6,12,2020,6,56.0,61.0,167.0,2020-12-06 05:00:00,2020-06-12
6,12,2020,7,111.0,121.0,1145.0,2020-12-06 06:00:00,2020-06-12
6,12,2020,8,155.0,142.0,341.0,2020-12-06 07:00:00,2020-06-12
6,12,2020,9,218.0,224.0,566.0,2020-12-06 08:00:00,2020-06-12
6,12,2020,10,334.0,397.0,669.0,2020-12-06 09:00:00,2020-06-12
6,12,2020,11,443.0,560.0,801.0,2020-12-06 10:00:00,2020-06-12
6,12,2020,12,563.0,714.0,653.0,2020-12-06 11:00:00,2020-06-12
6,12,2020,13,621.0,797.0,777.0,2020-12-06 12:00:00,2020-06-12
6,12,2020,14,632.0,773.0,552.0,2020-12-06 13:00:00,2020-06-12
6,12,2020,15,590.0,848.0,1158.0,2020-12-06 14:00:00,2020-06-12
6,12,2020,16,482.0,713.0,659.0,2020-12-06 15:00:00,2020-06-12
6,12,2020,17,476.0,636.0,833.0,2020-12-06 16:00:00,2020-06-12
6,12,2020,18,536.0,717.0,913.0,2020-12-06 17:00:00,2020-06-12
6,12,2020,19,562.0,724.0,929.0,2020-12-06 18:00:00,2020-06-12
6,12,2020,20,528.0,735.0,937.0,2020-12-06 19:00:00,2020-06-12
6,12,2020,21,470.0,675.0,438.0,2020-12-06 20:00:00,2020-06-12
6,12,2020,22,405.0,574.0,733.0,2020-12-06 21:00:00,2020-06-12
6,12,2020,23,383.0,485.0,866.0,2020-12-06 22:00:00,2020-06-12
6,12,2020,24,365.0,432.0,881.0,2020-12-06 23:00:00,2020-06-12
7,1,2019,1,250.0,362.0,259.0,2019-01-07 00:00:00,2019-07-01
7,1,2019,2,151.0,276.0,182.0,2019-01-07 01:00:00,2019-07-01
7,1,2019,3,112.0,253.0,110.0,2019-01-07 02:00:00,2019-07-01
7,1,2019,4,88.0,172.0,74.0,2019-01-07 03:00:00,2019-07-01
7,1,2019,5,71.0,129.0,69.0,2019-01-07 04:00:00,2019-07-01
7,1,2019,6,96.0,146.0,72.0,2019-01-07 05:00:00,2019-07-01
7,1,2019,7,161.0,174.0,84.0,2019-01-07 06:00:00,2019-07-01
7,1,2019,8,180.0,210.0,134.0,2019-01-07 07:00:00,2019-07-01
7,1,2019,9,225.0,264.0,163.0,2019-01-07 08:00:00,2019-07-01
7,1,2019,10,300.0,406.0,241.0,2019-01-07 09:00:00,2019-07-01
7,1,2019,11,373.0,506.0,300.0,2019-01-07 10:00:00,2019-07-01
7,1,2019,12,482.0,584.0,381.0,2019-01-07 11:00:00,2019-07-01
7,1,2019,13,496.0,636.0,413.0,2019-01-07 12:00:00,2019-07-01
7,1,2019,14,509.0,615.0,454.0,2019-01-07 13:00:00,2019-07-01
7,1,2019,15,505.0,644.0,498.0,2019-01-07 14:00:00,2019-07-01
7,1,2019,16,453.0,611.0,435.0,2019-01-07 15:00:00,2019-07-01
7,1,2019,17,462.0,642.0,407.0,2019-01-07 16:00:00,2019-07-01
7,1,2019,18,537.0,681.0,479.0,2019-01-07 17:00:00,2019-07-01
7,1,2019,19,578.0,655.0,515.0,2019-01-07 18:00:00,2019-07-01
7,1,2019,20,518.0,716.0,578.0,2019-01-07 19:00:00,2019-07-01
7,1,2019,21,444.0,627.0,485.0,2019-01-07 20:00:00,2019-07-01
7,1,2019,22,432.0,570.0,411.0,2019-01-07 21:00:00,2019-07-01
7,1,2019,23,326.0,399.0,335.0,2019-01-07 22:00:00,2019-07-01
7,1,2019,24,266.0,304.0,232.0,2019-01-07 23:00:00,2019-07-01
7,1,2020,1,171.0,251.0,185.0,2020-01-07 00:00:00,2020-07-01
7,1,2020,2,113.0,208.0,132.0,2020-01-07 01:00:00,2020-07-01
7,1,2020,3,80.0,159.0,73.0,2020-01-07 02:00:00,2020-07-01
7,1,2020,4,78.0,117.0,53.0,2020-01-07 03:00:00,2020-07-01
7,1,2020,5,92.0,106.0,50.0,2020-01-07 04:00:00,2020-07-01
7,1,2020,6,180.0,168.0,53.0,2020-01-07 05:00:00,2020-07-01
7,1,2020,7,380.0,410.0,224.0,2020-01-07 06:00:00,2020-07-01
7,1,2020,8,618.0,571.0,427.0,2020-01-07 07:00:00,2020-07-01
7,1,2020,9,637.0,664.0,603.0,2020-01-07 08:00:00,2020-07-01
7,1,2020,10,611.0,697.0,620.0,2020-01-07 09:00:00,2020-07-01
7,1,2020,11,567.0,660.0,578.0,2020-01-07 10:00:00,2020-07-01
7,1,2020,12,615.0,735.0,613.0,2020-01-07 11:00:00,2020-07-01
7,1,2020,13,642.0,760.0,650.0,2020-01-07 12:00:00,2020-07-01
7,1,2020,14,660.0,759.0,644.0,2020-01-07 13:00:00,2020-07-01
7,1,2020,15,663.0,730.0,687.0,2020-01-07 14:00:00,2020-07-01
7,1,2020,16,649.0,705.0,638.0,2020-01-07 15:00:00,2020-07-01
7,1,2020,17,650.0,752.0,668.0,2020-01-07 16:00:00,2020-07-01
7,1,2020,18,679.0,776.0,682.0,2020-01-07 17:00:00,2020-07-01
7,1,2020,19,669.0,776.0,705.0,2020-01-07 18:00:00,2020-07-01
7,1,2020,20,652.0,759.0,748.0,2020-01-07 19:00:00,2020-07-01
7,1,2020,21,652.0,731.0,692.0,2020-01-07 20:00:00,2020-07-01
7,1,2020,22,520.0,604.0,571.0,2020-01-07 21:00:00,2020-07-01
7,1,2020,23,391.0,452.0,402.0,2020-01-07 22:00:00,2020-07-01
7,1,2020,24,263.0,341.0,262.0,2020-01-07 23:00:00,2020-07-01
7,1,2021,1,158.0,269.0,140.0,2021-01-07 00:00:00,2021-07-01
7,1,2021,2,49.0,126.0,51.0,2021-01-07 01:00:00,2021-07-01
7,1,2021,3,45.0,69.0,27.0,2021-01-07 02:00:00,2021-07-01
7,1,2021,4,43.0,54.0,16.0,2021-01-07 03:00:00,2021-07-01
7,1,2021,5,61.0,49.0,25.0,2021-01-07 04:00:00,2021-07-01
7,1,2021,6,153.0,92.0,66.0,2021-01-07 05:00:00,2021-07-01
7,1,2021,7,350.0,249.0,178.0,2021-01-07 06:00:00,2021-07-01
7,1,2021,8,530.0,379.0,327.0,2021-01-07 07:00:00,2021-07-01
7,1,2021,9,508.0,476.0,423.0,2021-01-07 08:00:00,2021-07-01
7,1,2021,10,572.0,629.0,486.0,2021-01-07 09:00:00,2021-07-01
7,1,2021,11,559.0,644.0,522.0,2021-01-07 10:00:00,2021-07-01
7,1,2021,12,581.0,716.0,570.0,2021-01-07 11:00:00,2021-07-01
7,1,2021,13,608.0,840.0,562.0,2021-01-07 12:00:00,2021-07-01
7,1,2021,14,589.0,869.0,579.0,2021-01-07 13:00:00,2021-07-01
7,1,2021,15,597.0,813.0,558.0,2021-01-07 14:00:00,2021-07-01
7,1,2021,16,503.0,748.0,525.0,2021-01-07 15:00:00,2021-07-01
7,1,2021,17,514.0,761.0,503.0,2021-01-07 16:00:00,2021-07-01
7,1,2021,18,608.0,730.0,475.0,2021-01-07 17:00:00,2021-07-01
7,1,2021,19,581.0,802.0,538.0,2021-01-07 18:00:00,2021-07-01
7,1,2021,20,634.0,857.0,579.0,2021-01-07 19:00:00,2021-07-01
7,1,2021,21,528.0,709.0,493.0,2021-01-07 20:00:00,2021-07-01
7,1,2021,22,406.0,575.0,379.0,2021-01-07 21:00:00,2021-07-01
7,1,2021,23,325.0,439.0,270.0,2021-01-07 22:00:00,2021-07-01
7,1,2021,24,208.0,309.0,195.0,2021-01-07 23:00:00,2021-07-01
7,2,2019,1,199.0,273.0,168.0,2019-02-07 00:00:00,2019-07-02
7,2,2019,2,117.0,194.0,119.0,2019-02-07 01:00:00,2019-07-02
7,2,2019,3,90.0,145.0,71.0,2019-02-07 02:00:00,2019-07-02
7,2,2019,4,65.0,93.0,53.0,2019-02-07 03:00:00,2019-07-02
7,2,2019,5,81.0,103.0,42.0,2019-02-07 04:00:00,2019-07-02
7,2,2019,6,151.0,162.0,70.0,2019-02-07 05:00:00,2019-07-02
7,2,2019,7,421.0,397.0,175.0,2019-02-07 06:00:00,2019-07-02
7,2,2019,8,695.0,627.0,436.0,2019-02-07 07:00:00,2019-07-02
7,2,2019,9,691.0,703.0,651.0,2019-02-07 08:00:00,2019-07-02
7,2,2019,10,713.0,678.0,671.0,2019-02-07 09:00:00,2019-07-02
7,2,2019,11,579.0,612.0,594.0,2019-02-07 10:00:00,2019-07-02
7,2,2019,12,608.0,708.0,617.0,2019-02-07 11:00:00,2019-07-02
7,2,2019,13,623.0,708.0,674.0,2019-02-07 12:00:00,2019-07-02
7,2,2019,14,680.0,760.0,654.0,2019-02-07 13:00:00,2019-07-02
7,2,2019,15,656.0,694.0,719.0,2019-02-07 14:00:00,2019-07-02
7,2,2019,16,683.0,697.0,649.0,2019-02-07 15:00:00,2019-07-02
7,2,2019,17,668.0,694.0,665.0,2019-02-07 16:00:00,2019-07-02
7,2,2019,18,743.0,787.0,729.0,2019-02-07 17:00:00,2019-07-02
7,2,2019,19,703.0,783.0,732.0,2019-02-07 18:00:00,2019-07-02
7,2,2019,20,668.0,761.0,748.0,2019-02-07 19:00:00,2019-07-02
7,2,2019,21,625.0,706.0,692.0,2019-02-07 20:00:00,2019-07-02
7,2,2019,22,575.0,636.0,597.0,2019-02-07 21:00:00,2019-07-02
7,2,2019,23,431.0,504.0,438.0,2019-02-07 22:00:00,2019-07-02
7,2,2019,24,260.0,368.0,306.0,2019-02-07 23:00:00,2019-07-02
7,2,2020,1,204.0,268.0,215.0,2020-02-07 00:00:00,2020-07-02
7,2,2020,2,126.0,168.0,124.0,2020-02-07 01:00:00,2020-07-02
7,2,2020,3,93.0,167.0,76.0,2020-02-07 02:00:00,2020-07-02
7,2,2020,4,84.0,140.0,52.0,2020-02-07 03:00:00,2020-07-02
7,2,2020,5,108.0,133.0,52.0,2020-02-07 04:00:00,2020-07-02
7,2,2020,6,190.0,158.0,85.0,2020-02-07 05:00:00,2020-07-02
7,2,2020,7,435.0,417.0,244.0,2020-02-07 06:00:00,2020-07-02
7,2,2020,8,661.0,590.0,450.0,2020-02-07 07:00:00,2020-07-02
7,2,2020,9,704.0,666.0,629.0,2020-02-07 08:00:00,2020-07-02
7,2,2020,10,648.0,717.0,660.0,2020-02-07 09:00:00,2020-07-02
7,2,2020,11,581.0,665.0,571.0,2020-02-07 10:00:00,2020-07-02
7,2,2020,12,598.0,657.0,575.0,2020-02-07 11:00:00,2020-07-02
7,2,2020,13,628.0,709.0,618.0,2020-02-07 12:00:00,2020-07-02
7,2,2020,14,656.0,699.0,606.0,2020-02-07 13:00:00,2020-07-02
7,2,2020,15,656.0,720.0,703.0,2020-02-07 14:00:00,2020-07-02
7,2,2020,16,659.0,710.0,672.0,2020-02-07 15:00:00,2020-07-02
7,2,2020,17,629.0,669.0,674.0,2020-02-07 16:00:00,2020-07-02
7,2,2020,18,727.0,740.0,723.0,2020-02-07 17:00:00,2020-07-02
7,2,2020,19,670.0,779.0,726.0,2020-02-07 18:00:00,2020-07-02
7,2,2020,20,674.0,787.0,764.0,2020-02-07 19:00:00,2020-07-02
7,2,2020,21,679.0,806.0,688.0,2020-02-07 20:00:00,2020-07-02
7,2,2020,22,672.0,661.0,641.0,2020-02-07 21:00:00,2020-07-02
7,2,2020,23,500.0,534.0,438.0,2020-02-07 22:00:00,2020-07-02
7,2,2020,24,387.0,511.0,367.0,2020-02-07 23:00:00,2020-07-02
7,2,2021,1,58.0,103.0,71.0,2021-02-07 00:00:00,2021-07-02
7,2,2021,2,36.0,58.0,31.0,2021-02-07 01:00:00,2021-07-02
7,2,2021,3,28.0,53.0,32.0,2021-02-07 02:00:00,2021-07-02
7,2,2021,4,42.0,51.0,26.0,2021-02-07 03:00:00,2021-07-02
7,2,2021,5,29.0,35.0,26.0,2021-02-07 04:00:00,2021-07-02
7,2,2021,6,31.0,45.0,30.0,2021-02-07 05:00:00,2021-07-02
7,2,2021,7,99.0,114.0,60.0,2021-02-07 06:00:00,2021-07-02
7,2,2021,8,134.0,150.0,93.0,2021-02-07 07:00:00,2021-07-02
7,2,2021,9,212.0,230.0,135.0,2021-02-07 08:00:00,2021-07-02
7,2,2021,10,305.0,380.0,271.0,2021-02-07 09:00:00,2021-07-02
7,2,2021,11,446.0,506.0,358.0,2021-02-07 10:00:00,2021-07-02
7,2,2021,12,545.0,624.0,406.0,2021-02-07 11:00:00,2021-07-02
7,2,2021,13,575.0,725.0,496.0,2021-02-07 12:00:00,2021-07-02
7,2,2021,14,582.0,680.0,547.0,2021-02-07 13:00:00,2021-07-02
7,2,2021,15,561.0,707.0,505.0,2021-02-07 14:00:00,2021-07-02
7,2,2021,16,481.0,678.0,459.0,2021-02-07 15:00:00,2021-07-02
7,2,2021,17,448.0,620.0,433.0,2021-02-07 16:00:00,2021-07-02
7,2,2021,18,484.0,672.0,463.0,2021-02-07 17:00:00,2021-07-02
7,2,2021,19,543.0,640.0,510.0,2021-02-07 18:00:00,2021-07-02
7,2,2021,20,508.0,659.0,485.0,2021-02-07 19:00:00,2021-07-02
7,2,2021,21,464.0,550.0,397.0,2021-02-07 20:00:00,2021-07-02
7,2,2021,22,530.0,494.0,496.0,2021-02-07 21:00:00,2021-07-02
7,2,2021,23,206.0,269.0,225.0,2021-02-07 22:00:00,2021-07-02
7,2,2021,24,95.0,175.0,109.0,2021-02-07 23:00:00,2021-07-02
7,3,2019,1,196.0,261.0,171.0,2019-03-07 00:00:00,2019-07-03
7,3,2019,2,101.0,158.0,96.0,2019-03-07 01:00:00,2019-07-03
7,3,2019,3,89.0,164.0,58.0,2019-03-07 02:00:00,2019-07-03
7,3,2019,4,68.0,113.0,56.0,2019-03-07 03:00:00,2019-07-03
7,3,2019,5,74.0,107.0,42.0,2019-03-07 04:00:00,2019-07-03
7,3,2019,6,154.0,155.0,72.0,2019-03-07 05:00:00,2019-07-03
7,3,2019,7,455.0,434.0,215.0,2019-03-07 06:00:00,2019-07-03
7,3,2019,8,688.0,595.0,480.0,2019-03-07 07:00:00,2019-07-03
7,3,2019,9,652.0,719.0,660.0,2019-03-07 08:00:00,2019-07-03
7,3,2019,10,649.0,720.0,663.0,2019-03-07 09:00:00,2019-07-03
7,3,2019,11,529.0,704.0,600.0,2019-03-07 10:00:00,2019-07-03
7,3,2019,12,488.0,577.0,504.0,2019-03-07 11:00:00,2019-07-03
7,3,2019,13,625.0,751.0,670.0,2019-03-07 12:00:00,2019-07-03
7,3,2019,14,604.0,685.0,665.0,2019-03-07 13:00:00,2019-07-03
7,3,2019,15,601.0,719.0,654.0,2019-03-07 14:00:00,2019-07-03
7,3,2019,16,639.0,693.0,615.0,2019-03-07 15:00:00,2019-07-03
7,3,2019,17,673.0,757.0,718.0,2019-03-07 16:00:00,2019-07-03
7,3,2019,18,653.0,819.0,707.0,2019-03-07 17:00:00,2019-07-03
7,3,2019,19,681.0,729.0,660.0,2019-03-07 18:00:00,2019-07-03
7,3,2019,20,677.0,782.0,711.0,2019-03-07 19:00:00,2019-07-03
7,3,2019,21,662.0,801.0,719.0,2019-03-07 20:00:00,2019-07-03
7,3,2019,22,584.0,664.0,548.0,2019-03-07 21:00:00,2019-07-03
7,3,2019,23,455.0,512.0,409.0,2019-03-07 22:00:00,2019-07-03
7,3,2019,24,281.0,383.0,241.0,2019-03-07 23:00:00,2019-07-03
7,3,2020,1,307.0,436.0,318.0,2020-03-07 00:00:00,2020-07-03
7,3,2020,2,248.0,336.0,220.0,2020-03-07 01:00:00,2020-07-03
7,3,2020,3,199.0,262.0,181.0,2020-03-07 02:00:00,2020-07-03
7,3,2020,4,157.0,228.0,116.0,2020-03-07 03:00:00,2020-07-03
7,3,2020,5,118.0,174.0,85.0,2020-03-07 04:00:00,2020-07-03
7,3,2020,6,163.0,179.0,85.0,2020-03-07 05:00:00,2020-07-03
7,3,2020,7,207.0,264.0,149.0,2020-03-07 06:00:00,2020-07-03
7,3,2020,8,284.0,313.0,195.0,2020-03-07 07:00:00,2020-07-03
7,3,2020,9,335.0,396.0,298.0,2020-03-07 08:00:00,2020-07-03
7,3,2020,10,454.0,474.0,448.0,2020-03-07 09:00:00,2020-07-03
7,3,2020,11,539.0,512.0,473.0,2020-03-07 10:00:00,2020-07-03
7,3,2020,12,580.0,637.0,608.0,2020-03-07 11:00:00,2020-07-03
7,3,2020,13,681.0,765.0,575.0,2020-03-07 12:00:00,2020-07-03
7,3,2020,14,558.0,646.0,625.0,2020-03-07 13:00:00,2020-07-03
7,3,2020,15,630.0,727.0,636.0,2020-03-07 14:00:00,2020-07-03
7,3,2020,16,522.0,701.0,518.0,2020-03-07 15:00:00,2020-07-03
7,3,2020,17,490.0,670.0,480.0,2020-03-07 16:00:00,2020-07-03
7,3,2020,18,552.0,644.0,544.0,2020-03-07 17:00:00,2020-07-03
7,3,2020,19,608.0,710.0,524.0,2020-03-07 18:00:00,2020-07-03
7,3,2020,20,649.0,728.0,573.0,2020-03-07 19:00:00,2020-07-03
7,3,2020,21,613.0,727.0,552.0,2020-03-07 20:00:00,2020-07-03
7,3,2020,22,580.0,714.0,586.0,2020-03-07 21:00:00,2020-07-03
7,3,2020,23,494.0,564.0,450.0,2020-03-07 22:00:00,2020-07-03
7,3,2020,24,406.0,467.0,362.0,2020-03-07 23:00:00,2020-07-03
7,3,2021,1,159.0,193.0,165.0,2021-03-07 00:00:00,2021-07-03
7,3,2021,2,68.0,108.0,74.0,2021-03-07 01:00:00,2021-07-03
7,3,2021,3,58.0,78.0,58.0,2021-03-07 02:00:00,2021-07-03
7,3,2021,4,31.0,36.0,40.0,2021-03-07 03:00:00,2021-07-03
7,3,2021,5,25.0,44.0,37.0,2021-03-07 04:00:00,2021-07-03
7,3,2021,6,47.0,47.0,23.0,2021-03-07 05:00:00,2021-07-03
7,3,2021,7,98.0,102.0,63.0,2021-03-07 06:00:00,2021-07-03
7,3,2021,8,131.0,153.0,102.0,2021-03-07 07:00:00,2021-07-03
7,3,2021,9,190.0,266.0,159.0,2021-03-07 08:00:00,2021-07-03
7,3,2021,10,351.0,372.0,255.0,2021-03-07 09:00:00,2021-07-03
7,3,2021,11,429.0,547.0,387.0,2021-03-07 10:00:00,2021-07-03
7,3,2021,12,589.0,580.0,522.0,2021-03-07 11:00:00,2021-07-03
7,3,2021,13,634.0,699.0,481.0,2021-03-07 12:00:00,2021-07-03
7,3,2021,14,630.0,731.0,537.0,2021-03-07 13:00:00,2021-07-03
7,3,2021,15,618.0,767.0,454.0,2021-03-07 14:00:00,2021-07-03
7,3,2021,16,502.0,630.0,472.0,2021-03-07 15:00:00,2021-07-03
7,3,2021,17,494.0,656.0,396.0,2021-03-07 16:00:00,2021-07-03
7,3,2021,18,475.0,591.0,411.0,2021-03-07 17:00:00,2021-07-03
7,3,2021,19,549.0,698.0,470.0,2021-03-07 18:00:00,2021-07-03
7,3,2021,20,614.0,687.0,514.0,2021-03-07 19:00:00,2021-07-03
7,3,2021,21,545.0,595.0,470.0,2021-03-07 20:00:00,2021-07-03
7,3,2021,22,472.0,528.0,442.0,2021-03-07 21:00:00,2021-07-03
7,3,2021,23,354.0,381.0,307.0,2021-03-07 22:00:00,2021-07-03
7,3,2021,24,202.0,294.0,217.0,2021-03-07 23:00:00,2021-07-03
7,4,2019,1,474.0,305.0,221.0,2019-04-07 00:00:00,2019-07-04
7,4,2019,2,273.0,237.0,150.0,2019-04-07 01:00:00,2019-07-04
7,4,2019,3,210.0,160.0,85.0,2019-04-07 02:00:00,2019-07-04
7,4,2019,4,155.0,140.0,74.0,2019-04-07 03:00:00,2019-07-04
7,4,2019,5,166.0,109.0,45.0,2019-04-07 04:00:00,2019-07-04
7,4,2019,6,251.0,164.0,97.0,2019-04-07 05:00:00,2019-07-04
7,4,2019,7,626.0,422.0,242.0,2019-04-07 06:00:00,2019-07-04
7,4,2019,8,1078.0,577.0,467.0,2019-04-07 07:00:00,2019-07-04
7,4,2019,9,1163.0,657.0,569.0,2019-04-07 08:00:00,2019-07-04
7,4,2019,10,1094.0,661.0,572.0,2019-04-07 09:00:00,2019-07-04
7,4,2019,11,1188.0,710.0,623.0,2019-04-07 10:00:00,2019-07-04
7,4,2019,12,1418.0,767.0,539.0,2019-04-07 11:00:00,2019-07-04
7,4,2019,13,1356.0,811.0,657.0,2019-04-07 12:00:00,2019-07-04
7,4,2019,14,1348.0,812.0,602.0,2019-04-07 13:00:00,2019-07-04
7,4,2019,15,1388.0,788.0,695.0,2019-04-07 14:00:00,2019-07-04
7,4,2019,16,1267.0,768.0,578.0,2019-04-07 15:00:00,2019-07-04
7,4,2019,17,1309.0,801.0,690.0,2019-04-07 16:00:00,2019-07-04
7,4,2019,18,1459.0,788.0,666.0,2019-04-07 17:00:00,2019-07-04
7,4,2019,19,1434.0,832.0,680.0,2019-04-07 18:00:00,2019-07-04
7,4,2019,20,1432.0,805.0,759.0,2019-04-07 19:00:00,2019-07-04
7,4,2019,21,1416.0,909.0,743.0,2019-04-07 20:00:00,2019-07-04
7,4,2019,22,1363.0,781.0,612.0,2019-04-07 21:00:00,2019-07-04
7,4,2019,23,1157.0,665.0,575.0,2019-04-07 22:00:00,2019-07-04
7,4,2019,24,888.0,545.0,394.0,2019-04-07 23:00:00,2019-07-04
7,4,2020,1,25.0,30.0,23.0,2020-04-07 00:00:00,2020-07-04
7,4,2020,2,16.0,31.0,21.0,2020-04-07 01:00:00,2020-07-04
7,4,2020,3,15.0,32.0,15.0,2020-04-07 02:00:00,2020-07-04
7,4,2020,4,23.0,31.0,14.0,2020-04-07 03:00:00,2020-07-04
7,4,2020,5,40.0,34.0,11.0,2020-04-07 04:00:00,2020-07-04
7,4,2020,6,59.0,48.0,28.0,2020-04-07 05:00:00,2020-07-04
7,4,2020,7,125.0,98.0,61.0,2020-04-07 06:00:00,2020-07-04
